"GEOGRAPHY_NAME","OBS_VALUE"
"Maple Cross & Mill End",20
"Moor Park & Eastbury",0
"Northwick",25
"Oxhey Hall",10
"Penn",10
"Rickmansworth",0
"Rickmansworth West",5
"Sarratt",0
"Callowland",25
"Central",50
"Holywell",25
"Leggatts",25
"Meriden",30
"Nascot",5
"Oxhey",15
"Park",25
"Stanborough",15
"Tudor",5
"Vicarage",15
"Woodside",30
"Brookmans Park and Little Heath",5
"Haldens",15
"Handside",15
"Hatfield Central",25
"Hatfield East",30
"Hatfield South",15
"Hatfield Villages",10
"Hatfield West",25
"Hollybush",20
"Howlands",25
"Northaw and Cuffley",5
"Panshanger",10
"Peartree",35
"Sherrards",10
"Welham Green",5
"Welwyn East",5
"Welwyn West",5
"All Saints",5
"Buckenham",0
"Burgh and Haverscroft",10
"Conifer",5
"Dereham-Central",25
"Dereham-Humbletoft",5
"Dereham-Neatherd",15
"Dereham-Toftwood",15
"East Guiltcross",0
"Eynsford",5
"Haggard de Toni",5
"Harling and Heathlands",0
"Hermitage",0
"Launditch",5
"Mid Forest",5
"Nar Valley",10
"Necton",5
"Queen's",10
"Shipdham",5
"Springvale and Scarning",10
"Swaffham",25
"Swanton Morley",5
"Taverner",0
"Templar",15
"Thetford-Abbey",30
"Thetford-Castle",5
"Thetford-Guildhall",10
"Thetford-Saxon",20
"Two Rivers",5
"Upper Wensum",0
"Upper Yare",0
"Watton",15
"Wayland",5
"Weeting",5
"West Guiltcross",0
"Wissey",5
"Acle",5
"Aylsham",20
"Blofield with South Walsham",5
"Brundall",10
"Burlingham",5
"Buxton",5
"Coltishall",5
"Drayton North",5
"Drayton South",0
"Eynesford",10
"Great Witchingham",0
"Hellesdon North West",10
"Hellesdon South East",10
"Hevingham",5
"Horsford and Felthorpe",10
"Marshes",5
"Old Catton and Sprowston West",15
"Plumstead",5
"Reepham",5
"Spixworth with St Faiths",10
"Sprowston Central",10
"Sprowston East",10
"Taverham North",10
"Taverham South",5
"Thorpe St Andrew North West",10
"Thorpe St Andrew South East",15
"Wroxham",10
"Bradwell North",10
"Bradwell South and Hopton",10
"Caister North",5
"Caister South",10
"Central and Northgate",95
"Claydon",45
"East Flegg",10
"Fleggburgh",5
"Gorleston",15
"Lothingland",15
"Magdalen",40
"Nelson",100
"Ormesby",10
"Southtown and Cobholm",40
"St Andrews",30
"West Flegg",10
"Yarmouth North",20
"Airfield",5
"Brancaster",0
"Burnham",0
"Clenchwarton",0
"Denton",10
"Dersingham",5
"Docking",5
"Downham Old Town",5
"East Downham",5
"Emneth with Outwell",20
"Fairstead",40
"Gayton",0
"Gaywood Chase",20
"Gaywood North Bank",10
"Grimston",0
"Heacham",0
"Hilgay with Denver",5
"Hunstanton",10
"Mershe Lande",15
"North Downham",10
"North Lynn",40
"North Wootton",0
"Old Gaywood",10
"Priory",5
"Rudham",0
"Snettisham",5
"South and West Lynn",25
"South Downham",0
"South Wootton",5
"Spellowfields",10
"Springwood",0
"St Lawrence",10
"St Margarets with St Nicholas",35
"Upwell and Delph",10
"Valley Hill",5
"Walpole",5
"Walton",10
"Watlington",10
"West Winch",10
"Wiggenhall",0
"Wimbotsham with Fincham",0
"Wissey",5
"Astley",5
"Briston",0
"Chaucer",0
"Corpusty",0
"Cromer Town",5
"Erpingham",5
"Gaunt",0
"Glaven Valley",0
"Happisburgh",0
"High Heath",0
"Holt",5
"Hoveton",5
"Lancaster North",5
"Lancaster South",10
"Mundesley",10
"North Walsham East",10
"North Walsham North",20
"North Walsham West",10
"Poppyland",0
"Priory",0
"Roughton",5
"Scottow",0
"Sheringham North",5
"Sheringham South",5
"St Benet",0
"Stalham and Sutton",10
"Suffield Park",10
"The Raynhams",10
"The Runtons",5
"Walsingham",0
"Waterside",10
"Waxham",5
"Wensum",0
"Worstead",0
"Bowthorpe",60
"Catton Grove",55
"Crome",50
"Eaton",15
"Lakenham",45
"Mancroft",125
"Mile Cross",75
"Nelson",15
"Sewell",35
"Thorpe Hamlet",35
"Town Close",35
"University",25
"Wensum",75
"Abbey",10
"Beck Vale",5
"Bressingham and Burston",0
"Brooke",0
"Bunwell",0
"Chedgrave and Thurton",10
"Cringleford",5
"Cromwells",5
"Dickleburgh",5
"Diss",15
"Ditchingham and Broome",5
"Earsham",5
"Easton",5
"Forncett",0
"Gillingham",5
"Harleston",10
"Hempnall",0
"Hethersett",15
"Hingham and Deopham",5
"Loddon",5
"Mulbarton",10
"New Costessey",5
"Newton Flotman",5
"Northfields",5
"Old Costessey",25
"Poringland with the Framinghams",10
"Rockland",5
"Roydon",5
"Rustens",15
"Scole",5
"Stoke Holy Cross",0
"Stratton",15
"Tasburgh",0
"Thurlton",5
"Town",5
"Wicklewood",0
"Alton",5
"Berners",5
"Boxford",5
"Brett Vale",5
"Brook",5
"Bures St Mary",5
"Chadacre",5
"Dodnash",5
"Glemsford and Stanstead",5
"Great Cornard North",20
"Great Cornard South",20
"Hadleigh North",10
"Hadleigh South",0
"Holbrook",5
"Lavenham",0
"Leavenheath",0
"Long Melford",5
"Lower Brett",5
"Mid Samford",5
"Nayland",0
"North Cosford",5
"Pinewood",10
"South Cosford",0
"Sudbury East",15
"Sudbury North",10
"Sudbury South",30
"Waldingfield",5
"All Saints",5
"Brandon East",15
"Brandon West",5
"Eriswell and The Rows",5
"Exning",5
"Great Heath",10
"Iceni",5
"Lakenheath",5
"Manor",0
"Market",5
"Red Lodge",5
"Severals",10
"South",0
"St Mary's",15
"Alexandra",45
"Bixley",10
"Bridge",45
"Castle Hill",10
"Gainsborough",60
"Gipping",45
"Holywells",20
"Priory Heath",45
"Rushmere",20
"Sprites",20
"St John's",10
"St Margaret's",20
"Stoke Park",45
"Westgate",70
"Whitehouse",35
"Whitton",30
"Bacton and Old Newton",5
"Badwell Ash",0
"Barking and Somersham",5
"Bramford and Blakenham",5
"Claydon and Barham",5
"Debenham",0
"Elmswell and Norton",20
"Eye",5
"Fressingfield",5
"Gislingham",0
"Haughley and Wetherden",5
"Helmingham and Coddenham",0
"Hoxne",0
"Mendlesham",0
"Needham Market",5
"Onehouse",5
"Palgrave",10
"Rattlesden",5
"Rickinghall and Walsham",5
"Ringshall",5
"Stowmarket Central",20
"Stowmarket North",20
"Stowmarket South",20
"Stowupland",5
"Stradbroke and Laxfield",5
"The Stonhams",5
"Thurston and Hessett",0
"Wetheringsett",10
"Woolpit",5
"Worlingworth",0
"Abbeygate",15
"Bardwell",10
"Barningham",10
"Barrow",5
"Cavendish",0
"Chedburgh",5
"Clare",5
"Eastgate",5
"Fornham",0
"Great Barton",0
"Haverhill East",20
"Haverhill North",45
"Haverhill South",40
"Haverhill West",10
"Horringer and Whelnetham",5
"Hundon",5
"Ixworth",0
"Kedington",0
"Minden",10
"Moreton Hall",10
"Northgate",15
"Pakenham",0
"Risby",0
"Risbygate",15
"Rougham",5
"Southgate",5
"St Olaves",15
"Stanton",5
"Westgate",5
"Wickhambrook",5
"Withersfield",0
"Aldeburgh",5
"Earl Soham",5
"Farlingaye",5
"Felixstowe East",5
"Felixstowe North",10
"Felixstowe South",15
"Felixstowe South East",0
"Felixstowe West",30
"Framlingham",10
"Grundisburgh",0
"Hacheston",0
"Hollesley with Eyke",0
"Kesgrave East",10
"Kesgrave West",5
"Kyson",5
"Leiston",15
"Martlesham",10
"Melton and Ufford",5
"Nacton",0
"Orford and Tunstall",0
"Otley",0
"Peasenhall",0
"Rendlesham",5
"Riverside",0
"Rushmere St Andrew",5
"Saxmundham",15
"Seckford",5
"Snape",0
"Sutton",5
"Trimleys with Kirton",10
"Walberswick and Wenhaston",5
"Wickham Market",0
"Witnesham",0
"Yoxford",5
"Beccles North",5
"Beccles South",15
"Blything",5
"Bungay",10
"Carlton",20
"Carlton Colville",25
"Gunton and Corton",5
"Halesworth",15
"Harbour",150
"Kessingland",20
"Kirkley",70
"Lothingland",5
"Normanston",45
"Oulton",10
"Oulton Broad",10
"Pakefield",30
"Southwold and Reydon",5
"St Margaret's",40
"The Saints",0
"Wainford",5
"Whitton",30
"Worlingham",5
"Wrentham",5
"Belsize",20
"Bloomsbury",15
"Camden Town with Primrose Hill",50
"Cantelowes",65
"Fortune Green",25
"Frognal and Fitzjohns",5
"Gospel Oak",50
"Hampstead Town",5
"Haverstock",40
"Highgate",30
"Holborn and Covent Garden",35
"Kentish Town",40
"Kilburn",30
"King's Cross",45
"Regent's Park",50
"St Pancras and Somers Town",80
"Swiss Cottage",20
"West Hampstead",20
"Aldersgate,Cheap",0
"Aldgate,Billingsgate,Bishopsgate,Bridge,Broad Street,Candlewick,Corn",5
"Bassishaw,Coleman Street,Cripplegate",0
"Bread Street,Castle Baynard,Cordwainer,Dowgate,Farringdon Within,Far",0
"Brownswood",50
"Cazenove",35
"Chatham",70
"Clissold",25
"Dalston",50
"De Beauvoir",50
"Hackney Central",60
"Hackney Downs",50
"Haggerston",50
"Hoxton",40
"King's Park",75
"Leabridge",60
"Lordship",40
"New River",50
"Queensbridge",50
"Springfield",40
"Stoke Newington Central",35
"Victoria",75
"Wick",85
"Addison",60
"Askew",50
"Avonmore and Brook Green",30
"College Park and Old Oak",55
"Fulham Broadway",30
"Fulham Reach",25
"Hammersmith Broadway",35
"Munster",10
"North End",30
"Palace Riverside",5
"Parsons Green and Walham",15
"Ravenscourt Park",25
"Sands End",35
"Shepherd's Bush Green",60
"Town",20
"Wormholt and White City",85
"Alexandra",15
"Bounds Green",35
"Bruce Grove",75
"Crouch End",10
"Fortis Green",15
"Harringay",45
"Highgate",20
"Hornsey",65
"Muswell Hill",15
"Noel Park",60
"Northumberland Park",95
"Seven Sisters",65
"St Ann's",45
"Stroud Green",35
"Tottenham Green",70
"Tottenham Hale",90
"West Green",50
"White Hart Lane",80
"Woodside",40
"Barnsbury",45
"Bunhill",40
"Caledonian",50
"Canonbury",30
"Clerkenwell",55
"Finsbury Park",75
"Highbury East",40
"Highbury West",50
"Hillrise",50
"Holloway",95
"Junction",45
"Mildmay",40
"St George's",45
"St Mary's",45
"St Peter's",35
"Tollington",60
"Abingdon",20
"Brompton",5
"Campden",5
"Colville",20
"Courtfield",10
"Cremorne",20
"Earl's Court",15
"Golborne",50
"Hans Town",5
"Holland",10
"Norland",15
"Notting Barns",35
"Pembridge",15
"Queen's Gate",0
"Redcliffe",10
"Royal Hospital",5
"St Charles",30
"Stanley",10
"Bishop's",30
"Brixton Hill",55
"Clapham Common",30
"Clapham Town",45
"Coldharbour",95
"Ferndale",50
"Gipsy Hill",80
"Herne Hill",95
"Knight's Hill",80
"Larkhall",120
"Oval",40
"Prince's",60
"St Leonard's",55
"Stockwell",50
"Streatham Hill",60
"Streatham South",40
"Streatham Wells",45
"Thornton",40
"Thurlow Park",35
"Tulse Hill",65
"Vassall",75
"Bellingham",85
"Blackheath",60
"Brockley",90
"Catford South",60
"Crofton Park",50
"Downham",85
"Evelyn",85
"Forest Hill",75
"Grove Park",50
"Ladywell",50
"Lee Green",30
"Lewisham Central",85
"New Cross",90
"Perry Vale",75
"Rushey Green",95
"Sydenham",70
"Telegraph Hill",65
"Whitefoot",80
"Beckton",70
"Boleyn",55
"Canning Town North",75
"Canning Town South",85
"Custom House",70
"East Ham Central",35
"East Ham North",30
"East Ham South",60
"Forest Gate North",60
"Forest Gate South",70
"Green Street East",40
"Green Street West",40
"Little Ilford",80
"Manor Park",50
"Plaistow North",55
"Plaistow South",55
"Royal Docks",45
"Stratford and New Town",85
"Wall End",65
"West Ham",75
"Brunswick Park",70
"Camberwell Green",60
"Cathedrals",60
"Chaucer",50
"College",35
"East Dulwich",35
"East Walworth",40
"Faraday",65
"Grange",60
"Livesey",75
"Newington",70
"Nunhead",70
"Peckham",75
"Peckham Rye",45
"Riverside",40
"Rotherhithe",50
"South Bermondsey",70
"South Camberwell",60
"Surrey Docks",30
"The Lane",70
"Village",20
"Bethnal Green North",75
"Bethnal Green South",80
"Blackwall and Cubitt Town",95
"Bow East",80
"Bow West",60
"Bromley-by-Bow",115
"East India and Lansbury",130
"Limehouse",85
"Mile End and Globe Town",65
"Mile End East",110
"Millwall",105
"Shadwell",75
"Spitalfields and Banglatown",55
"St Dunstan's and Stepney Green",110
"St Katharine's and Wapping",35
"Weavers",55
"Whitechapel",70
"Balham",15
"Bedford",30
"Earlsfield",25
"East Putney",15
"Fairfield",25
"Furzedown",50
"Graveney",40
"Latchmere",70
"Nightingale",15
"Northcote",10
"Queenstown",45
"Roehampton and Putney Heath",60
"Shaftesbury",30
"Southfields",30
"St Mary's Park",30
"Thamesfield",20
"Tooting",40
"Wandsworth Common",30
"West Hill",40
"West Putney",25
"Abbey Road",10
"Bayswater",10
"Bryanston and Dorset Square",15
"Church Street",55
"Churchill",30
"Harrow Road",40
"Hyde Park",5
"Knightsbridge and Belgravia",0
"Lancaster Gate",15
"Little Venice",15
"Maida Vale",20
"Marylebone High Street",10
"Queen's Park",45
"Regent's Park",10
"St James's",55
"Tachbrook",15
"Vincent Square",25
"Warwick",20
"West End",20
"Westbourne",45
"Abbey",65
"Alibon",70
"Becontree",65
"Chadwell Heath",40
"Eastbrook",70
"Eastbury",50
"Gascoigne",45
"Goresbrook",45
"Heath",40
"Longbridge",30
"Mayesbrook",40
"Parsloes",45
"River",40
"Thames",75
"Valence",50
"Village",50
"Whalebone",45
"Brunswick Park",35
"Burnt Oak",65
"Childs Hill",55
"Colindale",70
"Coppetts",30
"East Barnet",35
"East Finchley",25
"Edgware",20
"Finchley Church End",15
"Garden Suburb",15
"Golders Green",45
"Hale",35
"Hendon",40
"High Barnet",25
"Mill Hill",45
"Oakleigh",30
"Totteridge",20
"Underhill",45
"West Finchley",25
"West Hendon",45
"Woodhouse",35
"Barnehurst",30
"Belvedere",55
"Blackfen and Lamorbey",5
"Blendon and Penhill",20
"Brampton",10
"Christchurch",20
"Colyers",30
"Cray Meadows",45
"Crayford",40
"Danson Park",25
"East Wickham",20
"Erith",50
"Falconwood and Welling",10
"Lesnes Abbey",25
"Longlands",10
"North End",60
"Northumberland Heath",35
"Sidcup",10
"St Mary's",15
"St Michael's",20
"Thamesmead East",50
"Alperton",30
"Barnhill",55
"Brondesbury Park",40
"Dollis Hill",65
"Dudden Hill",45
"Fryent",30
"Harlesden",95
"Kensal Green",55
"Kenton",15
"Kilburn",65
"Mapesbury",45
"Northwick Park",30
"Preston",30
"Queens Park",30
"Queensbury",40
"Stonebridge",135
"Sudbury",50
"Tokyngton",45
"Welsh Harp",40
"Wembley Central",30
"Willesden Green",65
"Bickley",25
"Biggin Hill",25
"Bromley Common and Keston",45
"Bromley Town",40
"Chelsfield and Pratts Bottom",15
"Chislehurst",25
"Clock House",30
"Copers Cope",20
"Cray Valley East",70
"Cray Valley West",75
"Crystal Palace",60
"Darwin",5
"Farnborough and Crofton",15
"Hayes and Coney Hall",25
"Kelsey and Eden Park",25
"Mottingham and Chislehurst North",40
"Orpington",35
"Penge and Cator",55
"Petts Wood and Knoll",10
"Plaistow and Sundridge",30
"Shortlands",10
"West Wickham",15
"Addiscombe",85
"Ashburton",70
"Bensham Manor",120
"Broad Green",170
"Coulsdon East",35
"Coulsdon West",30
"Croham",50
"Fairfield",110
"Fieldway",85
"Heathfield",70
"Kenley",40
"New Addington",55
"Norbury",50
"Purley",50
"Sanderstead",25
"Selhurst",130
"Selsdon and Ballards",25
"Shirley",50
"South Norwood",105
"Thornton Heath",135
"Upper Norwood",80
"Waddon",90
"West Thornton",120
"Woodside",105
"Acton Central",40
"Cleveland",50
"Dormers Wells",40
"Ealing Broadway",35
"Ealing Common",70
"East Acton",80
"Elthorne",50
"Greenford Broadway",55
"Greenford Green",35
"Hanger Hill",25
"Hobbayne",60
"Lady Margaret",30
"North Greenford",25
"Northfield",20
"Northolt Mandeville",70
"Northolt West End",75
"Norwood Green",50
"Perivale",35
"South Acton",50
"Southall Broadway",60
"Southall Green",45
"Southfield",25
"Walpole",20
"Bowes",55
"Bush Hill Park",30
"Chase",50
"Cockfosters",25
"Edmonton Green",120
"Enfield Highway",90
"Enfield Lock",70
"Grange",25
"Haselbury",75
"Highlands",30
"Jubilee",80
"Lower Edmonton",100
"Palmers Green",45
"Ponders End",90
"Southbury",80
"Southgate",30
"Southgate Green",35
"Town",45
"Turkey Street",75
"Upper Edmonton",110
"Winchmore Hill",20
"Abbey Wood",75
"Blackheath Westcombe",30
"Charlton",60
"Coldharbour and New Eltham",40
"Eltham North",25
"Eltham South",40
"Eltham West",60
"Glyndon",80
"Greenwich West",80
"Kidbrooke with Hornfair",75
"Middle Park and Sutcliffe",40
"Peninsula",40
"Plumstead",75
"Shooters Hill",55
"Thamesmead Moorings",95
"Woolwich Common",95
"Woolwich Riverside",80
"Belmont",15
"Canons",20
"Edgware",20
"Greenhill",50
"Harrow on the Hill",35
"Harrow Weald",30
"Hatch End",10
"Headstone North",15
"Headstone South",30
"Kenton East",10
"Kenton West",15
"Marlborough",35
"Pinner",20
"Pinner South",10
"Queensbury",15
"Rayners Lane",15
"Roxbourne",45
"Roxeth",40
"Stanmore Park",35
"Wealdstone",45
"West Harrow",25
"Brooklands",70
"Cranham",25
"Elm Park",30
"Emerson Park",10
"Gooshays",80
"Hacton",20
"Harold Wood",50
"Havering Park",65
"Heaton",60
"Hylands",40
"Mawneys",45
"Pettits",15
"Rainham and Wennington",40
"Romford Town",55
"South Hornchurch",60
"Squirrel's Heath",25
"St Andrew's",20
"Upminster",20
"Barnhill",40
"Botwell",75
"Brunel",25
"Cavendish",20
"Charville",35
"Eastcote and East Ruislip",15
"Harefield",20
"Heathrow Villages",15
"Hillingdon East",45
"Ickenham",5
"Manor",15
"Northwood",5
"Northwood Hills",20
"Pinkwell",50
"South Ruislip",15
"Townfield",50
"Uxbridge North",30
"Uxbridge South",55
"West Drayton",55
"West Ruislip",10
"Yeading",55
"Yiewsley",40
"Bedfont",55
"Brentford",60
"Chiswick Homefields",20
"Chiswick Riverside",10
"Cranford",50
"Feltham North",40
"Feltham West",65
"Hanworth",75
"Hanworth Park",35
"Heston Central",45
"Heston East",50
"Heston West",60
"Hounslow Central",55
"Hounslow Heath",60
"Hounslow South",25
"Hounslow West",45
"Isleworth",40
"Osterley and Spring Grove",30
"Syon",50
"Turnham Green",35
"Alexandra",20
"Berrylands",15
"Beverley",30
"Canbury",25
"Chessington North and Hook",25
"Chessington South",25
"Coombe Hill",25
"Coombe Vale",10
"Grove",40
"Norbiton",50
"Old Malden",25
"St James",15
"St Mark's",20
"Surbiton Hill",5
"Tolworth and Hook Rise",30
"Tudor",10
"Abbey",25
"Cannon Hill",15
"Colliers Wood",35
"Cricket Green",65
"Dundonald",10
"Figge's Marsh",60
"Graveney",20
"Hillside",10
"Lavender Fields",45
"Longthornton",40
"Lower Morden",15
"Merton Park",10
"Pollards Hill",60
"Ravensbury",45
"Raynes Park",10
"St Helier",25
"Trinity",15
"Village",5
"West Barnes",15
"Wimbledon Park",25
"Aldborough",30
"Barkingside",20
"Bridge",25
"Chadwell",50
"Church End",10
"Clayhall",35
"Clementswood",55
"Cranbrook",35
"Fairlop",30
"Fullwell",40
"Goodmayes",60
"Hainault",35
"Loxford",70
"Mayfield",55
"Monkhams",10
"Newbury",65
"Roding",35
"Seven Kings",55
"Snaresbrook",15
"Valentines",45
"Wanstead",15
"Barnes",10
"East Sheen",10
"Fulwell and Hampton Hill",15
"Ham, Petersham and Richmond Riverside",20
"Hampton",20
"Hampton North",30
"Hampton Wick",10
"Heathfield",45
"Kew",20
"Mortlake and Barnes Common",15
"North Richmond",10
"South Richmond",10
"South Twickenham",10
"St Margarets and North Twickenham",10
"Teddington",15
"Twickenham Riverside",10
"West Twickenham",20
"Whitton",15
"Beddington North",20
"Beddington South",45
"Belmont",15
"Carshalton Central",15
"Carshalton South and Clockhouse",15
"Cheam",15
"Nonsuch",10
"St Helier",60
"Stonecot",20
"Sutton Central",50
"Sutton North",30
"Sutton South",10
"Sutton West",10
"The Wrythe",30
"Wallington North",40
"Wallington South",30
"Wandle Valley",75
"Worcester Park",20
"Cann Hall",40
"Cathall",55
"Chapel End",50
"Chingford Green",25
"Endlebury",30
"Forest",50
"Grove Green",30
"Hale End and Highams Park",40
"Hatch Lane",30
"High Street",45
"Higham Hill",75
"Hoe Street",85
"Larkswood",30
"Lea Bridge",55
"Leyton",65
"Leytonstone",45
"Markhouse",65
"Valley",45
"William Morris",45
"Wood Street",55
"Ascot",0
"Binfield with Warfield",10
"Bullbrook",15
"Central Sandhurst",5
"College Town",5
"Crown Wood",5
"Crowthorne",5
"Great Hollands North",10
"Great Hollands South",10
"Hanworth",15
"Harmans Water",10
"Little Sandhurst and Wellington",5
"Old Bracknell",45
"Owlsmoor",10
"Priestwood and Garth",15
"Warfield Harvest Ride",5
"Wildridings and Central",15
"Winkfield and Cranbourne",5
"Brunswick and Adelaide",35
"Central Hove",20
"East Brighton",105
"Goldsmid",35
"Hangleton and Knoll",55
"Hanover and Elm Grove",65
"Hollingdean and Stanmer",40
"Hove Park",15
"Moulsecoomb and Bevendean",105
"North Portslade",60
"Patcham",40
"Preston Park",25
"Queen's Park",45
"Regency",30
"Rottingdean Coastal",25
"South Portslade",50
"St. Peter's and North Laine",85
"Westbourne",30
"Wish",20
"Withdean",20
"Woodingdean",45
"Arreton and Newchurch",0
"Binstead and Fishbourne",0
"Brading, St Helens and Bembridge",10
"Carisbrooke",10
"Central Wight",5
"Chale, Niton and Whitwell",10
"Cowes Medina",10
"Cowes North",5
"Cowes South and Northwood",5
"Cowes West and Gurnard",5
"East Cowes",5
"Freshwater North",10
"Freshwater South",5
"Godshill and Wroxall",10
"Havenstreet, Ashey and Haylands",10
"Lake North",5
"Lake South",10
"Nettlestone and Seaview",0
"Newport Central",15
"Newport East",25
"Newport North",15
"Newport South",15
"Newport West",10
"Parkhurst",10
"Ryde East",5
"Ryde North East",35
"Ryde North West",15
"Ryde South",25
"Ryde West",20
"Sandown North",15
"Sandown South",20
"Shanklin Central",5
"Shanklin South",5
"Totland",0
"Ventnor East",10
"Ventnor West",5
"West Wight",5
"Whippingham and Osborne",20
"Wootton Bridge",5
"Chatham Central",110
"Cuxton and Halling",5
"Gillingham North",145
"Gillingham South",130
"Hempstead and Wigmore",10
"Lordswood and Capstone",20
"Luton and Wayfield",100
"Peninsula",45
"Princes Park",40
"Rainham Central",25
"Rainham North",20
"Rainham South",25
"River",65
"Rochester East",45
"Rochester South and Horsted",40
"Rochester West",45
"Strood North",50
"Strood Rural",40
"Strood South",85
"Twydall",60
"Walderslade",45
"Watling",40
"Bletchley and Fenny Stratford",55
"Bradwell",40
"Campbell Park",65
"Danesborough",5
"Denbigh",15
"Eaton Manor",40
"Emerson Valley",30
"Furzton",20
"Hanslope Park",5
"Linford North",10
"Linford South",20
"Loughton Park",25
"Middleton",45
"Newport Pagnell North",5
"Newport Pagnell South",10
"Olney",0
"Sherington",0
"Stantonbury",25
"Stony Stratford",30
"Walton Park",30
"Whaddon",15
"Wolverton",50
"Woughton",50
"Baffins",45
"Central Southsea",45
"Charles Dickens",155
"Copnor",30
"Cosham",50
"Drayton and Farlington",20
"Eastney and Craneswater",20
"Fratton",50
"Hilsea",20
"Milton",45
"Nelson",65
"Paulsgrove",55
"St Jude",40
"St Thomas",50
"Abbey",30
"Battle",35
"Caversham",15
"Church",35
"Katesgrove",30
"Kentwood",20
"Mapledurham",0
"Minster",55
"Norcot",35
"Park",25
"Peppard",10
"Redlands",20
"Southcote",20
"Thames",10
"Tilehurst",20
"Whitley",55
"Baylis and Stoke",30
"Britwell",30
"Central",40
"Chalvey",50
"Cippenham Green",20
"Cippenham Meadows",25
"Colnbrook with Poyle",10
"Farnham",30
"Foxborough",25
"Haymill",20
"Kedermister",20
"Langley St Mary's",10
"Upton",30
"Wexham Lea",30
"Bargate",85
"Bassett",20
"Bevois",140
"Bitterne",90
"Bitterne Park",40
"Coxford",45
"Freemantle",80
"Harefield",65
"Millbrook",55
"Peartree",65
"Portswood",40
"Redbridge",80
"Shirley",45
"Sholing",40
"Swaythling",50
"Woolston",70
"Aldermaston",0
"Basildon",0
"Birch Copse",0
"Bucklebury",5
"Burghfield",5
"Calcot",20
"Chieveley",0
"Clay Hill",20
"Cold Ash",0
"Compton",5
"Downlands",5
"Falkland",5
"Greenham",15
"Hungerford",5
"Kintbury",10
"Lambourn Valley",0
"Mortimer",10
"Northcroft",10
"Pangbourne",5
"Purley on Thames",5
"Speen",10
"St Johns",20
"Sulhamstead",5
"Thatcham Central",5
"Thatcham North",10
"Thatcham South and Crookham",15
"Thatcham West",10
"Theale",5
"Victoria",15
"Westwood",5
"Ascot and Cheapside",5
"Belmont",10
"Bisham and Cookham",0
"Boyn Hill",5
"Bray",5
"Castle Without",0
"Clewer East",0
"Clewer North",20
"Clewer South",10
"Cox Green",5
"Datchet",10
"Eton and Castle",5
"Eton Wick",0
"Furze Platt",10
"Horton and Wraysbury",5
"Hurley and Walthams",10
"Maidenhead Riverside",5
"Old Windsor",5
"Oldfield",25
"Park",0
"Pinkneys Green",10
"Sunningdale",0
"Sunninghill and South Ascot",0
"Arborfield",5
"Barkham",5
"Bulmershe and Whitegates",15
"Charvil",5
"Coronation",5
"Emmbrook",15
"Evendons",10
"Finchampstead North",5
"Finchampstead South",5
"Hawkedon",10
"Hillside",5
"Hurst",5
"Loddon",20
"Maiden Erlegh",10
"Norreys",15
"Remenham, Wargrave and Ruscombe",5
"Shinfield North",5
"Shinfield South",15
"Sonning",0
"South Lake",5
"Swallowfield",0
"Twyford",0
"Wescott",5
"Winnersh",15
"Wokingham Without",5
"Aston Clinton",10
"Aylesbury Central",10
"Bedgrove",10
"Bierton",0
"Brill",0
"Buckingham North",10
"Buckingham South",5
"Cheddington",5
"Coldharbour",15
"Edlesborough",5
"Elmhurst and Watermead",20
"Gatehouse",35
"Great Brickhill",0
"Great Horwood",0
"Grendon Underwood",5
"Haddenham",5
"Long Crendon",5
"Luffield Abbey",0
"Mandeville and Elm Farm",15
"Marsh Gibbon",0
"Newton Longville",0
"Oakfield",10
"Pitstone",0
"Quainton",0
"Quarrendon",30
"Southcourt",25
"Steeple Claydon",0
"Stewkley",0
"Tingewick",5
"Waddesdon",0
"Walton Court and Hawkslade",15
"Weedon",15
"Wendover",10
"Wing",0
"Wingrave",0
"Winslow",10
"Amersham Common",0
"Amersham Town",5
"Amersham-on-the-Hill",10
"Asheridge Vale and Lowndes",5
"Ashley Green, Latimer and Chenies",0
"Austenwood",0
"Ballinger, South Heath and Chartridge",0
"Central",10
"Chalfont Common",0
"Chalfont St Giles",5
"Chesham Bois and Weedon Hill",5
"Cholesbury, The Lee and Bellingdon",0
"Gold Hill",0
"Great Missenden",0
"Hilltop and Townsend",0
"Holmer Green",5
"Little Chalfont",5
"Little Missenden",0
"Newtown",5
"Penn and Coleshill",5
"Prestwood and Heath End",5
"Ridgeway",15
"Seer Green",0
"St Mary's and Waterside",15
"Vale",10
"Beaconsfield North",5
"Beaconsfield South",5
"Beaconsfield West",5
"Burnham Beeches",0
"Burnham Church",15
"Burnham Lent Rise",5
"Denham North",5
"Denham South",10
"Dorney and Burnham South",0
"Farnham Royal",5
"Gerrards Cross East and Denham South West",0
"Gerrards Cross North",0
"Gerrards Cross South",0
"Hedgerley and Fulmer",5
"Iver Heath",5
"Iver Village and Richings Park",10
"Stoke Poges",5
"Taplow",0
"Wexham and Iver West",5
"Abbey",20
"Bledlow and Bradenham",5
"Booker and Cressex",20
"Bourne End-cum-Hedsor",0
"Bowerdean",15
"Chiltern Rise",10
"Disraeli",20
"Downley and Plomer Hill",10
"Flackwell Heath and Little Marlow",5
"Greater Hughenden",0
"Greater Marlow",0
"Hambleden Valley",0
"Hazlemere North",5
"Hazlemere South",0
"Icknield",0
"Lacey Green, Speen and the Hampdens",0
"Marlow North and West",5
