"GEOGRAPHY_NAME","GEOGRAPHY_CODE","AGE_NAME","OBS_VALUE"
"Brizes and Doddinghurst","E36002683","Aged 25-29",10
"Herongate, Ingrave and West Horndon","E36002684","Aged 16-24",5
"Herongate, Ingrave and West Horndon","E36002684","Aged 25-29",5
"Hutton Central","E36002685","Aged 16-24",5
"Hutton Central","E36002685","Aged 25-29",5
"Hutton East","E36002686","Aged 16-24",5
"Hutton East","E36002686","Aged 25-29",0
"Hutton North","E36002687","Aged 16-24",5
"Hutton North","E36002687","Aged 25-29",5
"Hutton South","E36002688","Aged 16-24",0
"Hutton South","E36002688","Aged 25-29",5
"Ingatestone, Fryerning and Mountnessing","E36002689","Aged 16-24",10
"Ingatestone, Fryerning and Mountnessing","E36002689","Aged 25-29",5
"Pilgrims Hatch","E36002690","Aged 16-24",15
"Pilgrims Hatch","E36002690","Aged 25-29",5
"Shenfield","E36002691","Aged 16-24",5
"Shenfield","E36002691","Aged 25-29",0
"South Weald","E36002692","Aged 16-24",5
"South Weald","E36002692","Aged 25-29",0
"Tipps Cross","E36002693","Aged 16-24",5
"Tipps Cross","E36002693","Aged 25-29",5
"Warley","E36002694","Aged 16-24",10
"Warley","E36002694","Aged 25-29",10
"Appleton","E36002695","Aged 16-24",10
"Appleton","E36002695","Aged 25-29",10
"Boyce","E36002696","Aged 16-24",5
"Boyce","E36002696","Aged 25-29",5
"Canvey Island Central","E36002697","Aged 16-24",25
"Canvey Island Central","E36002697","Aged 25-29",15
"Canvey Island East","E36002698","Aged 16-24",10
"Canvey Island East","E36002698","Aged 25-29",15
"Canvey Island North","E36002699","Aged 16-24",15
"Canvey Island North","E36002699","Aged 25-29",5
"Canvey Island South","E36002700","Aged 16-24",25
"Canvey Island South","E36002700","Aged 25-29",15
"Canvey Island West","E36002701","Aged 16-24",5
"Canvey Island West","E36002701","Aged 25-29",10
"Canvey Island Winter Gardens","E36002702","Aged 16-24",30
"Canvey Island Winter Gardens","E36002702","Aged 25-29",20
"Cedar Hall","E36002703","Aged 16-24",15
"Cedar Hall","E36002703","Aged 25-29",5
"St George's","E36002704","Aged 16-24",15
"St George's","E36002704","Aged 25-29",5
"St James","E36002705","Aged 16-24",10
"St James","E36002705","Aged 25-29",10
"St Mary's","E36002706","Aged 16-24",10
"St Mary's","E36002706","Aged 25-29",5
"St Peter's","E36002707","Aged 16-24",10
"St Peter's","E36002707","Aged 25-29",5
"Victoria","E36002708","Aged 16-24",10
"Victoria","E36002708","Aged 25-29",5
"Bicknacre and East and West Hanningfield","E36002709","Aged 16-24",5
"Bicknacre and East and West Hanningfield","E36002709","Aged 25-29",5
"Boreham and The Leighs","E36002710","Aged 16-24",5
"Boreham and The Leighs","E36002710","Aged 25-29",5
"Broomfield and The Walthams","E36002711","Aged 16-24",15
"Broomfield and The Walthams","E36002711","Aged 25-29",5
"Chelmer Village and Beaulieu Park","E36002712","Aged 16-24",20
"Chelmer Village and Beaulieu Park","E36002712","Aged 25-29",5
"Chelmsford Rural West","E36002713","Aged 16-24",5
"Chelmsford Rural West","E36002713","Aged 25-29",0
"Galleywood","E36002714","Aged 16-24",10
"Galleywood","E36002714","Aged 25-29",15
"Goat Hall","E36002715","Aged 16-24",10
"Goat Hall","E36002715","Aged 25-29",5
"Great Baddow East","E36002716","Aged 16-24",10
"Great Baddow East","E36002716","Aged 25-29",15
"Great Baddow West","E36002717","Aged 16-24",10
"Great Baddow West","E36002717","Aged 25-29",15
"Little Baddow, Danbury and Sandon","E36002718","Aged 16-24",5
"Little Baddow, Danbury and Sandon","E36002718","Aged 25-29",5
"Marconi","E36002719","Aged 16-24",25
"Marconi","E36002719","Aged 25-29",25
"Moulsham and Central","E36002720","Aged 16-24",40
"Moulsham and Central","E36002720","Aged 25-29",25
"Moulsham Lodge","E36002721","Aged 16-24",10
"Moulsham Lodge","E36002721","Aged 25-29",5
"Patching Hall","E36002722","Aged 16-24",20
"Patching Hall","E36002722","Aged 25-29",15
"Rettendon and Runwell","E36002723","Aged 16-24",10
"Rettendon and Runwell","E36002723","Aged 25-29",10
"South Hanningfield, Stock and Margaretting","E36002724","Aged 16-24",0
"South Hanningfield, Stock and Margaretting","E36002724","Aged 25-29",0
"South Woodham-Chetwood and Collingwood","E36002725","Aged 16-24",10
"South Woodham-Chetwood and Collingwood","E36002725","Aged 25-29",5
"South Woodham-Elmwood and Woodville","E36002726","Aged 16-24",10
"South Woodham-Elmwood and Woodville","E36002726","Aged 25-29",5
"Springfield North","E36002727","Aged 16-24",10
"Springfield North","E36002727","Aged 25-29",10
"St Andrews","E36002728","Aged 16-24",40
"St Andrews","E36002728","Aged 25-29",25
"The Lawns","E36002729","Aged 16-24",5
"The Lawns","E36002729","Aged 25-29",0
"Trinity","E36002730","Aged 16-24",10
"Trinity","E36002730","Aged 25-29",10
"Waterhouse Farm","E36002731","Aged 16-24",25
"Waterhouse Farm","E36002731","Aged 25-29",15
"Writtle","E36002732","Aged 16-24",10
"Writtle","E36002732","Aged 25-29",5
"Berechurch","E36002733","Aged 16-24",35
"Berechurch","E36002733","Aged 25-29",30
"Birch and Winstree","E36002734","Aged 16-24",5
"Birch and Winstree","E36002734","Aged 25-29",0
"Castle","E36002735","Aged 16-24",40
"Castle","E36002735","Aged 25-29",30
"Christ Church","E36002736","Aged 16-24",15
"Christ Church","E36002736","Aged 25-29",15
"Copford and West Stanway","E36002737","Aged 16-24",5
"Copford and West Stanway","E36002737","Aged 25-29",0
"Dedham and Langham","E36002738","Aged 16-24",0
"Dedham and Langham","E36002738","Aged 25-29",5
"East Donyland","E36002739","Aged 16-24",5
"East Donyland","E36002739","Aged 25-29",5
"Fordham and Stour","E36002740","Aged 16-24",5
"Fordham and Stour","E36002740","Aged 25-29",5
"Great Tey","E36002741","Aged 16-24",0
"Great Tey","E36002741","Aged 25-29",0
"Harbour","E36002742","Aged 16-24",20
"Harbour","E36002742","Aged 25-29",10
"Highwoods","E36002743","Aged 16-24",25
"Highwoods","E36002743","Aged 25-29",20
"Lexden","E36002744","Aged 16-24",15
"Lexden","E36002744","Aged 25-29",5
"Marks Tey","E36002745","Aged 16-24",5
"Marks Tey","E36002745","Aged 25-29",0
"Mile End","E36002746","Aged 16-24",30
"Mile End","E36002746","Aged 25-29",20
"New Town","E36002747","Aged 16-24",75
"New Town","E36002747","Aged 25-29",50
"Prettygate","E36002748","Aged 16-24",20
"Prettygate","E36002748","Aged 25-29",5
"Pyefleet","E36002749","Aged 16-24",0
"Pyefleet","E36002749","Aged 25-29",5
"Shrub End","E36002750","Aged 16-24",40
"Shrub End","E36002750","Aged 25-29",30
"St Andrew's","E36002751","Aged 16-24",60
"St Andrew's","E36002751","Aged 25-29",30
"St Anne's","E36002752","Aged 16-24",25
"St Anne's","E36002752","Aged 25-29",25
"St John's","E36002753","Aged 16-24",10
"St John's","E36002753","Aged 25-29",5
"Stanway","E36002754","Aged 16-24",15
"Stanway","E36002754","Aged 25-29",5
"Tiptree","E36002755","Aged 16-24",10
"Tiptree","E36002755","Aged 25-29",10
"West Bergholt and Eight Ash Green","E36002756","Aged 16-24",5
"West Bergholt and Eight Ash Green","E36002756","Aged 25-29",5
"West Mersea","E36002757","Aged 16-24",10
"West Mersea","E36002757","Aged 25-29",5
"Wivenhoe Cross","E36002758","Aged 16-24",5
"Wivenhoe Cross","E36002758","Aged 25-29",0
"Wivenhoe Quay","E36002759","Aged 16-24",10
"Wivenhoe Quay","E36002759","Aged 25-29",5
"Broadley Common, Epping Upland and Nazeing","E36002760","Aged 16-24",5
"Broadley Common, Epping Upland and Nazeing","E36002760","Aged 25-29",5
"Buckhurst Hill East","E36002761","Aged 16-24",10
"Buckhurst Hill East","E36002761","Aged 25-29",5
"Buckhurst Hill West","E36002762","Aged 16-24",5
"Buckhurst Hill West","E36002762","Aged 25-29",5
"Chigwell Row","E36002763","Aged 16-24",5
"Chigwell Row","E36002763","Aged 25-29",0
"Chigwell Village","E36002764","Aged 16-24",5
"Chigwell Village","E36002764","Aged 25-29",5
"Chipping Ongar, Greensted and Marden Ash","E36002765","Aged 16-24",0
"Chipping Ongar, Greensted and Marden Ash","E36002765","Aged 25-29",0
"Epping Hemnall","E36002766","Aged 16-24",10
"Epping Hemnall","E36002766","Aged 25-29",0
"Epping Lindsey and Thornwood Common","E36002767","Aged 16-24",5
"Epping Lindsey and Thornwood Common","E36002767","Aged 25-29",10
"Grange Hill","E36002768","Aged 16-24",10
"Grange Hill","E36002768","Aged 25-29",15
"Hastingwood, Matching and Sheering Village","E36002769","Aged 16-24",0
"Hastingwood, Matching and Sheering Village","E36002769","Aged 25-29",0
"High Ongar, Willingale and The Rodings","E36002770","Aged 16-24",0
"High Ongar, Willingale and The Rodings","E36002770","Aged 25-29",0
"Lambourne","E36002771","Aged 16-24",0
"Lambourne","E36002771","Aged 25-29",0
"Loughton Alderton","E36002772","Aged 16-24",25
"Loughton Alderton","E36002772","Aged 25-29",15
"Loughton Broadway","E36002773","Aged 16-24",25
"Loughton Broadway","E36002773","Aged 25-29",10
"Loughton Fairmead","E36002774","Aged 16-24",10
"Loughton Fairmead","E36002774","Aged 25-29",10
"Loughton Forest","E36002775","Aged 16-24",5
"Loughton Forest","E36002775","Aged 25-29",0
"Loughton Roding","E36002776","Aged 16-24",10
"Loughton Roding","E36002776","Aged 25-29",5
"Loughton St John's","E36002777","Aged 16-24",5
"Loughton St John's","E36002777","Aged 25-29",5
"Loughton St Mary's","E36002778","Aged 16-24",10
"Loughton St Mary's","E36002778","Aged 25-29",5
"Lower Nazeing","E36002779","Aged 16-24",0
"Lower Nazeing","E36002779","Aged 25-29",5
"Lower Sheering","E36002780","Aged 16-24",0
"Lower Sheering","E36002780","Aged 25-29",0
"Moreton and Fyfield","E36002781","Aged 16-24",5
"Moreton and Fyfield","E36002781","Aged 25-29",5
"North Weald Bassett","E36002782","Aged 16-24",10
"North Weald Bassett","E36002782","Aged 25-29",5
"Passingford","E36002783","Aged 16-24",5
"Passingford","E36002783","Aged 25-29",0
"Roydon","E36002784","Aged 16-24",5
"Roydon","E36002784","Aged 25-29",5
"Shelley","E36002785","Aged 16-24",10
"Shelley","E36002785","Aged 25-29",5
"Theydon Bois","E36002786","Aged 16-24",5
"Theydon Bois","E36002786","Aged 25-29",0
"Waltham Abbey High Beach","E36002787","Aged 16-24",5
"Waltham Abbey High Beach","E36002787","Aged 25-29",0
"Waltham Abbey Honey Lane","E36002788","Aged 16-24",15
"Waltham Abbey Honey Lane","E36002788","Aged 25-29",10
"Waltham Abbey North East","E36002789","Aged 16-24",5
"Waltham Abbey North East","E36002789","Aged 25-29",0
"Waltham Abbey Paternoster","E36002790","Aged 16-24",10
"Waltham Abbey Paternoster","E36002790","Aged 25-29",10
"Waltham Abbey South West","E36002791","Aged 16-24",10
"Waltham Abbey South West","E36002791","Aged 25-29",10
"Bush Fair","E36002792","Aged 16-24",25
"Bush Fair","E36002792","Aged 25-29",35
"Church Langley","E36002793","Aged 16-24",10
"Church Langley","E36002793","Aged 25-29",10
"Great Parndon","E36002794","Aged 16-24",15
"Great Parndon","E36002794","Aged 25-29",15
"Harlow Common","E36002795","Aged 16-24",35
"Harlow Common","E36002795","Aged 25-29",15
"Little Parndon and Hare Street","E36002796","Aged 16-24",45
"Little Parndon and Hare Street","E36002796","Aged 25-29",30
"Mark Hall","E36002797","Aged 16-24",45
"Mark Hall","E36002797","Aged 25-29",25
"Netteswell","E36002798","Aged 16-24",25
"Netteswell","E36002798","Aged 25-29",15
"Old Harlow","E36002799","Aged 16-24",15
"Old Harlow","E36002799","Aged 25-29",15
"Staple Tye","E36002800","Aged 16-24",25
"Staple Tye","E36002800","Aged 25-29",20
"Sumners and Kingsmoor","E36002801","Aged 16-24",20
"Sumners and Kingsmoor","E36002801","Aged 25-29",15
"Toddbrook","E36002802","Aged 16-24",30
"Toddbrook","E36002802","Aged 25-29",30
"Althorne","E36002803","Aged 16-24",5
"Althorne","E36002803","Aged 25-29",5
"Burnham-on-Crouch North","E36002804","Aged 16-24",5
"Burnham-on-Crouch North","E36002804","Aged 25-29",0
"Burnham-on-Crouch South","E36002805","Aged 16-24",15
"Burnham-on-Crouch South","E36002805","Aged 25-29",5
"Great Totham","E36002806","Aged 16-24",5
"Great Totham","E36002806","Aged 25-29",0
"Heybridge East","E36002807","Aged 16-24",5
"Heybridge East","E36002807","Aged 25-29",0
"Heybridge West","E36002808","Aged 16-24",20
"Heybridge West","E36002808","Aged 25-29",5
"Maldon East","E36002809","Aged 16-24",15
"Maldon East","E36002809","Aged 25-29",5
"Maldon North","E36002810","Aged 16-24",15
"Maldon North","E36002810","Aged 25-29",5
"Maldon South","E36002811","Aged 16-24",5
"Maldon South","E36002811","Aged 25-29",5
"Maldon West","E36002812","Aged 16-24",5
"Maldon West","E36002812","Aged 25-29",5
"Mayland","E36002813","Aged 16-24",0
"Mayland","E36002813","Aged 25-29",5
"Purleigh","E36002814","Aged 16-24",0
"Purleigh","E36002814","Aged 25-29",0
"Southminster","E36002815","Aged 16-24",15
"Southminster","E36002815","Aged 25-29",5
"Tillingham","E36002816","Aged 16-24",5
"Tillingham","E36002816","Aged 25-29",0
"Tollesbury","E36002817","Aged 16-24",0
"Tollesbury","E36002817","Aged 25-29",0
"Tolleshunt D'Arcy","E36002818","Aged 16-24",5
"Tolleshunt D'Arcy","E36002818","Aged 25-29",5
"Wickham Bishops and Woodham","E36002819","Aged 16-24",5
"Wickham Bishops and Woodham","E36002819","Aged 25-29",0
"Ashingdon and Canewdon","E36002820","Aged 16-24",5
"Ashingdon and Canewdon","E36002820","Aged 25-29",5
"Barling and Sutton","E36002821","Aged 16-24",0
"Barling and Sutton","E36002821","Aged 25-29",5
"Downhall and Rawreth","E36002822","Aged 16-24",10
"Downhall and Rawreth","E36002822","Aged 25-29",0
"Foulness and Great Wakering","E36002823","Aged 16-24",25
"Foulness and Great Wakering","E36002823","Aged 25-29",5
"Grange","E36002824","Aged 16-24",5
"Grange","E36002824","Aged 25-29",5
"Hawkwell North","E36002825","Aged 16-24",5
"Hawkwell North","E36002825","Aged 25-29",5
"Hawkwell South","E36002826","Aged 16-24",10
"Hawkwell South","E36002826","Aged 25-29",5
"Hawkwell West","E36002827","Aged 16-24",5
"Hawkwell West","E36002827","Aged 25-29",0
"Hockley Central","E36002828","Aged 16-24",10
"Hockley Central","E36002828","Aged 25-29",0
"Hockley North","E36002829","Aged 16-24",5
"Hockley North","E36002829","Aged 25-29",0
"Hockley West","E36002830","Aged 16-24",5
"Hockley West","E36002830","Aged 25-29",0
"Hullbridge","E36002831","Aged 16-24",5
"Hullbridge","E36002831","Aged 25-29",5
"Lodge","E36002832","Aged 16-24",5
"Lodge","E36002832","Aged 25-29",5
"Rayleigh Central","E36002833","Aged 16-24",5
"Rayleigh Central","E36002833","Aged 25-29",5
"Rochford","E36002834","Aged 16-24",25
"Rochford","E36002834","Aged 25-29",20
"Sweyne Park","E36002835","Aged 16-24",5
"Sweyne Park","E36002835","Aged 25-29",0
"Trinity","E36002836","Aged 16-24",0
"Trinity","E36002836","Aged 25-29",0
"Wheatley","E36002837","Aged 16-24",5
"Wheatley","E36002837","Aged 25-29",5
"Whitehouse","E36002838","Aged 16-24",5
"Whitehouse","E36002838","Aged 25-29",5
"Alresford","E36002839","Aged 16-24",5
"Alresford","E36002839","Aged 25-29",0
"Alton Park","E36002840","Aged 16-24",50
"Alton Park","E36002840","Aged 25-29",25
"Ardleigh and Little Bromley","E36002841","Aged 16-24",5
"Ardleigh and Little Bromley","E36002841","Aged 25-29",5
"Beaumont and Thorpe","E36002842","Aged 16-24",0
"Beaumont and Thorpe","E36002842","Aged 25-29",0
"Bockings Elm","E36002843","Aged 16-24",35
"Bockings Elm","E36002843","Aged 25-29",15
"Bradfield, Wrabness and Wix","E36002844","Aged 16-24",0
"Bradfield, Wrabness and Wix","E36002844","Aged 25-29",0
"Brightlingsea","E36002845","Aged 16-24",15
"Brightlingsea","E36002845","Aged 25-29",10
"Burrsville","E36002846","Aged 16-24",5
"Burrsville","E36002846","Aged 25-29",5
"Frinton","E36002847","Aged 16-24",5
"Frinton","E36002847","Aged 25-29",5
"Golf Green","E36002848","Aged 16-24",45
"Golf Green","E36002848","Aged 25-29",30
"Great and Little Oakley","E36002849","Aged 16-24",5
"Great and Little Oakley","E36002849","Aged 25-29",5
"Great Bentley","E36002850","Aged 16-24",5
"Great Bentley","E36002850","Aged 25-29",0
"Hamford","E36002851","Aged 16-24",10
"Hamford","E36002851","Aged 25-29",5
"Harwich East","E36002852","Aged 16-24",30
"Harwich East","E36002852","Aged 25-29",25
"Harwich East Central","E36002853","Aged 16-24",40
"Harwich East Central","E36002853","Aged 25-29",25
"Harwich West","E36002854","Aged 16-24",10
"Harwich West","E36002854","Aged 25-29",5
"Harwich West Central","E36002855","Aged 16-24",25
"Harwich West Central","E36002855","Aged 25-29",10
"Haven","E36002856","Aged 16-24",5
"Haven","E36002856","Aged 25-29",5
"Holland and Kirby","E36002857","Aged 16-24",10
"Holland and Kirby","E36002857","Aged 25-29",5
"Homelands","E36002858","Aged 16-24",0
"Homelands","E36002858","Aged 25-29",0
"Lawford","E36002859","Aged 16-24",10
"Lawford","E36002859","Aged 25-29",0
"Little Clacton and Weeley","E36002860","Aged 16-24",5
"Little Clacton and Weeley","E36002860","Aged 25-29",10
"Manningtree, Mistley, Little Bentley and Tendring","E36002861","Aged 16-24",10
"Manningtree, Mistley, Little Bentley and Tendring","E36002861","Aged 25-29",5
"Peter Bruff","E36002862","Aged 16-24",20
"Peter Bruff","E36002862","Aged 25-29",10
"Pier","E36002863","Aged 16-24",55
"Pier","E36002863","Aged 25-29",55
"Ramsey and Parkeston","E36002864","Aged 16-24",15
"Ramsey and Parkeston","E36002864","Aged 25-29",5
"Rush Green","E36002865","Aged 16-24",55
"Rush Green","E36002865","Aged 25-29",25
"St Bartholomews","E36002866","Aged 16-24",10
"St Bartholomews","E36002866","Aged 25-29",5
"St James","E36002867","Aged 16-24",15
"St James","E36002867","Aged 25-29",10
"St Johns","E36002868","Aged 16-24",20
"St Johns","E36002868","Aged 25-29",10
"St Marys","E36002869","Aged 16-24",40
"St Marys","E36002869","Aged 25-29",20
"St Osyth and Point Clear","E36002870","Aged 16-24",20
"St Osyth and Point Clear","E36002870","Aged 25-29",15
"St Pauls","E36002871","Aged 16-24",20
"St Pauls","E36002871","Aged 25-29",10
"Thorrington, Frating, Elmstead and Great Bromley","E36002872","Aged 16-24",0
"Thorrington, Frating, Elmstead and Great Bromley","E36002872","Aged 25-29",0
"Walton","E36002873","Aged 16-24",10
"Walton","E36002873","Aged 25-29",5
"Ashdon","E36002874","Aged 16-24",0
"Ashdon","E36002874","Aged 25-29",0
"Barnston and High Easter","E36002875","Aged 16-24",0
"Barnston and High Easter","E36002875","Aged 25-29",0
"Birchanger","E36002876","Aged 16-24",0
"Birchanger","E36002876","Aged 25-29",5
"Broad Oak and the Hallingburys","E36002877","Aged 16-24",0
"Broad Oak and the Hallingburys","E36002877","Aged 25-29",5
"Clavering","E36002878","Aged 16-24",0
"Clavering","E36002878","Aged 25-29",0
"Elsenham and Henham","E36002879","Aged 16-24",5
"Elsenham and Henham","E36002879","Aged 25-29",0
"Felsted","E36002880","Aged 16-24",5
"Felsted","E36002880","Aged 25-29",5
"Great Dunmow North","E36002881","Aged 16-24",5
"Great Dunmow North","E36002881","Aged 25-29",5
"Great Dunmow South","E36002882","Aged 16-24",10
"Great Dunmow South","E36002882","Aged 25-29",10
"Hatfield Heath","E36002883","Aged 16-24",5
"Hatfield Heath","E36002883","Aged 25-29",0
"Littlebury","E36002884","Aged 16-24",0
"Littlebury","E36002884","Aged 25-29",0
"Newport","E36002885","Aged 16-24",0
"Newport","E36002885","Aged 25-29",5
"Saffron Walden Audley","E36002886","Aged 16-24",5
"Saffron Walden Audley","E36002886","Aged 25-29",5
"Saffron Walden Castle","E36002887","Aged 16-24",5
"Saffron Walden Castle","E36002887","Aged 25-29",5
"Saffron Walden Shire","E36002888","Aged 16-24",5
"Saffron Walden Shire","E36002888","Aged 25-29",10
"Stansted North","E36002889","Aged 16-24",0
"Stansted North","E36002889","Aged 25-29",0
"Stansted South","E36002890","Aged 16-24",5
"Stansted South","E36002890","Aged 25-29",0
"Stebbing","E36002891","Aged 16-24",0
"Stebbing","E36002891","Aged 25-29",0
"Stort Valley","E36002892","Aged 16-24",0
"Stort Valley","E36002892","Aged 25-29",0
"Takeley and the Canfields","E36002893","Aged 16-24",5
"Takeley and the Canfields","E36002893","Aged 25-29",5
"Thaxted","E36002894","Aged 16-24",5
"Thaxted","E36002894","Aged 25-29",0
"The Chesterfords","E36002895","Aged 16-24",5
"The Chesterfords","E36002895","Aged 25-29",0
"The Eastons","E36002896","Aged 16-24",5
"The Eastons","E36002896","Aged 25-29",0
"The Rodings","E36002897","Aged 16-24",0
"The Rodings","E36002897","Aged 25-29",0
"The Sampfords","E36002898","Aged 16-24",0
"The Sampfords","E36002898","Aged 25-29",0
"Wenden Lofts","E36002899","Aged 16-24",0
"Wenden Lofts","E36002899","Aged 25-29",0
"Wimbish and Debden","E36002900","Aged 16-24",0
"Wimbish and Debden","E36002900","Aged 25-29",0
"Broxbourne","E36003291","Aged 16-24",5
"Broxbourne","E36003291","Aged 25-29",5
"Bury Green","E36003292","Aged 16-24",30
"Bury Green","E36003292","Aged 25-29",5
"Cheshunt Central","E36003293","Aged 16-24",10
"Cheshunt Central","E36003293","Aged 25-29",10
"Cheshunt North","E36003294","Aged 16-24",20
"Cheshunt North","E36003294","Aged 25-29",10
"Flamstead End","E36003295","Aged 16-24",10
"Flamstead End","E36003295","Aged 25-29",20
"Goffs Oak","E36003296","Aged 16-24",10
"Goffs Oak","E36003296","Aged 25-29",5
"Hoddesdon North","E36003297","Aged 16-24",5
"Hoddesdon North","E36003297","Aged 25-29",10
"Hoddesdon Town","E36003298","Aged 16-24",20
"Hoddesdon Town","E36003298","Aged 25-29",10
"Rosedale","E36003299","Aged 16-24",10
"Rosedale","E36003299","Aged 25-29",5
"Rye Park","E36003300","Aged 16-24",15
"Rye Park","E36003300","Aged 25-29",10
"Theobalds","E36003301","Aged 16-24",30
"Theobalds","E36003301","Aged 25-29",10
"Waltham Cross","E36003302","Aged 16-24",40
"Waltham Cross","E36003302","Aged 25-29",30
"Wormley & Turnford","E36003303","Aged 16-24",20
"Wormley & Turnford","E36003303","Aged 25-29",30
"Adeyfield East","E36003304","Aged 16-24",20
"Adeyfield East","E36003304","Aged 25-29",15
"Adeyfield West","E36003305","Aged 16-24",15
"Adeyfield West","E36003305","Aged 25-29",10
"Aldbury and Wigginton","E36003306","Aged 16-24",0
"Aldbury and Wigginton","E36003306","Aged 25-29",0
"Apsley and Corner Hall","E36003307","Aged 16-24",15
"Apsley and Corner Hall","E36003307","Aged 25-29",10
"Ashridge","E36003308","Aged 16-24",0
"Ashridge","E36003308","Aged 25-29",0
"Bennetts End","E36003309","Aged 16-24",15
"Bennetts End","E36003309","Aged 25-29",5
"Berkhamsted Castle","E36003310","Aged 16-24",0
"Berkhamsted Castle","E36003310","Aged 25-29",0
"Berkhamsted East","E36003311","Aged 16-24",10
"Berkhamsted East","E36003311","Aged 25-29",5
"Berkhamsted West","E36003312","Aged 16-24",5
"Berkhamsted West","E36003312","Aged 25-29",0
"Bovingdon, Flaunden and Chipperfield","E36003313","Aged 16-24",5
"Bovingdon, Flaunden and Chipperfield","E36003313","Aged 25-29",10
"Boxmoor","E36003314","Aged 16-24",10
"Boxmoor","E36003314","Aged 25-29",5
"Chaulden and Warners End","E36003315","Aged 16-24",25
"Chaulden and Warners End","E36003315","Aged 25-29",5
"Gadebridge","E36003316","Aged 16-24",20
"Gadebridge","E36003316","Aged 25-29",10
"Grovehill","E36003317","Aged 16-24",30
"Grovehill","E36003317","Aged 25-29",15
"Hemel Hempstead Town","E36003318","Aged 16-24",40
"Hemel Hempstead Town","E36003318","Aged 25-29",20
"Highfield","E36003319","Aged 16-24",20
"Highfield","E36003319","Aged 25-29",10
"Kings Langley","E36003320","Aged 16-24",5
"Kings Langley","E36003320","Aged 25-29",5
"Leverstock Green","E36003321","Aged 16-24",20
"Leverstock Green","E36003321","Aged 25-29",20
"Nash Mills","E36003322","Aged 16-24",10
"Nash Mills","E36003322","Aged 25-29",5
"Northchurch","E36003323","Aged 16-24",0
"Northchurch","E36003323","Aged 25-29",0
"Tring Central","E36003324","Aged 16-24",10
"Tring Central","E36003324","Aged 25-29",5
"Tring East","E36003325","Aged 16-24",0
"Tring East","E36003325","Aged 25-29",0
"Tring West and Rural","E36003326","Aged 16-24",5
"Tring West and Rural","E36003326","Aged 25-29",5
"Watling","E36003327","Aged 16-24",10
"Watling","E36003327","Aged 25-29",5
"Woodhall Farm","E36003328","Aged 16-24",15
"Woodhall Farm","E36003328","Aged 25-29",15
"Bishop's Stortford All Saints","E36003329","Aged 16-24",10
"Bishop's Stortford All Saints","E36003329","Aged 25-29",5
"Bishop's Stortford Central","E36003330","Aged 16-24",10
"Bishop's Stortford Central","E36003330","Aged 25-29",10
"Bishop's Stortford Meads","E36003331","Aged 16-24",10
"Bishop's Stortford Meads","E36003331","Aged 25-29",5
"Bishop's Stortford Silverleys","E36003332","Aged 16-24",5
"Bishop's Stortford Silverleys","E36003332","Aged 25-29",0
"Bishop's Stortford South","E36003333","Aged 16-24",5
"Bishop's Stortford South","E36003333","Aged 25-29",5
"Braughing","E36003334","Aged 16-24",0
"Braughing","E36003334","Aged 25-29",0
"Buntingford","E36003335","Aged 16-24",10
"Buntingford","E36003335","Aged 25-29",5
"Datchworth & Aston","E36003336","Aged 16-24",0
"Datchworth & Aston","E36003336","Aged 25-29",0
"Great Amwell","E36003337","Aged 16-24",5
"Great Amwell","E36003337","Aged 25-29",0
"Hertford Bengeo","E36003338","Aged 16-24",10
"Hertford Bengeo","E36003338","Aged 25-29",5
"Hertford Castle","E36003339","Aged 16-24",30
"Hertford Castle","E36003339","Aged 25-29",10
"Hertford Heath","E36003340","Aged 16-24",5
"Hertford Heath","E36003340","Aged 25-29",0
"Hertford Kingsmead","E36003341","Aged 16-24",5
"Hertford Kingsmead","E36003341","Aged 25-29",5
"Hertford Rural North","E36003342","Aged 16-24",0
"Hertford Rural North","E36003342","Aged 25-29",0
"Hertford Rural South","E36003343","Aged 16-24",5
"Hertford Rural South","E36003343","Aged 25-29",0
"Hertford Sele","E36003344","Aged 16-24",10
"Hertford Sele","E36003344","Aged 25-29",5
"Hunsdon","E36003345","Aged 16-24",5
"Hunsdon","E36003345","Aged 25-29",0
"Little Hadham","E36003346","Aged 16-24",5
"Little Hadham","E36003346","Aged 25-29",0
"Much Hadham","E36003347","Aged 16-24",5
"Much Hadham","E36003347","Aged 25-29",0
"Mundens and Cottered","E36003348","Aged 16-24",5
"Mundens and Cottered","E36003348","Aged 25-29",0
"Puckeridge","E36003349","Aged 16-24",0
"Puckeridge","E36003349","Aged 25-29",0
"Sawbridgeworth","E36003350","Aged 16-24",5
"Sawbridgeworth","E36003350","Aged 25-29",5
"Stanstead Abbots","E36003351","Aged 16-24",0
"Stanstead Abbots","E36003351","Aged 25-29",5
"Thundridge & Standon","E36003352","Aged 16-24",5
"Thundridge & Standon","E36003352","Aged 25-29",0
"Walkern","E36003353","Aged 16-24",5
"Walkern","E36003353","Aged 25-29",5
"Ware Chadwell","E36003354","Aged 16-24",0
"Ware Chadwell","E36003354","Aged 25-29",5
"Ware Christchurch","E36003355","Aged 16-24",5
"Ware Christchurch","E36003355","Aged 25-29",10
"Ware St Mary's","E36003356","Aged 16-24",10
"Ware St Mary's","E36003356","Aged 25-29",5
"Ware Trinity","E36003357","Aged 16-24",5
"Ware Trinity","E36003357","Aged 25-29",5
