"GEOGRAPHY_NAME","GEOGRAPHY_CODE","AGE_NAME","OBS_VALUE"
"Newton and Noss","E36002325","Aged 16-24",5
"Newton and Noss","E36002325","Aged 25-29",0
"Salcombe and Malborough","E36002326","Aged 16-24",0
"Salcombe and Malborough","E36002326","Aged 25-29",0
"Saltstone","E36002327","Aged 16-24",0
"Saltstone","E36002327","Aged 25-29",0
"Skerries","E36002328","Aged 16-24",5
"Skerries","E36002328","Aged 25-29",0
"South Brent","E36002329","Aged 16-24",5
"South Brent","E36002329","Aged 25-29",0
"Stokenham","E36002330","Aged 16-24",0
"Stokenham","E36002330","Aged 25-29",0
"Thurlestone","E36002331","Aged 16-24",0
"Thurlestone","E36002331","Aged 25-29",0
"Totnes Bridgetown","E36002332","Aged 16-24",15
"Totnes Bridgetown","E36002332","Aged 25-29",5
"Totnes Town","E36002333","Aged 16-24",5
"Totnes Town","E36002333","Aged 25-29",10
"Wembury and Brixton","E36002334","Aged 16-24",5
"Wembury and Brixton","E36002334","Aged 25-29",0
"West Dart","E36002335","Aged 16-24",0
"West Dart","E36002335","Aged 25-29",0
"Westville and Alvington","E36002336","Aged 16-24",0
"Westville and Alvington","E36002336","Aged 25-29",0
"Yealmpton","E36002337","Aged 16-24",0
"Yealmpton","E36002337","Aged 25-29",0
"Ambrook","E36002338","Aged 16-24",10
"Ambrook","E36002338","Aged 25-29",5
"Ashburton and Buckfastleigh","E36002339","Aged 16-24",10
"Ashburton and Buckfastleigh","E36002339","Aged 25-29",10
"Bishopsteignton","E36002340","Aged 16-24",0
"Bishopsteignton","E36002340","Aged 25-29",0
"Bovey","E36002341","Aged 16-24",15
"Bovey","E36002341","Aged 25-29",5
"Bradley","E36002342","Aged 16-24",10
"Bradley","E36002342","Aged 25-29",5
"Buckland and Milber","E36002343","Aged 16-24",15
"Buckland and Milber","E36002343","Aged 25-29",20
"Bushell","E36002344","Aged 16-24",40
"Bushell","E36002344","Aged 25-29",10
"Chudleigh","E36002345","Aged 16-24",10
"Chudleigh","E36002345","Aged 25-29",5
"College","E36002346","Aged 16-24",20
"College","E36002346","Aged 25-29",15
"Dawlish Central and North East","E36002347","Aged 16-24",15
"Dawlish Central and North East","E36002347","Aged 25-29",10
"Dawlish South West","E36002348","Aged 16-24",10
"Dawlish South West","E36002348","Aged 25-29",5
"Haytor","E36002349","Aged 16-24",5
"Haytor","E36002349","Aged 25-29",5
"Ipplepen","E36002350","Aged 16-24",0
"Ipplepen","E36002350","Aged 25-29",0
"Kenn Valley","E36002351","Aged 16-24",10
"Kenn Valley","E36002351","Aged 25-29",5
"Kenton with Starcross","E36002352","Aged 16-24",0
"Kenton with Starcross","E36002352","Aged 25-29",0
"Kerswell-with-Combe","E36002353","Aged 16-24",10
"Kerswell-with-Combe","E36002353","Aged 25-29",10
"Kingsteignton East","E36002354","Aged 16-24",5
"Kingsteignton East","E36002354","Aged 25-29",10
"Kingsteignton West","E36002355","Aged 16-24",10
"Kingsteignton West","E36002355","Aged 25-29",5
"Moorland","E36002356","Aged 16-24",0
"Moorland","E36002356","Aged 25-29",0
"Shaldon and Stokeinteignhead","E36002357","Aged 16-24",0
"Shaldon and Stokeinteignhead","E36002357","Aged 25-29",0
"Teign Valley","E36002358","Aged 16-24",0
"Teign Valley","E36002358","Aged 25-29",0
"Teignbridge North","E36002359","Aged 16-24",5
"Teignbridge North","E36002359","Aged 25-29",0
"Teignmouth Central","E36002360","Aged 16-24",5
"Teignmouth Central","E36002360","Aged 25-29",5
"Teignmouth East","E36002361","Aged 16-24",5
"Teignmouth East","E36002361","Aged 25-29",10
"Teignmouth West","E36002362","Aged 16-24",15
"Teignmouth West","E36002362","Aged 25-29",15
"Appledore","E36002363","Aged 16-24",5
"Appledore","E36002363","Aged 25-29",0
"Bideford East","E36002364","Aged 16-24",30
"Bideford East","E36002364","Aged 25-29",10
"Bideford North","E36002365","Aged 16-24",25
"Bideford North","E36002365","Aged 25-29",15
"Bideford South","E36002366","Aged 16-24",20
"Bideford South","E36002366","Aged 25-29",20
"Broadheath","E36002367","Aged 16-24",0
"Broadheath","E36002367","Aged 25-29",0
"Clinton","E36002368","Aged 16-24",5
"Clinton","E36002368","Aged 25-29",0
"Clovelly Bay","E36002369","Aged 16-24",0
"Clovelly Bay","E36002369","Aged 25-29",0
"Coham Bridge","E36002370","Aged 16-24",0
"Coham Bridge","E36002370","Aged 25-29",0
"Forest","E36002371","Aged 16-24",5
"Forest","E36002371","Aged 25-29",0
"Hartland and Bradworthy","E36002372","Aged 16-24",5
"Hartland and Bradworthy","E36002372","Aged 25-29",5
"Holsworthy","E36002373","Aged 16-24",20
"Holsworthy","E36002373","Aged 25-29",5
"Kenwith","E36002374","Aged 16-24",0
"Kenwith","E36002374","Aged 25-29",0
"Monkleigh and Littleham","E36002375","Aged 16-24",5
"Monkleigh and Littleham","E36002375","Aged 25-29",0
"Northam","E36002376","Aged 16-24",20
"Northam","E36002376","Aged 25-29",5
"Orchard Hill","E36002377","Aged 16-24",5
"Orchard Hill","E36002377","Aged 25-29",0
"Shebbear and Langtree","E36002378","Aged 16-24",5
"Shebbear and Langtree","E36002378","Aged 25-29",0
"Tamarside","E36002379","Aged 16-24",0
"Tamarside","E36002379","Aged 25-29",0
"Three Moors","E36002380","Aged 16-24",5
"Three Moors","E36002380","Aged 25-29",0
"Torrington","E36002381","Aged 16-24",15
"Torrington","E36002381","Aged 25-29",15
"Two Rivers","E36002382","Aged 16-24",5
"Two Rivers","E36002382","Aged 25-29",0
"Waldon","E36002383","Aged 16-24",0
"Waldon","E36002383","Aged 25-29",0
"Westward Ho!","E36002384","Aged 16-24",0
"Westward Ho!","E36002384","Aged 25-29",5
"Winkleigh","E36002385","Aged 16-24",5
"Winkleigh","E36002385","Aged 25-29",0
"Bere Ferrers","E36002386","Aged 16-24",15
"Bere Ferrers","E36002386","Aged 25-29",0
"Bridestowe","E36002387","Aged 16-24",0
"Bridestowe","E36002387","Aged 25-29",0
"Buckland Monachorum","E36002388","Aged 16-24",5
"Buckland Monachorum","E36002388","Aged 25-29",0
"Burrator","E36002389","Aged 16-24",0
"Burrator","E36002389","Aged 25-29",0
"Chagford","E36002390","Aged 16-24",0
"Chagford","E36002390","Aged 25-29",0
"Drewsteignton","E36002391","Aged 16-24",0
"Drewsteignton","E36002391","Aged 25-29",0
"Exbourne","E36002392","Aged 16-24",0
"Exbourne","E36002392","Aged 25-29",0
"Hatherleigh","E36002393","Aged 16-24",5
"Hatherleigh","E36002393","Aged 25-29",5
"Lew Valley","E36002394","Aged 16-24",5
"Lew Valley","E36002394","Aged 25-29",0
"Lydford","E36002395","Aged 16-24",0
"Lydford","E36002395","Aged 25-29",0
"Mary Tavy","E36002396","Aged 16-24",0
"Mary Tavy","E36002396","Aged 25-29",0
"Milton Ford","E36002397","Aged 16-24",0
"Milton Ford","E36002397","Aged 25-29",0
"North Tawton","E36002398","Aged 16-24",0
"North Tawton","E36002398","Aged 25-29",0
"Okehampton East","E36002399","Aged 16-24",5
"Okehampton East","E36002399","Aged 25-29",5
"Okehampton West","E36002400","Aged 16-24",10
"Okehampton West","E36002400","Aged 25-29",5
"South Tawton","E36002401","Aged 16-24",0
"South Tawton","E36002401","Aged 25-29",0
"Tamarside","E36002402","Aged 16-24",0
"Tamarside","E36002402","Aged 25-29",0
"Tavistock North","E36002403","Aged 16-24",10
"Tavistock North","E36002403","Aged 25-29",0
"Tavistock South","E36002404","Aged 16-24",5
"Tavistock South","E36002404","Aged 25-29",5
"Tavistock South West","E36002405","Aged 16-24",5
"Tavistock South West","E36002405","Aged 25-29",5
"Thrushel","E36002406","Aged 16-24",10
"Thrushel","E36002406","Aged 25-29",5
"Walkham","E36002407","Aged 16-24",5
"Walkham","E36002407","Aged 25-29",5
"Burton and Winkton","E36002408","Aged 16-24",5
"Burton and Winkton","E36002408","Aged 25-29",5
"Grange","E36002409","Aged 16-24",25
"Grange","E36002409","Aged 25-29",15
"Highcliffe","E36002410","Aged 16-24",0
"Highcliffe","E36002410","Aged 25-29",5
"Jumpers","E36002411","Aged 16-24",0
"Jumpers","E36002411","Aged 25-29",5
"Mudeford and Friars Cliff","E36002412","Aged 16-24",0
"Mudeford and Friars Cliff","E36002412","Aged 25-29",0
"North Highcliffe and Walkford","E36002413","Aged 16-24",0
"North Highcliffe and Walkford","E36002413","Aged 25-29",0
"Portfield","E36002414","Aged 16-24",15
"Portfield","E36002414","Aged 25-29",5
"Purewell and Stanpit","E36002415","Aged 16-24",10
"Purewell and Stanpit","E36002415","Aged 25-29",10
"St Catherine's and Hurn","E36002416","Aged 16-24",5
"St Catherine's and Hurn","E36002416","Aged 25-29",0
"Town Centre","E36002417","Aged 16-24",10
"Town Centre","E36002417","Aged 25-29",10
"West Highcliffe","E36002418","Aged 16-24",10
"West Highcliffe","E36002418","Aged 25-29",0
"Alderholt","E36002419","Aged 16-24",0
"Alderholt","E36002419","Aged 25-29",0
"Ameysford","E36002420","Aged 16-24",0
"Ameysford","E36002420","Aged 25-29",0
"Colehill East","E36002421","Aged 16-24",5
"Colehill East","E36002421","Aged 25-29",0
"Colehill West","E36002422","Aged 16-24",0
"Colehill West","E36002422","Aged 25-29",0
"Corfe Mullen Central","E36002423","Aged 16-24",5
"Corfe Mullen Central","E36002423","Aged 25-29",5
"Corfe Mullen North","E36002424","Aged 16-24",5
"Corfe Mullen North","E36002424","Aged 25-29",0
"Corfe Mullen South","E36002425","Aged 16-24",0
"Corfe Mullen South","E36002425","Aged 25-29",5
"Crane","E36002426","Aged 16-24",0
"Crane","E36002426","Aged 25-29",0
"Ferndown Central","E36002427","Aged 16-24",5
"Ferndown Central","E36002427","Aged 25-29",5
"Ferndown Links","E36002428","Aged 16-24",10
"Ferndown Links","E36002428","Aged 25-29",5
"Handley Vale","E36002429","Aged 16-24",5
"Handley Vale","E36002429","Aged 25-29",0
"Holt","E36002430","Aged 16-24",0
"Holt","E36002430","Aged 25-29",0
"Longham","E36002431","Aged 16-24",0
"Longham","E36002431","Aged 25-29",5
"Parley","E36002432","Aged 16-24",5
"Parley","E36002432","Aged 25-29",0
"St Leonards and St Ives East","E36002433","Aged 16-24",5
"St Leonards and St Ives East","E36002433","Aged 25-29",0
"St Leonards and St Ives West","E36002434","Aged 16-24",5
"St Leonards and St Ives West","E36002434","Aged 25-29",0
"Stapehill","E36002435","Aged 16-24",0
"Stapehill","E36002435","Aged 25-29",0
"Stour","E36002436","Aged 16-24",5
"Stour","E36002436","Aged 25-29",0
"Three Cross and Potterne","E36002437","Aged 16-24",5
"Three Cross and Potterne","E36002437","Aged 25-29",5
"Verwood Dewlands","E36002438","Aged 16-24",5
"Verwood Dewlands","E36002438","Aged 25-29",0
"Verwood Newtown","E36002439","Aged 16-24",5
"Verwood Newtown","E36002439","Aged 25-29",0
"Verwood Stephen's Castle","E36002440","Aged 16-24",5
"Verwood Stephen's Castle","E36002440","Aged 25-29",0
"West Moors","E36002441","Aged 16-24",10
"West Moors","E36002441","Aged 25-29",5
"Wimborne Minster","E36002442","Aged 16-24",15
"Wimborne Minster","E36002442","Aged 25-29",5
"Abbey","E36002443","Aged 16-24",0
"Abbey","E36002443","Aged 25-29",0
"Blackmore","E36002444","Aged 16-24",0
"Blackmore","E36002444","Aged 25-29",10
"Blandford Damory Down","E36002445","Aged 16-24",0
"Blandford Damory Down","E36002445","Aged 25-29",0
"Blandford Hilltop","E36002446","Aged 16-24",0
"Blandford Hilltop","E36002446","Aged 25-29",0
"Blandford Langton St Leonards","E36002447","Aged 16-24",5
"Blandford Langton St Leonards","E36002447","Aged 25-29",5
"Blandford Old Town","E36002448","Aged 16-24",10
"Blandford Old Town","E36002448","Aged 25-29",5
"Blandford Station","E36002449","Aged 16-24",5
"Blandford Station","E36002449","Aged 25-29",10
"Bourton and District","E36002450","Aged 16-24",5
"Bourton and District","E36002450","Aged 25-29",0
"Bulbarrow","E36002451","Aged 16-24",5
"Bulbarrow","E36002451","Aged 25-29",0
"Cranborne Chase","E36002452","Aged 16-24",0
"Cranborne Chase","E36002452","Aged 25-29",0
"Gillingham Town","E36002453","Aged 16-24",5
"Gillingham Town","E36002453","Aged 25-29",5
"Hill Forts","E36002454","Aged 16-24",5
"Hill Forts","E36002454","Aged 25-29",5
"Lodbourne","E36002455","Aged 16-24",5
"Lodbourne","E36002455","Aged 25-29",5
"Lydden Vale","E36002456","Aged 16-24",0
"Lydden Vale","E36002456","Aged 25-29",0
"Marnhull","E36002457","Aged 16-24",0
"Marnhull","E36002457","Aged 25-29",0
"Milton","E36002458","Aged 16-24",0
"Milton","E36002458","Aged 25-29",5
"Motcombe and Ham","E36002459","Aged 16-24",5
"Motcombe and Ham","E36002459","Aged 25-29",5
"Portman","E36002460","Aged 16-24",0
"Portman","E36002460","Aged 25-29",0
"Riversdale","E36002461","Aged 16-24",0
"Riversdale","E36002461","Aged 25-29",0
"Shaftesbury Central","E36002462","Aged 16-24",10
"Shaftesbury Central","E36002462","Aged 25-29",0
"Shaftesbury Christy's","E36002463","Aged 16-24",5
"Shaftesbury Christy's","E36002463","Aged 25-29",5
"Shaftesbury Grosvenor","E36002464","Aged 16-24",5
"Shaftesbury Grosvenor","E36002464","Aged 25-29",5
"Shaftesbury Underhill","E36002465","Aged 16-24",0
"Shaftesbury Underhill","E36002465","Aged 25-29",0
"Stour Valley","E36002466","Aged 16-24",10
"Stour Valley","E36002466","Aged 25-29",5
"The Beacon","E36002467","Aged 16-24",0
"The Beacon","E36002467","Aged 25-29",0
"The Lower Tarrants","E36002468","Aged 16-24",0
"The Lower Tarrants","E36002468","Aged 25-29",0
"The Stours","E36002469","Aged 16-24",0
"The Stours","E36002469","Aged 25-29",0
"Wyke","E36002470","Aged 16-24",5
"Wyke","E36002470","Aged 25-29",0
"Bere Regis","E36002471","Aged 16-24",5
"Bere Regis","E36002471","Aged 25-29",0
"Castle","E36002472","Aged 16-24",0
"Castle","E36002472","Aged 25-29",0
"Creech Barrow","E36002473","Aged 16-24",0
"Creech Barrow","E36002473","Aged 25-29",0
"Langton","E36002474","Aged 16-24",0
"Langton","E36002474","Aged 25-29",0
"Lytchett Matravers","E36002475","Aged 16-24",5
"Lytchett Matravers","E36002475","Aged 25-29",5
"Lytchett Minster and Upton East","E36002476","Aged 16-24",5
"Lytchett Minster and Upton East","E36002476","Aged 25-29",5
"Lytchett Minster and Upton West","E36002477","Aged 16-24",5
"Lytchett Minster and Upton West","E36002477","Aged 25-29",5
"St. Martin","E36002478","Aged 16-24",5
"St. Martin","E36002478","Aged 25-29",5
"Swanage North","E36002479","Aged 16-24",0
"Swanage North","E36002479","Aged 25-29",0
"Swanage South","E36002480","Aged 16-24",10
"Swanage South","E36002480","Aged 25-29",5
"Wareham","E36002481","Aged 16-24",10
"Wareham","E36002481","Aged 25-29",15
"West Purbeck","E36002482","Aged 16-24",0
"West Purbeck","E36002482","Aged 25-29",0
"Winfrith","E36002483","Aged 16-24",5
"Winfrith","E36002483","Aged 25-29",0
"Wool","E36002484","Aged 16-24",10
"Wool","E36002484","Aged 25-29",5
"Beaminster","E36002485","Aged 16-24",5
"Beaminster","E36002485","Aged 25-29",5
"Bradford Abbas","E36002486","Aged 16-24",5
"Bradford Abbas","E36002486","Aged 25-29",0
"Bradpole","E36002487","Aged 16-24",0
"Bradpole","E36002487","Aged 25-29",5
"Bridport North","E36002488","Aged 16-24",10
"Bridport North","E36002488","Aged 25-29",5
"Bridport South and Bothenhampton","E36002489","Aged 16-24",10
"Bridport South and Bothenhampton","E36002489","Aged 25-29",5
"Broadmayne","E36002490","Aged 16-24",0
"Broadmayne","E36002490","Aged 25-29",0
"Broadwindsor","E36002491","Aged 16-24",0
"Broadwindsor","E36002491","Aged 25-29",0
"Burton Bradstock","E36002492","Aged 16-24",0
"Burton Bradstock","E36002492","Aged 25-29",0
"Cam Vale","E36002493","Aged 16-24",5
"Cam Vale","E36002493","Aged 25-29",0
"Charminster and Cerne Valley","E36002494","Aged 16-24",10
"Charminster and Cerne Valley","E36002494","Aged 25-29",5
"Charmouth","E36002495","Aged 16-24",0
"Charmouth","E36002495","Aged 25-29",0
"Chesil Bank","E36002496","Aged 16-24",0
"Chesil Bank","E36002496","Aged 25-29",0
"Chickerell","E36002497","Aged 16-24",10
"Chickerell","E36002497","Aged 25-29",5
"Chideock and Symondsbury","E36002498","Aged 16-24",0
"Chideock and Symondsbury","E36002498","Aged 25-29",0
"Dorchester East","E36002499","Aged 16-24",15
"Dorchester East","E36002499","Aged 25-29",10
"Dorchester North","E36002500","Aged 16-24",20
"Dorchester North","E36002500","Aged 25-29",5
"Dorchester South","E36002501","Aged 16-24",5
"Dorchester South","E36002501","Aged 25-29",5
"Dorchester West","E36002502","Aged 16-24",5
"Dorchester West","E36002502","Aged 25-29",5
"Frome Valley","E36002503","Aged 16-24",0
"Frome Valley","E36002503","Aged 25-29",0
"Halstock","E36002504","Aged 16-24",0
"Halstock","E36002504","Aged 25-29",0
"Loders","E36002505","Aged 16-24",0
"Loders","E36002505","Aged 25-29",0
"Lyme Regis","E36002506","Aged 16-24",5
"Lyme Regis","E36002506","Aged 25-29",5
"Maiden Newton","E36002507","Aged 16-24",5
"Maiden Newton","E36002507","Aged 25-29",5
"Marshwood Vale","E36002508","Aged 16-24",0
"Marshwood Vale","E36002508","Aged 25-29",0
"Netherbury","E36002509","Aged 16-24",5
"Netherbury","E36002509","Aged 25-29",0
"Owermoigne","E36002510","Aged 16-24",0
"Owermoigne","E36002510","Aged 25-29",0
"Piddle Valley","E36002511","Aged 16-24",0
"Piddle Valley","E36002511","Aged 25-29",0
"Puddletown","E36002512","Aged 16-24",0
"Puddletown","E36002512","Aged 25-29",0
"Queen Thorne","E36002513","Aged 16-24",0
"Queen Thorne","E36002513","Aged 25-29",0
"Sherborne East","E36002514","Aged 16-24",10
"Sherborne East","E36002514","Aged 25-29",5
"Sherborne West","E36002515","Aged 16-24",5
"Sherborne West","E36002515","Aged 25-29",5
"Winterborne St Martin","E36002516","Aged 16-24",10
"Winterborne St Martin","E36002516","Aged 25-29",0
"Yetminster","E36002517","Aged 16-24",5
"Yetminster","E36002517","Aged 25-29",0
"Littlemoor","E36002518","Aged 16-24",20
"Littlemoor","E36002518","Aged 25-29",15
"Melcombe Regis","E36002519","Aged 16-24",35
"Melcombe Regis","E36002519","Aged 25-29",25
"Preston","E36002520","Aged 16-24",0
"Preston","E36002520","Aged 25-29",0
"Radipole","E36002521","Aged 16-24",10
"Radipole","E36002521","Aged 25-29",5
"Tophill East","E36002522","Aged 16-24",15
"Tophill East","E36002522","Aged 25-29",5
"Tophill West","E36002523","Aged 16-24",15
"Tophill West","E36002523","Aged 25-29",5
"Underhill","E36002524","Aged 16-24",20
"Underhill","E36002524","Aged 25-29",15
"Upwey and Broadwey","E36002525","Aged 16-24",10
"Upwey and Broadwey","E36002525","Aged 25-29",0
"Westham East","E36002526","Aged 16-24",15
"Westham East","E36002526","Aged 25-29",15
"Westham North","E36002527","Aged 16-24",20
"Westham North","E36002527","Aged 25-29",10
"Westham West","E36002528","Aged 16-24",10
"Westham West","E36002528","Aged 25-29",5
"Wey Valley","E36002529","Aged 16-24",5
"Wey Valley","E36002529","Aged 25-29",0
"Weymouth East","E36002530","Aged 16-24",5
"Weymouth East","E36002530","Aged 25-29",5
"Weymouth West","E36002531","Aged 16-24",15
"Weymouth West","E36002531","Aged 25-29",10
"Wyke Regis","E36002532","Aged 16-24",15
"Wyke Regis","E36002532","Aged 25-29",5
"All Saints","E36002901","Aged 16-24",15
"All Saints","E36002901","Aged 25-29",5
"Battledown","E36002902","Aged 16-24",5
"Battledown","E36002902","Aged 25-29",0
"Benhall and The Reddings","E36002903","Aged 16-24",5
"Benhall and The Reddings","E36002903","Aged 25-29",5
"Charlton Kings","E36002904","Aged 16-24",5
"Charlton Kings","E36002904","Aged 25-29",0
"Charlton Park","E36002905","Aged 16-24",5
"Charlton Park","E36002905","Aged 25-29",0
"College","E36002906","Aged 16-24",10
"College","E36002906","Aged 25-29",10
"Hesters Way","E36002907","Aged 16-24",40
"Hesters Way","E36002907","Aged 25-29",25
"Lansdown","E36002908","Aged 16-24",5
"Lansdown","E36002908","Aged 25-29",5
"Leckhampton","E36002909","Aged 16-24",5
"Leckhampton","E36002909","Aged 25-29",5
"Oakley","E36002910","Aged 16-24",40
"Oakley","E36002910","Aged 25-29",25
"Park","E36002911","Aged 16-24",5
"Park","E36002911","Aged 25-29",0
"Pittville","E36002912","Aged 16-24",0
"Pittville","E36002912","Aged 25-29",10
"Prestbury","E36002913","Aged 16-24",5
"Prestbury","E36002913","Aged 25-29",0
