GEOGRAPHY_NAME,GEOGRAPHY_CODE,25-29
Furzedown,E05000604,0
Graveney,E05000605,5
Latchmere,E05000606,10
Nightingale,E05000607,5
Northcote,E05000608,5
Queenstown,E05000609,10
Roehampton and Putney Heath,E05000610,25
Shaftesbury,E05000611,15
Southfields,E05000612,25
St Mary's Park,E05000613,0
Thamesfield,E05000614,20
Tooting,E05000615,10
Wandsworth Common,E05000616,15
West Hill,E05000617,5
West Putney,E05000618,10
Abbey Road,E05000619,10
Bayswater,E05000620,10
Bryanston and Dorset Square,E05000621,10
Church Street,E05000623,0
Churchill,E05000624,5
Harrow Road,E05000622,0
Hyde Park,E05000625,0
Knightsbridge and Belgravia,E05000626,0
Lancaster Gate,E05000627,0
Little Venice,E05000628,0
Maida Vale,E05000629,0
Marylebone High Street,E05000630,10
Queen's Park,E05000631,5
Regent's Park,E05000632,5
St James's,E05000634,5
Tachbrook,E05000633,0
Vincent Square,E05000635,5
Warwick,E05000636,5
West End,E05000637,0
Westbourne,E05000638,10
Dyce / Bucksburn / Danestone,E05000639,0
Bridge of Don,E05000640,5
Kingswells / Sheddocksley,E05000641,0
Northfield,E05000642,5
Hilton / Stockethill,E05000643,0
Tillydrone / Seaton / Old Aberdeen,E05000644,0
Midstocket / Rosemount,E05000645,0
George St / Harbour,E05000646,0
Lower Deeside,E05000647,0
Hazlehead / Ashley / Queens Cross,E05000649,0
Airyhall / Broomhill / Garthdee,E05000648,0
Torry / Ferryhill,S13002487,0
Kincorth / Loirston,S13002488,5
Banff and District,S13002489,0
Troup,S13002490,10
Fraserburgh and District,S13002491,5
Central Buchan,S13002492,0
Peterhead North and Rattray,S13002493,0
Peterhead South and Cruden,S13002494,0
Turriff and District,S13002495,5
Mid Formartine,S13002496,5
Ellon and District,S13002497,0
West Garioch,S13002498,5
Inverurie and District,S13002499,0
East Garioch,S13002500,5
Westhill and District,S13002501,5
"Huntly, Strathbogie and Howe of Alford",S13002502,5
"Aboyne, Upper Deeside and Donside",S13002503,10
Banchory and Mid Deeside,S13002504,0
North Kincardine,S13002505,0
Stonehaven and Lower Deeside,S13002506,5
Mearns,S13002507,0
Kirriemuir and Dean,S13002508,0
Brechin and Edzell,S13002509,10
Forfar and District,S13002510,0
Carnoustie and District,S13002512,0
Arbroath West and Letham,S13002513,10
Arbroath East and Lunan,S13002514,5
Montrose and District,S13002515,5
South Kintyre,S13002516,0
Kintyre and the Islands,S13002517,0
Mid Argyll,S13002518,5
Oban South and the Isles,S13002519,5
Oban North and Lorn,S13002520,0
Cowal,S13002521,0
Dunoon,S13002522,5
Isle of Bute,S13002523,0
Lomond North,S13002524,0
Helensburgh Central,S13002525,5
Helensburgh and Lomond South,S13002526,0
Clackmannanshire West,S13002527,0
Clackmannanshire North,S13002528,10
Clackmannanshire Central,S13002529,5
Clackmannanshire South,S13002530,0
Clackmannanshire East,S13002531,0
Stranraer and North Rhins,S13002532,5
Wigtown West,S13002533,5
Mid Galloway,S13002534,5
Dee,S13002535,5
Castle Douglas and Glenkens,S13002536,0
Abbey,S13002537,0
North West Dumfries,S13002538,5
Mid and Upper Nithsdale,S13002539,5
Lochar,S13002540,0
Nith,S13002541,0
Annandale South,S13002542,5
Annandale North,S13002543,5
Annandale East and Eskdale,S13002544,5
Strathmartine,S13002545,0
Lochee,S13002546,0
West End,S13002547,10
Coldside,S13002548,5
Maryfield,S13002549,0
East End,S13002551,0
The Ferry,S13002552,0
Annick,S13002553,0
Kilmarnock North,S13002554,0
Kilmarnock West and Crosshouse,S13002555,0
Kilmarnock East and Hurlford,S13002556,0
Kilmarnock South,S13002557,20
Irvine Valley,S13002558,5
Ballochmyle,S13002559,5
Cumnock and New Cumnock,S13002560,0
Doon Valley,S13002561,10
Milngavie,S13002562,10
Bearsden North,S13002563,5
Bearsden South,S13002564,5
Campsie and Kirkintilloch North,S13002565,5
Bishopbriggs North and Torrance,S13002566,5
Lenzie and Kirkintilloch South,S13002568,0
Kirkintilloch East and Twechar,S13002569,0
Musselburgh West,S13002570,0
Musselburgh East and Carberry,S13002571,10
Preston / Seton / Gosford,S13002572,0
Fa'side,S13002573,5
North Berwick Coastal,S13002574,0
Haddington and Lammermuir,S13002575,0
Dunbar and East Linton,S13002576,0
"Neilston, Uplawmoor and Newton Mearns North",S13002577,0
Barrhead,S13002578,5
Giffnock and Thornliebank,S13002579,5
"Netherlee, Stamperland and Williamwood",S13002580,5
Newton Mearns South,S13002581,10
"Busby, Clarkston and Eaglesham",S13002582,5
Almond,S13002583,0
Pentland Hills,S13002584,5
Drum Brae / Gyle,S13002585,0
Forth,S13002586,0
Inverleith,S13002587,10
Corstorphine / Murrayfield,S13002588,5
Sighthill / Gorgie,S13002589,10
Colinton / Fairmilehead,S13002590,5
Fountainbridge / Craiglockhart,S13002591,5
Meadows / Morningside,S13002592,0
City Centre,S13002593,5
Leith Walk,S13002594,0
Leith,S13002595,30
Craigentinny / Duddingston,S13002596,10
Southside / Newington,S13002597,0
Liberton / Gilmerton,S13002598,20
Portobello / Craigmillar,S13002599,5
"Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas",S13002600,10
Beinn na Foghla agus Uibhist a Tuath,S13002601,0
Na Hearadh agus Ceann a Deas nan Loch,S13002602,0
Sgir'Uige agus Ceann a Tuath nan Loch,S13002603,0
Sgire an Rubha,S13002604,15
Ste`rnabhagh a Deas,S13002605,10
Ste`rnabhagh a Tuath,S13002606,10
Loch a Tuath,S13002607,10
An Taobh Siar agus Nis,S13002608,5
Bo'ness and Blackness,S13002609,10
Grangemouth,S13002610,5
Denny and Banknock,S13002611,5
"Carse, Kinnaird and Tryst",S13002612,10
Bonnybridge and Larbert,S13002613,20
Falkirk North,S13002614,0
Falkirk South,S13002615,5
Lower Braes,S13002616,10
Upper Braes,S13002617,0
West Fife and Coastal Villages,S13002618,0
Dunfermline North,S13002619,5
Dunfermline Central,S13002620,10
Dunfermline South,S13002621,5
Rosyth,S13002622,5
Inverkeithing and Dalgety Bay,S13002623,15
The Lochs,S13002624,0
Cowdenbeath,S13002625,0
Lochgelly and Cardenden,S13002626,0
"Burntisland, Kinghorn and Western Kirkcaldy",S13002627,5
Kirkcaldy North,S13002628,0
Kirkcaldy Central,S13002629,0
Kirkcaldy East,S13002630,0
Glenrothes West and Kinglassie,S13002631,5
"Glenrothes North, Leslie and Markinch",S13002632,0
Glenrothes Central and Thornton,S13002633,5
Howe of Fife and Tay Coast,S13002634,10
Tay Bridgehead,S13002635,5
St. Andrews,S13002636,20
East Neuk and Land Ward,S13002637,5
Cupar,S13002638,5
"Leven, Kennoway and Largo",S13002639,10
"Buckhaven, Methil and Wemyss Villages",S13002640,5
Linn,S13002641,15
Newlands / Auldburn,S13002642,30
Greater Pollok,S13002643,55
Craigton,S13002644,10
Govan,S13002645,5
Pollokshields,S13002646,0
Langside,S13002647,0
Southside Central,S13002648,0
Calton,S13002649,5
Anderston / City,S13002650,5
Hillhead,S13002651,10
Partick West,S13002652,10
Garscadden / Scotstounhill,S13002653,5
Drumchapel / Anniesland,S13002654,5
Maryhill / Kelvin,S13002655,0
Canal,S13002656,5
Springburn,S13002657,10
East Centre,S13002658,5
Shettleston,S13002659,10
Baillieston,S13002660,5
"North, West and Central Sutherland",S13002662,0
Thurso,S13002663,0
Wick,S13002664,15
Land Caithness Ward,S13002665,25
East Sutherland and Edderton,S13002666,15
"Wester Ross, Strathpeffer and Lochalsh",S13002667,10
Cromarty Firth,S13002668,5
Tain and Easter Ross,S13002669,5
Dingwall and Seaforth,S13002670,15
Black Isle,S13002671,10
Eilean a' Ch`o,S13002672,20
Caol and Mallaig,S13002673,5
Aird and Loch Ness,S13002674,10
Inverness West,S13002675,5
Inverness Central,S13002676,0
Inverness Ness-Side,S13002677,5
Inverness Millburn,S13002678,5
Culloden and Ardersier,S13002679,5
Nairn,S13002680,0
Inverness South,S13002681,10
Badenoch and Strathspey,S13002682,5
Fort William and Ardnamurchan,S13002683,10
Inverclyde East,S13002684,5
Inverclyde East Central,S13002685,5
Inverclyde North,S13002686,0
Inverclyde South,S13002687,0
Inverclyde West,S13002688,10
Inverclyde South West,S13002689,5
Penicuik,S13002690,0
Bonnyrigg,S13002691,15
Dalkeith,S13002692,5
Midlothian West,S13002693,0
Midlothian East,S13002694,0
Midlothian South,S13002695,0
Speyside Glenlivet,S13002696,5
Keith and Cullen,S13002697,5
Buckie,S13002698,5
Fochabers Lhanbryde,S13002699,15
Heldon and Laich,S13002700,5
Elgin City North,S13002701,5
Elgin City South,S13002702,20
Forres,S13002703,5
Irvine West,S13002704,5
Irvine East,S13002705,5
Kilwinning,S13002706,0
Saltcoats and Stevenston,S13002707,5
Ardrossan and Arran,S13002708,0
Dalry and West Kilbride,S13002709,0
Kilbirnie and Beith,S13002710,10
North Coast and Cumbraes,S13002711,5
Kilsyth,S13002712,10
Cumbernauld North,S13002713,10
Cumbernauld South,S13002714,10
"Abronhill, Kildrum and the Village",S13002715,5
Coatbridge North and Glenboig,S13002717,5
Airdrie North,S13002718,10
Airdrie Central,S13002719,0
Coatbridge West,S13002720,5
Coatbridge South,S13002721,5
Airdrie South,S13002722,0
Fortissat,S13002723,5
Thorniewood,S13002724,20
Bellshill,S13002725,10
Mossend and Holytown,S13002726,5
Motherwell West,S13002727,10
Motherwell North,S13002728,10
Motherwell South East and Ravenscraig,S13002729,10
Murdostoun,S13002730,5
Wishaw,S13002731,5
Kirkwall East,S13002732,0
Kirkwall West and Orphir,S13002733,5
Stromness and South Isles,S13002734,15
West Mainland,S13002735,5
"East Mainland, South Ronaldsay and Burray",S13002736,5
North Isles,S13002737,0
Carse of Gowrie,S13002738,0
Strathmore,S13002739,20
Blairgowrie and Glens,S13002740,15
Highland,S13002741,5
Strathtay,S13002742,15
Strathearn,S13002743,15
Strathallan,S13002744,0
Kinross-shire,S13002745,25
Almond and Earn,S13002746,15
Perth City South,S13002747,25
Perth City North,S13002748,5
Perth City Centre,S13002749,5
Renfrew North,S13002750,10
Renfrew South & Gallowhill,S13002751,10
Paisley East & Ralston,S13002752,10
Paisley North West,S13002753,15
Paisley South,S13002754,10
Paisley South West,S13002755,0
"Johnstone South, Elderslie & Howwood",S13002756,0
"Johnstone North, Kilbarchan & Lochwinnoch",S13002757,0
"Houston, Crosslee & Linwood",S13002758,0
"Bishopton, Bridge of Weir & Langbank",S13002759,0
Erskine & Inchinnan,S13002760,0
Tweeddale West,S13002761,5
Tweeddale East,S13002762,0
Galashiels and District,S13002763,0
Selkirkshire,S13002764,0
Leaderdale and Melrose,S13002765,5
Mid Berwickshire,S13002766,5
East Berwickshire,S13002767,5
Kelso and District,S13002768,0
Jedburgh and District,S13002769,0
Hawick and Denholm,S13002770,0
Hawick and Hermitage,S13002771,5
North Isles,S13002772,0
Shetland North,S13002773,0
Shetland West,S13002774,0
Shetland Central,S13002775,0
Shetland South,S13002776,0
Lerwick North,S13002777,5
Lerwick South,S13002778,0
Troon,S13002779,0
Prestwick,S13002780,0
Ayr North,S13002781,5
Ayr East,S13002782,5
Ayr West,S13002783,0
Kyle,S13002784,0
"Maybole, North Carrick and Coylton",S13002785,0
Girvan and South Carrick,S13002786,0
Clydesdale West,S13002787,5
Clydesdale North,S13002788,0
Clydesdale East,S13002789,0
Clydesdale South,S13002790,0
Avondale and Stonehouse,S13002791,0
East Kilbride South,S13002792,0
East Kilbride Central South,S13002793,5
East Kilbride Central North,S13002794,0
East Kilbride West,S13002795,0
East Kilbride East,S13002796,0
Rutherglen South,S13002797,0
Rutherglen Central and North,S13002798,0
Cambuslang West,S13002799,5
Cambuslang East,S13002800,0
Blantyre,S13002801,0
Bothwell and Uddingston,S13002802,0
Hamilton North and East,S13002803,0
Hamilton West and Earnock,S13002804,5
Hamilton South,S13002805,5
Larkhall,S13002806,0
Trossachs and Teith,S13002807,5
Forth and Endrick,S13002808,10
Dunblane and Bridge of Allan,S13002809,0
Castle,S13002810,5
Stirling West,S13002811,0
Stirling East,S13002812,0
Bannockburn,S13002813,0
Lomond,S13002814,10
Leven,S13002815,5
Dumbarton,S13002816,0
Kilpatrick,S13002817,0
Clydebank Central,S13002818,0
Clydebank Waterfront,S13002819,0
Linlithgow,S13002820,10
"Broxburn, Uphall and Winchburgh",S13002821,10
Livingston North,S13002822,0
Livingston South,S13002823,0
East Livingston and East Calder,S13002824,0
Fauldhouse and the Breich Valley,S13002825,0
Whitburn and Blackburn,S13002826,0
Bathgate,S13002827,0
Armadale and Blackridge,S13002828,5
Monifieth and Sidlaw,S13002829,5
North East,S13002830,15
Strathkelvin,S13002832,0
Bishopbriggs South,S13002833,10
North East,S13002834,5
"Aberffraw,Rhosneigr",W39000001,5
Amlwch Port,W39000002,5
Amlwch Rural,W39000003,0
Beaumaris,W39000004,5
Bodffordd,W39000005,0
Bodorgan,W39000006,5
Braint,W39000007,0
Bryngwran,W39000008,0
Brynteg,W39000009,5
Cadnant,W39000010,0
Cefni,W39000011,0
Cwm Cadnant,W39000012,0
Cyngar,W39000013,5
Gwyngyll,W39000014,0
Holyhead Town,W39000015,5
Kingsland,W39000016,0
Llanbadrig,W39000017,0
Llanbedrgoch,W39000018,0
Llanddyfnan,W39000019,0
Llaneilian,W39000020,0
Llanfaethlu,W39000021,0
Llanfair-yn-Neubwll,W39000022,0
Llanfihangel Ysgeifiog,W39000023,0
Llangoed,W39000024,0
Llanidan,W39000025,0
Llannerch-y-medd,W39000026,0
London Road,W39000027,0
Maeshyfryd,W39000028,0
Mechell,W39000029,0
Moelfre,W39000030,0
Morawelon,W39000031,0
Parc a'r Mynydd,W39000032,5
Pentraeth,W39000033,0
Porthyfelin,W39000034,0
Rhosyr,W39000035,0
Trearddur,W39000036,0
Tudur,W39000037,5
Tysilio,W39000038,0
Valley,W39000039,5
"Aberdaron,Botwnnog,Tudweiliog",W39000040,5
Aberdovey,W39000041,0
Abererch,W39000042,5
Abermaw,W39000043,0
"Abersoch,Llanengan",W39000044,5
Arllechwedd,W39000045,15
"Bala,Llanuwchllyn",W39000046,5
Bethel,W39000047,5
Bontnewydd,W39000048,0
Bowydd and Rhiw,W39000049,5
Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,W39000050,5
"Bryn-crug/Llanfihangel,Llangelynin",W39000051,5
Cadnant,W39000052,0
"Clynnog,Llanllyfni",W39000053,0
Corris/Mawddwy,W39000054,0
Criccieth,W39000055,0
"Cwm-y-Glo,Llanrug",W39000056,0
Deiniol,W39000057,0
Deiniolen,W39000058,0
Dewi,W39000059,0
Diffwys and Maenofferen,W39000060,0
Dolbenmaen,W39000061,5
Dolgellau North,W39000062,5
Dolgellau South,W39000063,15
Dyffryn Ardudwy,W39000064,10
Efail-newydd/Buan,W39000065,20
"Garth,Menai (Bangor)",W39000066,5
Gerlan,W39000067,10
Glyder,W39000068,5
Groeslon,W39000069,0
Harlech,W39000070,0
Hendre,W39000071,0
Hirael,W39000072,5
Llanaelhaearn,W39000073,15
Llanbedr,W39000074,15
Llanbedrog,W39000075,10
Llanberis,W39000076,15
Llandderfel,W39000077,10
Llanwnda,W39000078,10
Llanystumdwy,W39000079,5
Marchog,W39000080,5
Menai (Caernarfon),W39000081,0
Morfa Nefyn,W39000082,0
Nefyn,W39000083,5
Ogwen,W39000084,5
Peblig (Caernarfon),W39000085,0
Penisarwaun,W39000086,5
Penrhyndeudraeth,W39000087,5
Pentir,W39000088,0
Penygroes,W39000089,0
Porthmadog East,W39000090,0
Porthmadog West,W39000091,0
Porthmadog-Tremadog,W39000092,0
Pwllheli North,W39000093,10
Pwllheli South,W39000094,5
Seiont,W39000095,15
Talysarn,W39000096,5
Teigl,W39000097,5
Trawsfynydd,W39000098,20
Tregarth & Mynydd Llandygai,W39000099,15
Tywyn,W39000100,10
Waunfawr,W39000101,0
Y Felinheli,W39000102,0
Abergele Pensarn,W39000103,0
Betws yn Rhos,W39000104,0
Betws-y-Coed,W39000105,10
Bryn,W39000106,10
Caerhun,W39000107,5
Capelulo,W39000108,10
Colwyn,W39000109,5
Conwy,W39000110,25
Craig-y-Don,W39000111,5
Crwst,W39000112,5
Deganwy,W39000113,5
Eglwysbach,W39000114,15
Eirias,W39000115,5
Gele,W39000116,5
Glyn,W39000117,0
Gogarth,W39000118,5
Gower,W39000119,5
Kinmel Bay,W39000120,0
Llanddulas,W39000121,0
Llandrillo yn Rhos,W39000122,0
Llangernyw,W39000123,0
Llansanffraid,W39000124,5
Llansannan,W39000125,0
Llysfaen,W39000126,5
Marl,W39000127,10
Mochdre,W39000128,0
Mostyn,W39000129,5
Pandy,W39000130,10
Pant-yr-afon/Penmaenan,W39000131,0
Penrhyn,W39000132,5
Pensarn,W39000133,5
Pentre Mawr,W39000134,15
Rhiw,W39000135,0
Towyn,W39000136,10
Trefriw,W39000137,5
Tudno,W39000138,10
Uwch Conwy,W39000139,5
Uwchaled,W39000140,5
Bodelwyddan,W39000141,5
Corwen,W39000142,5
Denbigh Central,W39000143,0
Denbigh Lower,W39000144,0
Denbigh Upper/Henllan,W39000145,0
Dyserth,W39000146,10
Efenechtyd,W39000147,5
Llanarmon-yn-Ial/Llandegla,W39000148,20
Llanbedr Dyffryn Clwyd/Llangynhafal,W39000149,0
Llandrillo,W39000150,5
Llandyrnog,W39000151,25
Llanfair Dyffryn Clwyd/Gwyddelwern,W39000152,120
Llangollen,W39000153,15
Llanrhaeadr-yng-Nghinmeirch,W39000154,50
Prestatyn Central,W39000155,25
Prestatyn East,W39000156,0
Prestatyn Meliden,W39000157,5
Prestatyn North,W39000158,10
Prestatyn South West,W39000159,0
Rhuddlan,W39000160,5
Rhyl East,W39000161,0
Rhyl South,W39000162,5
Rhyl South East,W39000163,0
Rhyl South West,W39000164,35
Rhyl West,W39000165,5
Ruthin,W39000166,35
St. Asaph East,W39000167,10
St. Asaph West,W39000168,0
Trefnant,W39000169,5
Tremeirchion,W39000170,45
Argoed,W39000171,35
Aston,W39000172,0
Bagillt East,W39000173,0
Bagillt West,W39000174,0
Broughton North East,W39000175,100
Broughton South,W39000176,5
Brynford,W39000177,5
Buckley Bistre East,W39000178,10
Buckley Bistre West,W39000179,10
Buckley Mountain,W39000180,20
Buckley Pentrobin,W39000181,35
Caergwrle,W39000182,70
Caerwys,W39000183,25
Cilcain,W39000184,5
Connah's Quay Central,W39000185,15
Connah's Quay Golftyn,W39000186,25
Connah's Quay South,W39000187,5
Connah's Quay Wepre,W39000188,0
Ewloe,W39000189,10
Ffynnongroyw,W39000190,5
Flint Castle,W39000191,15
Flint Coleshill,W39000192,15
Flint Oakenholt,W39000193,15
Flint Trelawny,W39000194,0
Greenfield,W39000195,10
Gronant,W39000196,0
Gwernaffield,W39000197,5
Gwernymynydd,W39000198,15
Halkyn,W39000199,5
Hawarden,W39000200,5
Higher Kinnerton,W39000201,5
Holywell Central,W39000202,0
Holywell East,W39000203,10
Holywell West,W39000204,0
Hope,W39000205,5
Leeswood,W39000206,10
Llanfynydd,W39000207,5
Mancot,W39000208,20
Mold Broncoed,W39000209,5
Mold East,W39000210,5
Mold South,W39000211,5
Mold West,W39000212,35
Mostyn,W39000213,20
New Brighton,W39000214,15
Northop,W39000215,5
Northop Hall,W39000216,0
Penyffordd,W39000217,10
Queensferry,W39000218,15
Saltney Mold Junction,W39000219,15
Saltney Stonebridge,W39000220,5
Sealand,W39000221,25
Shotton East,W39000222,30
Shotton Higher,W39000223,5
Shotton West,W39000224,20
Trelawnyd and Gwaenysgor,W39000225,5
Treuddyn,W39000226,5
Whitford,W39000227,10
Acton,W39000228,5
Borras Park,W39000229,5
Bronington,W39000230,5
Brymbo,W39000231,5
Bryn Cefn,W39000232,50
Brynyffynnon,W39000233,0
Cartrefle,W39000234,5
Cefn,W39000235,15
Chirk North,W39000236,30
Chirk South,W39000237,5
Coedpoeth,W39000238,0
Dyffryn Ceiriog/Ceiriog Valley,W39000239,30
Erddig,W39000240,0
Esclusham,W39000241,5
Garden Village,W39000242,5
Gresford East and West,W39000243,0
Grosvenor,W39000244,5
Gwenfro,W39000245,5
Gwersyllt East and South,W39000246,15
Gwersyllt North,W39000247,15
Gwersyllt West,W39000248,15
Hermitage,W39000249,30
Holt,W39000250,5
Johnstown,W39000251,10
Little Acton,W39000252,5
Llangollen Rural,W39000253,0
Llay,W39000254,10
Maesydre,W39000255,10
Marchwiel,W39000256,0
Marford and Hoseley,W39000257,10
Minera,W39000258,5
New Broughton,W39000259,10
Offa,W39000260,5
Overton,W39000261,5
Pant,W39000262,15
Penycae,W39000263,0
Penycae and Ruabon South,W39000264,10
Plas Madoc,W39000265,10
Ponciau,W39000266,10
Queensway,W39000267,20
Rhosnesni,W39000268,40
Rossett,W39000269,25
Ruabon,W39000270,10
Smithfield,W39000271,25
Stansty,W39000272,0
Whitegate,W39000273,10
Wynnstay,W39000274,10
Aberaeron,W39000275,25
Aberporth,W39000276,15
Aberteifi/Cardigan-Mwldan,W39000277,0
Aberteifi/Cardigan-Rhyd-y-Fuwch,W39000278,0
Aberteifi/Cardigan-Teifi,W39000279,10
Aberystwyth Bronglais,W39000280,0
Aberystwyth Canol/Central,W39000281,0
Aberystwyth Gogledd/North,W39000282,10
Aberystwyth Penparcau,W39000283,5
Aberystwyth Rheidol,W39000284,5
Beulah,W39000285,10
Borth,W39000286,10
Capel Dewi,W39000287,5
Ceulanamaesmawr,W39000288,5
Ciliau Aeron,W39000289,70
Faenor,W39000290,55
Lampeter,W39000291,60
Llanarth,W39000292,40
Llanbadarn Fawr-Padarn,W39000293,55
Llanbadarn Fawr-Sulien,W39000294,5
Llandyfriog,W39000295,10
Llandysilio-gogo,W39000296,85
Llandysul Town,W39000297,55
Llanfarian,W39000298,25
Llanfihangel Ystrad,W39000299,90
Llangeitho,W39000300,10
Llangybi,W39000301,0
Llanrhystyd,W39000302,5
Llansantffraed,W39000303,25
Llanwenog,W39000304,30
Lledrod,W39000305,50
Melindwr,W39000306,80
New Quay,W39000307,0
Penbryn,W39000308,20
Pen-parc,W39000309,105
Tirymynach,W39000310,20
Trefeurig,W39000311,5
Tregaron,W39000312,10
