GEOGRAPHY_NAME,OBS_VALUE
Soho and Victoria,5
St Pauls,15
Tipton Green,10
Tividale,10
Wednesbury North,5
Wednesbury South,0
West Bromwich Central,30
Bickenhill,0
Blythe,5
Castle Bromwich,0
Chelmsley Wood,10
Dorridge and Hockley Heath,5
Elmdon,5
Kingshurst and Fordbridge,5
Knowle,10
Lyndon,0
Meriden,10
Olton,5
Shirley East,5
Shirley South,0
Shirley West,5
Silhill,15
Smith's Wood,0
St Alphege,0
Aldridge Central and South,0
Aldridge North and Walsall Wood,15
Bentley and Darlaston North,15
Birchills Leamore,15
Blakenall,5
Bloxwich East,0
Bloxwich West,5
Brownhills,50
Darlaston South,35
Paddock,25
Palfrey,20
Pelsall,35
Pheasey Park Farm,20
Pleck,20
Rushall-Shelfield,30
Short Heath,5
Streetly,25
Willenhall North,30
Willenhall South,15
Bilston East,15
Bilston North,10
Blakenhall,15
Bushbury North,5
Bushbury South and Low Hill,5
East Park,5
Ettingshall,15
Fallings Park,0
Graiseley,5
Heath Town,5
Merry Hill,5
Oxley,5
Penn,15
Spring Vale,5
Tettenhall Regis,5
Tettenhall Wightwick,65
Wednesfield North,35
Wednesfield South,35
Alvechurch,35
Catshill,30
Charford,5
Drakes Cross and Walkers Heath,60
Furlongs,30
Hillside,25
Hollywood and Majors Green,30
Linthurst,35
Marlbrook,20
Sidemoor,25
Slideslow,15
Stoke Heath,10
Stoke Prior,60
Tardebigge,5
Uffdown,10
Waseley,5
Whitford,30
Woodvale,5
Wythall South,5
Alfrick and Leigh,25
Baldwin,15
Chase,10
Dyson Perrins,5
Hallow,15
Kempsey,5
Lindridge,15
Link,15
Martley,0
Pickersleigh,25
Powick,25
Ripple,20
Teme Valley,5
Tenbury,5
Upton and Hanley,0
Wells,10
Woodbury,0
Astwood Bank and Feckenham,5
Batchley & Brockhill,10
Church Hill,0
Crabbs Cross,0
Headless Cross and Oakenshaw,0
Matchborough,0
Winyates,0
Battenhall,5
Bedwardine,5
Cathedral,5
Claines,0
Nunnery,0
Rainbow Hill,5
St Clement,5
St John,0
St Peter's Parish,5
St Stephen,0
Warndon,5
Warndon Parish North,5
Warndon Parish South,10
Badsey,15
Bengeworth,10
Bredon,5
Bretforton and Offenham,15
Broadway and Wickhamford,5
Dodderhill,0
Drakes Broughton,0
Droitwich Central,0
Droitwich East,10
Droitwich South East,5
Droitwich South West,5
Droitwich West,40
Eckington,5
Elmley Castle and Somerville,20
Evesham North,25
Evesham South,10
Fladbury,0
Great Hampton,5
Hartlebury,15
Harvington and Norton,10
Honeybourne and Pebworth,5
Inkberrow,0
Little Hampton,5
Lovett and North Claines,5
Norton and Whittington,10
Ombersley,15
Pershore,10
Pinvin,15
South Bredon Hill,15
The Littletons,235
Upton Snodsbury,500
Aggborough and Spennells,255
Areley Kings,185
Bewdley and Arley,310
Blakedown and Chaddesley,160
Broadwaters,195
Cookley,140
Franche,180
Habberley and Blakebrook,105
Lickhill,210
Mitton,95
Offmore and Comberton,245
Oldington and Foley Park,180
Rock,260
Sutton Park,225
Wolverley,205
Wribbenhall,505
Bromham and Biddenham,145
Cauldwell,410
Clapham,165
De Parys,110
Eastcotts,170
Elstow,160
Goldington,130
Great Barford,225
Harpur,135
Harrold,380
Kempston Central and East,270
Kempston North,400
Kempston Rural,300
Kempston South,255
Kempston West,305
Kingsbrook,35
Newnham,55
Oakley,70
Putnoe,55
Queens Park,215
Riseley,395
Sharnbrook,245
Wilshamstead,35
Wootton,110
Wyboston,50
Ampthill,25
Arlesey,160
Aspley and Woburn,105
Barton-le-Clay,85
Biggleswade North,95
Biggleswade South,90
Caddington,110
Cranfield and Marston Moretaine,70
Dunstable-Central,180
Dunstable-Icknield,65
Dunstable-Manshead,20
Dunstable-Northfields,80
Dunstable-Watling,50
Eaton Bray,60
Flitwick,70
Heath and Reach,40
Houghton Conquest and Haynes,80
Houghton Hall,130
Leighton Buzzard North,100
Leighton Buzzard South,155
Linslade,85
Northill,100
Potton,70
Sandy,50
Shefford,40
Silsoe and Shillington,30
Stotfold and Langford,30
Tithe Farm,35
Toddington,70
"Westoning, Flitton and Greenfield",110
Biscot,35
Bramingham,30
Challney,75
Crawley,55
Dallow,115
Farley,165
High Town,70
Icknield,45
Leagrave,35
Lewsey,50
Limbury,65
Northwell,75
Round Green,65
Saints,75
Stopsley,65
Sundon Park,70
Wigmore,90
Barnack,95
Bretton North,120
Bretton South,70
Dogsthorpe,55
Eye and Thorney,55
Fletton and Woodston,70
Glinton and Wittering,135
Newborough,75
Northborough,85
Orton Longueville,110
Orton Waterville,90
Orton with Hampton,115
Paston,65
Stanground Central,80
Stanground East,65
Werrington North,110
Werrington South,60
Belfairs,15
Blenheim Park,35
Chalkwell,150
Eastwood Park,15
Kursaal,20
Leigh,140
Milton,5
Prittlewell,40
Shoeburyness,15
Southchurch,25
St Laurence,20
St. Luke's,25
Thorpe,25
West Leigh,30
West Shoebury,150
Westborough,15
Aveley and Uplands,35
Belhus,50
Chadwell St Mary,115
Chafford and North Stifford,170
Corringham and Fobbing,160
East Tilbury,95
Grays Riverside,90
Grays Thurrock,75
Little Thurrock Blackshots,135
Little Thurrock Rectory,40
Ockendon,110
Orsett,45
South Chafford,30
Stanford East and Corringham Town,130
Stanford-le-Hope West,60
Stifford Clays,55
The Homesteads,140
Tilbury Riverside and Thurrock Park,20
Tilbury St Chads,80
West Thurrock and South Stifford,155
Cherry Hinton,130
Coleridge,85
East Chesterton,85
King's Hedges,70
Market,165
Petersfield,150
Queen Edith's,125
Romsey,100
Trumpington,85
West Chesterton,150
Bottisham,70
Burwell,110
Cheveley,90
Downham Villages,35
Dullingham Villages,70
Ely East,145
Ely North,50
Ely South,35
Ely West,70
Fordham Villages,70
Haddenham,10
Isleham,10
Littleport East,15
Littleport West,35
Soham North,10
Soham South,5
Stretham,0
The Swaffhams,10
Bassenhally,10
"Benwick, Coates and Eastrea",0
Birch,10
Clarkson,5
Delph,30
Doddington,10
Elm and Christchurch,10
Kingsmoor,5
Kirkgate,5
Lattersey,0
Manea,5
March East,10
March North,10
March West,5
Medworth,5
Parson Drove and Wisbech St Mary,5
Peckover,0
Roman Bank,0
Slade Lode,10
St Andrews,20
Staithe,0
The Mills,10
Waterlees,0
Wenneye,35
Wimblington,0
Alconbury and The Stukeleys,0
Buckden,0
Earith,35
Ellington,5
Elton and Folksworth,10
Fenstanton,0
Godmanchester,5
Gransden and The Offords,10
Huntingdon East,10
Huntingdon North,0
Huntingdon West,10
Kimbolton and Staughton,0
Little Paxton,30
Ramsey,10
Sawtry,45
Somersham,40
St Ives East,55
St Ives South,10
St Ives West,50
St Neots Eaton Ford,20
St Neots Eaton Socon,35
St Neots Eynesbury,20
St Neots Priory Park,10
Stilton,30
The Hemingfords,20
Upwood and The Raveleys,10
Warboys and Bury,25
Yaxley and Farcet,50
Balsham,10
Bar Hill,25
Bassingbourn,30
Bourn,35
Caldecote,40
Comberton,40
Cottenham,10
Duxford,10
Fowlmere and Foxton,35
Fulbourn,5
Gamlingay,10
Girton,5
Harston and Hauxton,15
Haslingfield and The Eversdens,5
Histon and Impington,5
Longstanton,5
Melbourn,0
Meldreth,5
Orwell and Barrington,0
Papworth and Elsworth,10
Sawston,15
Swavesey,10
Teversham,15
The Abingtons,25
The Mordens,0
The Shelfords and Stapleford,0
The Wilbrahams,15
Waterbeach,10
Whittlesford,5
Willingham and Over,10
Billericay East,10
Billericay West,5
Burstead,5
Crouch,0
Fryerns,10
Laindon Park,15
Langdon Hills,5
Lee Chapel North,0
Nethermayne,20
Pitsea North West,10
Pitsea South East,0
Vange,0
Wickford Castledon,0
Wickford North,10
Wickford Park,20
Black Notley and Terling,10
Bocking Blackwater,5
Bocking North,45
Bocking South,5
"Bradwell, Silver End and Rivenhall",15
Braintree Central,40
Braintree East,20
Braintree South,15
Bumpstead,15
Coggeshall and North Feering,25
Cressing and Stisted,65
Gosfield and Greenstead Green,0
Great Notley and Braintree West,25
Halstead St Andrew's,0
Halstead Trinity,5
Hatfield Peverel,25
Hedingham and Maplestead,5
Kelvedon,50
Panfield,55
Rayne,10
Stour Valley North,20
Stour Valley South,20
The Three Colnes,15
Three Fields,55
Upper Colne,15
Witham Chipping Hill and Central,80
Witham North,5
Witham South,15
Witham West,25
Yeldham,10
Brentwood North,5
Brentwood South,30
Brentwood West,40
Brizes and Doddinghurst,20
"Herongate, Ingrave and West Horndon",0
Hutton Central,15
Hutton East,45
Hutton North,5
Hutton South,5
"Ingatestone, Fryerning and Mountnessing",5
Pilgrims Hatch,10
Shenfield,5
South Weald,20
Tipps Cross,25
Boyce,5
Canvey Island Central,5
Canvey Island East,30
Canvey Island North,15
Canvey Island South,5
Canvey Island West,20
Canvey Island Winter Gardens,0
Cedar Hall,15
Bicknacre and East and West Hanningfield,15
Boreham and The Leighs,25
Broomfield and The Walthams,10
Chelmer Village and Beaulieu Park,5
Chelmsford Rural West,15
Galleywood,5
Goat Hall,5
Great Baddow East,25
Great Baddow West,25
"Little Baddow, Danbury and Sandon",20
Marconi,10
Moulsham and Central,10
Moulsham Lodge,15
Patching Hall,15
Rettendon and Runwell,30
"South Hanningfield, Stock and Margaretting",15
South Woodham-Chetwood and Collingwood,0
South Woodham-Elmwood and Woodville,20
Springfield North,25
The Lawns,10
Waterhouse Farm,5
Writtle,15
Berechurch,50
Birch and Winstree,5
Christ Church,45
Copford and West Stanway,25
Dedham and Langham,50
East Donyland,50
Fordham and Stour,35
Great Tey,15
Highwoods,40
Lexden,45
Marks Tey,30
Mile End,30
New Town,30
Prettygate,45
Pyefleet,100
Shrub End,10
Stanway,15
Tiptree,15
West Bergholt and Eight Ash Green,0
West Mersea,55
Wivenhoe Cross,10
Wivenhoe Quay,65
"Broadley Common, Epping Upland and Nazeing",75
Buckhurst Hill East,85
Buckhurst Hill West,20
Chigwell Row,60
Chigwell Village,10
"Chipping Ongar, Greensted and Marden Ash",0
Epping Hemnall,30
Epping Lindsey and Thornwood Common,0
Grange Hill,60
"Hastingwood, Matching and Sheering Village",25
"High Ongar, Willingale and The Rodings",50
Lambourne,70
Loughton Alderton,40
Loughton Broadway,60
Loughton Fairmead,35
Loughton Forest,15
Loughton Roding,25
Loughton St John's,20
Loughton St Mary's,10
Lower Nazeing,30
Lower Sheering,20
Moreton and Fyfield,30
North Weald Bassett,30
Passingford,20
Roydon,155
Shelley,10
Theydon Bois,65
Waltham Abbey High Beach,35
Waltham Abbey Honey Lane,60
Waltham Abbey North East,45
Waltham Abbey Paternoster,30
Waltham Abbey South West,35
Bush Fair,15
Church Langley,80
Great Parndon,5
Harlow Common,30
Little Parndon and Hare Street,50
Mark Hall,30
Netteswell,55
Old Harlow,50
Staple Tye,20
Sumners and Kingsmoor,5
Toddbrook,25
Althorne,60
Burnham-on-Crouch North,30
Burnham-on-Crouch South,20
Great Totham,10
Heybridge East,45
Heybridge West,5
Maldon East,15
Maldon North,30
Maldon South,25
Maldon West,10
Mayland,10
Purleigh,55
Southminster,60
Tillingham,60
Tollesbury,25
Tolleshunt D'Arcy,25
Wickham Bishops and Woodham,5
Ashingdon and Canewdon,10
Barling and Sutton,25
Downhall and Rawreth,25
Foulness and Great Wakering,25
Hawkwell North,0
Hawkwell South,5
Hawkwell West,15
Hockley Central,10
Hockley North,10
Hockley West,40
Hullbridge,20
Lodge,0
Rayleigh Central,5
Rochford,5
Sweyne Park,5
Whitehouse,0
Alresford,5
Alton Park,5
Ardleigh and Little Bromley,15
Beaumont and Thorpe,5
Bockings Elm,10
"Bradfield, Wrabness and Wix",5
Brightlingsea,5
Burrsville,10
Frinton,10
Golf Green,10
Great and Little Oakley,10
Great Bentley,5
Hamford,0
Harwich East,0
Harwich East Central,5
Harwich West,10
Harwich West Central,5
Haven,10
Holland and Kirby,0
Homelands,5
Lawford,10
Little Clacton and Weeley,20
"Manningtree, Mistley, Little Bentley and Tendring",10
Peter Bruff,5
Pier,10
Ramsey and Parkeston,5
Rush Green,25
St Osyth and Point Clear,35
"Thorrington, Frating, Elmstead and Great Bromley",15
Ashdon,15
Barnston and High Easter,20
Birchanger,15
Broad Oak and the Hallingburys,25
Clavering,10
Elsenham and Henham,5
Felsted,5
Great Dunmow North,20
Great Dunmow South,5
Hatfield Heath,35
Littlebury,5
Newport,10
Saffron Walden Audley,5
Saffron Walden Castle,5
Saffron Walden Shire,0
Stansted North,5
Stansted South,5
Stebbing,0
Stort Valley,5
Takeley and the Canfields,10
Thaxted,0
The Chesterfords,15
The Eastons,45
The Rodings,15
The Sampfords,0
Wenden Lofts,0
Wimbish and Debden,20
Broxbourne,5
Bury Green,10
Cheshunt Central,5
Cheshunt North,10
Flamstead End,0
Goffs Oak,10
Hoddesdon North,10
Hoddesdon Town,20
Rosedale,30
Rye Park,5
Theobalds,5
Waltham Cross,5
Wormley & Turnford,10
Adeyfield East,30
Adeyfield West,5
Aldbury and Wigginton,5
Apsley and Corner Hall,0
Ashridge,5
Bennetts End,5
Berkhamsted Castle,0
Berkhamsted East,0
Berkhamsted West,10
"Bovingdon, Flaunden and Chipperfield",0
Boxmoor,0
Chaulden and Warners End,10
Gadebridge,5
Grovehill,0
Hemel Hempstead Town,0
Kings Langley,0
Leverstock Green,10
Nash Mills,15
Northchurch,5
Tring Central,5
Tring East,5
Tring West and Rural,5
Watling,0
Woodhall Farm,0
Bishop's Stortford All Saints,10
Bishop's Stortford Central,10
Bishop's Stortford Meads,0
Bishop's Stortford Silverleys,0
Bishop's Stortford South,0
Braughing,0
Buntingford,0
Datchworth & Aston,5
Great Amwell,5
Hertford Bengeo,0
Hertford Castle,5
Hertford Heath,15
Hertford Kingsmead,10
Hertford Rural North,10
Hertford Rural South,15
Hertford Sele,75
Hunsdon,55
Little Hadham,15
Much Hadham,95
Mundens and Cottered,45
Puckeridge,65
Sawbridgeworth,60
Stanstead Abbots,65
Thundridge & Standon,80
Walkern,15
Ware Chadwell,25
Ware Christchurch,15
Ware St Mary's,5
Ware Trinity,10
Watton-at-Stone,15
Aldenham East,15
Aldenham West,5
Borehamwood Brookmeadow,35
Borehamwood Cowley Hill,35
Borehamwood Hillside,30
Borehamwood Kenilworth,5
Bushey Heath,0
Bushey North,5
Bushey Park,0
Bushey St James,5
Elstree,15
Potters Bar Furzefield,10
Potters Bar Oakmere,5
Potters Bar Parkfield,5
Shenley,5
Baldock East,0
Baldock Town,0
Cadwell,5
Chesfield,5
Codicote,10
Hitchin Bearton,0
Hitchin Highbury,5
Hitchin Oughton,20
Hitchin Priory,15
Hitchin Walsworth,35
"Hitchwood, Offa and Hoo",30
Kimpton,5
Knebworth,15
Letchworth East,15
Letchworth Grange,20
Letchworth South East,10
Letchworth South West,5
Letchworth Wilbury,5
Royston Heath,5
Royston Meridian,5
Royston Palace,0
Weston and Sandon,10
Ashley,15
Batchwood,5
Clarence,5
Colney Heath,5
Cunningham,10
Harpenden East,10
Harpenden North,5
Harpenden South,25
Harpenden West,10
London Colney,15
Marshalswick North,25
Marshalswick South,5
Park Street,30
Redbourn,15
Sandridge,15
Sopwell,10
St Peters,10
Verulam,10
Wheathampstead,10
Bandley Hill,5
Bedwell,5
Chells,15
Longmeadow,20
Martins Wood,5
Pin Green,10
Roebuck,10
Shephall,10
Symonds Green,10
Abbots Langley,5
Bedmond & Primrose Hill,25
Carpenders Park,40
Chorleywood East,10
Chorleywood West,20
Croxley Green,10
Croxley Green North,0
Croxley Green South,10
Hayling,10
Langleybury,10
Leavesden,40
Maple Cross & Mill End,5
Moor Park & Eastbury,10
Northwick,25
Oxhey Hall,10
Rickmansworth,35
Rickmansworth West,5
Sarratt,40
Callowland,15
Leggatts,5
Nascot,0
Oxhey,5
Stanborough,5
Tudor,0
Vicarage,20
Brookmans Park and Little Heath,25
Haldens,15
Handside,5
Hatfield Central,30
Hatfield East,75
Hatfield South,20
Hatfield Villages,0
Hatfield West,40
Hollybush,60
Howlands,25
Northaw and Cuffley,10
Panshanger,15
Peartree,10
Sherrards,5
Welham Green,10
Welwyn East,5
Welwyn West,10
Buckenham,5
Burgh and Haverscroft,10
Conifer,5
Dereham-Central,5
Dereham-Humbletoft,5
Dereham-Neatherd,0
Dereham-Toftwood,10
East Guiltcross,5
Eynsford,10
Haggard de Toni,0
Harling and Heathlands,0
Hermitage,0
Launditch,25
Mid Forest,25
Nar Valley,10
Necton,5
Queen's,10
Shipdham,5
Springvale and Scarning,10
Swaffham,0
Swanton Morley,0
Taverner,5
Templar,10
Thetford-Abbey,5
Thetford-Castle,5
Thetford-Guildhall,10
Thetford-Saxon,5
Two Rivers,5
Upper Wensum,15
Upper Yare,5
Watton,10
Wayland,10
Weeting,25
West Guiltcross,10
Wissey,15
Acle,35
Aylsham,45
Blofield with South Walsham,45
Brundall,25
Burlingham,15
Buxton,25
Coltishall,20
Drayton North,30
Drayton South,5
Eynesford,5
Great Witchingham,15
Hellesdon North West,5
Hellesdon South East,5
Hevingham,20
Horsford and Felthorpe,15
Marshes,15
Old Catton and Sprowston West,5
Plumstead,5
Reepham,0
Spixworth with St Faiths,0
Sprowston Central,15
Sprowston East,5
Taverham North,0
Taverham South,5
Thorpe St Andrew North West,5
Thorpe St Andrew South East,5
Wroxham,0
Bradwell North,10
Bradwell South and Hopton,25
Caister North,5
Caister South,5
Central and Northgate,10
Claydon,5
East Flegg,10
Fleggburgh,5
Gorleston,5
Lothingland,5
Magdalen,5
Nelson,5
Southtown and Cobholm,25
West Flegg,5
Yarmouth North,0
Airfield,5
Brancaster,5
Burnham,5
Clenchwarton,50
Dersingham,5
Docking,0
Downham Old Town,35
East Downham,0
Emneth with Outwell,15
Fairstead,5
Gayton,5
Gaywood Chase,45
Gaywood North Bank,5
Grimston,5
Heacham,10
Hilgay with Denver,30
Hunstanton,40
Mershe Lande,10
North Downham,25
North Lynn,5
North Wootton,10
Old Gaywood,0
Rudham,10
Snettisham,5
South and West Lynn,10
South Downham,20
South Wootton,55
Spellowfields,15
Springwood,55
St Lawrence,10
St Margarets with St Nicholas,15
Upwell and Delph,20
Valley Hill,40
Walpole,20
Watlington,20
West Winch,0
Wiggenhall,10
Wimbotsham with Fincham,0
Astley,0
Briston,0
Chaucer,0
Corpusty,0
Cromer Town,5
Erpingham,5
Gaunt,5
Glaven Valley,10
Happisburgh,5
High Heath,0
Holt,0
Hoveton,5
Lancaster North,5
Lancaster South,5
Mundesley,0
North Walsham East,5
North Walsham North,0
North Walsham West,0
Poppyland,5
Scottow,5
Sheringham North,5
Sheringham South,5
St Benet,0
Stalham and Sutton,0
Suffield Park,0
The Raynhams,0
The Runtons,5
Walsingham,30
Waxham,10
Wensum,20
Worstead,10
Bowthorpe,10
Catton Grove,5
Crome,20
Eaton,10
Lakenham,15
Mancroft,30
Mile Cross,40
Sewell,20
Thorpe Hamlet,20
Town Close,15
Beck Vale,0
Bressingham and Burston,15
Brooke,0
Bunwell,15
Chedgrave and Thurton,0
Cringleford,10
Cromwells,5
Dickleburgh,5
Diss,10
Ditchingham and Broome,25
Earsham,20
Easton,30
Forncett,40
Gillingham,20
Harleston,5
Hempnall,20
Hethersett,10
Hingham and Deopham,0
Loddon,10
Mulbarton,0
New Costessey,5
Newton Flotman,10
Northfields,15
Old Costessey,10
Poringland with the Framinghams,10
Rockland,10
Rustens,5
Scole,5
Stoke Holy Cross,0
Stratton,10
Tasburgh,0
Thurlton,5
Wicklewood,10
Berners,30
Boxford,5
Brett Vale,5
Brook,0
Bures St Mary,5
Chadacre,10
Dodnash,5
Glemsford and Stanstead,5
Great Cornard North,5
Great Cornard South,5
Hadleigh North,0
Hadleigh South,5
Lavenham,0
Leavenheath,5
Long Melford,5
Lower Brett,0
Mid Samford,5
Nayland,10
North Cosford,5
Pinewood,0
South Cosford,5
Sudbury East,5
Sudbury North,15
Sudbury South,45
Waldingfield,25
Brandon East,15
Brandon West,5
Eriswell and The Rows,20
Exning,10
Great Heath,10
Iceni,5
Lakenheath,10
Red Lodge,25
Severals,10
Bixley,10
Castle Hill,0
Gainsborough,0
Gipping,10
Holywells,5
Priory Heath,10
Rushmere,0
Sprites,0
Stoke Park,20
Whitton,5
Bacton and Old Newton,20
Badwell Ash,5
Barking and Somersham,10
Bramford and Blakenham,5
Claydon and Barham,5
Debenham,0
Elmswell and Norton,20
Eye,20
Fressingfield,30
Gislingham,15
Haughley and Wetherden,15
Helmingham and Coddenham,5
Hoxne,10
Mendlesham,10
Needham Market,5
Onehouse,15
Palgrave,30
Rattlesden,5
Rickinghall and Walsham,15
Ringshall,15
Stowmarket Central,10
Stowmarket North,5
Stowmarket South,0
Stowupland,5
Stradbroke and Laxfield,30
The Stonhams,5
Thurston and Hessett,5
Wetheringsett,10
Woolpit,5
Worlingworth,0
Abbeygate,15
Bardwell,15
Barningham,5
Barrow,5
Cavendish,15
Chedburgh,20
Clare,30
Eastgate,10
Fornham,10
Great Barton,10
Haverhill East,30
Haverhill North,20
Haverhill South,15
Haverhill West,20
Horringer and Whelnetham,15
Hundon,40
Ixworth,10
Kedington,10
Minden,5
Moreton Hall,15
Pakenham,5
Risby,5
Risbygate,0
Rougham,5
Southgate,5
St Olaves,5
Wickhambrook,5
Withersfield,20
Aldeburgh,10
Earl Soham,20
Farlingaye,20
Felixstowe East,0
Felixstowe North,25
Felixstowe South,10
Felixstowe South East,10
Felixstowe West,0
Framlingham,5
Grundisburgh,0
Hacheston,25
Hollesley with Eyke,50
Kesgrave East,25
Kesgrave West,25
Kyson,30
Leiston,5
Martlesham,15
Melton and Ufford,25
Nacton,15
Orford and Tunstall,5
Otley,15
Peasenhall,30
Rendlesham,5
Rushmere St Andrew,15
Saxmundham,15
Seckford,25
Snape,30
Trimleys with Kirton,15
Walberswick and Wenhaston,10
Wickham Market,25
Witnesham,20
Yoxford,25
Beccles North,5
Beccles South,10
Blything,35
Bungay,10
Carlton Colville,5
Gunton and Corton,5
Halesworth,5
Kessingland,5
Kirkley,0
Normanston,10
Oulton,5
Oulton Broad,25
Pakefield,5
Southwold and Reydon,15
Wainford,15
Worlingham,0
Wrentham,5
Belsize,5
Bloomsbury,0
Camden Town with Primrose Hill,0
Cantelowes,5
Fortune Green,5
Frognal and Fitzjohns,10
Gospel Oak,5
Hampstead Town,10
Haverstock,5
Highgate,10
Holborn and Covent Garden,25
Kentish Town,5
Kilburn,0
King's Cross,15
Regent's Park,30
St Pancras and Somers Town,5
Swiss Cottage,10
West Hampstead,20
"Aldersgate,Cheap",5
"Aldgate,Billingsgate,Bishopsgate,Bridge,Broad Street,Candlewick,Corn",0
"Bassishaw,Coleman Street,Cripplegate",0
"Bread Street,Castle Baynard,Cordwainer,Dowgate,Farringdon Within,Far",15
Brownswood,5
Cazenove,5
Chatham,0
Clissold,5
De Beauvoir,5
Hackney Central,20
Hackney Downs,5
Haggerston,10
Hoxton,5
King's Park,5
Leabridge,5
Lordship,5
New River,0
Queensbridge,10
Stoke Newington Central,0
Wick,10
Addison,10
Askew,5
Avonmore and Brook Green,10
College Park and Old Oak,5
Fulham Broadway,15
Fulham Reach,5
Hammersmith Broadway,5
Munster,10
North End,10
Palace Riverside,10
Parsons Green and Walham,10
Ravenscourt Park,5
Sands End,10
Shepherd's Bush Green,15
Wormholt and White City,10
Bounds Green,10
Bruce Grove,10
Crouch End,5
Fortis Green,10
Harringay,95
Hornsey,45
Muswell Hill,10
Noel Park,5
Northumberland Park,15
Seven Sisters,15
Stroud Green,40
Tottenham Green,100
Tottenham Hale,10
West Green,40
White Hart Lane,30
Barnsbury,10
Bunhill,20
Caledonian,5
Canonbury,0
Clerkenwell,0
Finsbury Park,0
Highbury East,10
Highbury West,5
Hillrise,5
Holloway,5
Junction,5
Mildmay,20
Tollington,40
Abingdon,0
Campden,20
Colville,10
Courtfield,0
Cremorne,0
Earl's Court,5
Golborne,10
Hans Town,15
Holland,10
Norland,40
Notting Barns,0
Pembridge,10
Queen's Gate,5
Redcliffe,0
Royal Hospital,5
St Charles,25
Bishop's,0
Brixton Hill,5
Clapham Common,10
Clapham Town,0
Coldharbour,10
Ferndale,35
Gipsy Hill,10
Herne Hill,5
Knight's Hill,5
Larkhall,10
Oval,10
Prince's,10
Stockwell,0
Streatham Hill,0
Streatham South,5
Streatham Wells,5
Thornton,0
Thurlow Park,0
Tulse Hill,0
Vassall,5
Brockley,5
Catford South,0
Crofton Park,0
Downham,0
Evelyn,0
Forest Hill,5
Grove Park,5
Ladywell,5
Lee Green,10
Lewisham Central,10
New Cross,10
Perry Vale,20
Rushey Green,10
Sydenham,0
Telegraph Hill,0
Whitefoot,5
Beckton,0
Boleyn,5
Canning Town North,5
Canning Town South,0
Custom House,10
East Ham Central,10
East Ham North,10
East Ham South,5
Forest Gate North,0
Forest Gate South,10
Green Street East,5
Green Street West,0
Little Ilford,0
Manor Park,60
Plaistow North,55
Plaistow South,50
Royal Docks,15
Stratford and New Town,45
Wall End,125
West Ham,75
Brunswick Park,15
Camberwell Green,35
Cathedrals,35
East Dulwich,35
East Walworth,25
Faraday,75
Livesey,10
Nunhead,5
Peckham,0
Peckham Rye,0
Rotherhithe,0
South Bermondsey,10
South Camberwell,5
Surrey Docks,5
The Lane,5
Bethnal Green North,15
Bethnal Green South,5
Blackwall and Cubitt Town,5
Bow East,5
Bow West,0
Bromley-by-Bow,5
East India and Lansbury,10
Limehouse,0
Mile End and Globe Town,15
Mile End East,5
Millwall,5
Shadwell,10
Spitalfields and Banglatown,5
St Dunstan's and Stepney Green,5
St Katharine's and Wapping,5
Weavers,25
Whitechapel,10
Balham,5
Bedford,5
Earlsfield,15
East Putney,5
Furzedown,0
Graveney,15
Latchmere,0
Nightingale,5
Northcote,5
Queenstown,0
Roehampton and Putney Heath,5
Shaftesbury,5
Southfields,5
St Mary's Park,5
Thamesfield,5
Tooting,5
Wandsworth Common,5
West Hill,5
West Putney,5
Abbey Road,20
Bayswater,20
Bryanston and Dorset Square,10
Church Street,0
Churchill,5
Harrow Road,0
Hyde Park,0
Knightsbridge and Belgravia,5
Lancaster Gate,5
Little Venice,5
Maida Vale,0
Marylebone High Street,5
Tachbrook,10
Vincent Square,0
Warwick,15
West End,10
Westbourne,30
Alibon,5
Becontree,5
Chadwell Heath,15
Eastbrook,5
Eastbury,5
Gascoigne,5
Goresbrook,10
Mayesbrook,5
Parsloes,5
River,0
Thames,5
Valence,5
Whalebone,10
Burnt Oak,0
Childs Hill,15
Colindale,45
Coppetts,10
East Barnet,45
East Finchley,10
Edgware,60
Finchley Church End,45
Garden Suburb,20
Golders Green,45
High Barnet,20
Oakleigh,20
Totteridge,10
Underhill,20
West Finchley,45
West Hendon,70
Barnehurst,35
Belvedere,30
Blackfen and Lamorbey,5
Blendon and Penhill,0
Colyers,5
Cray Meadows,5
Crayford,5
Danson Park,0
East Wickham,20
Erith,5
Falconwood and Welling,5
Lesnes Abbey,0
Longlands,5
Northumberland Heath,0
Sidcup,0
Thamesmead East,0
Alperton,5
Barnhill,5
Brondesbury Park,10
Dollis Hill,5
Dudden Hill,5
Fryent,5
Harlesden,20
Kensal Green,20
Mapesbury,20
Northwick Park,5
Stonebridge,5
Sudbury,5
Tokyngton,0
Welsh Harp,10
Wembley Central,5
Willesden Green,0
Bickley,15
Biggin Hill,10
Bromley Common and Keston,10
Bromley Town,5
Chelsfield and Pratts Bottom,0
Chislehurst,5
Clock House,5
Copers Cope,5
Cray Valley East,0
Cray Valley West,0
Crystal Palace,20
Darwin,45
Farnborough and Crofton,40
Hayes and Coney Hall,10
Kelsey and Eden Park,5
Mottingham and Chislehurst North,5
Orpington,0
Penge and Cator,0
Petts Wood and Knoll,10
Plaistow and Sundridge,10
Shortlands,15
West Wickham,0
Addiscombe,0
Ashburton,15
Bensham Manor,5
Broad Green,5
Coulsdon East,15
Coulsdon West,5
Croham,5
Fieldway,5
Heathfield,0
