GEOGRAPHY_CODE,OBS_VALUE,,,,,,,,GEOGRAPHY_NAME
E05005954,5,,,,,,,,Walgrave
E05005955,5,,,,,,,,Weedon
E05005956,0,,,,,,,,Welford
E05005957,5,,,,,,,,West Haddon and Guilsborough
E05005958,10,,,,,,,,Woodford
E05005959,0,,,,,,,,Yelvertoft
E05005960,0,,,,,,,,Barnwell
E05005961,5,,,,,,,,Fineshade
E05005962,10,,,,,,,,Higham Ferrers Chichele
E05005963,10,,,,,,,,Higham Ferrers Lancaster
E05005964,10,,,,,,,,Irthlingborough John Pyel
E05005965,5,,,,,,,,Irthlingborough Waterloo
E05005966,5,,,,,,,,King's Forest
E05005967,0,,,,,,,,Lower Nene
E05005968,0,,,,,,,,Lyveden
E05005969,10,,,,,,,,Oundle
E05005970,5,,,,,,,,Prebendal
E05005971,10,,,,,,,,Raunds Saxon
E05005972,5,,,,,,,,Raunds Windmill
E05005973,10,,,,,,,,Rushden Bates
E05005974,35,,,,,,,,Rushden Hayden
E05005975,20,,,,,,,,Rushden Pemberton
E05005976,10,,,,,,,,Rushden Sartoris
E05005977,20,,,,,,,,Rushden Spencer
E05005978,0,,,,,,,,Stanwick
E05005979,10,,,,,,,,Thrapston Lakes
E05005980,10,,,,,,,,Thrapston Market
E05005981,5,,,,,,,,Woodford
E05005982,35,,,,,,,,All Saints
E05005983,40,,,,,,,,Avondale Grange
E05005984,10,,,,,,,,Barton
E05005985,10,,,,,,,,Brambleside
E05005986,15,,,,,,,,Burton Latimer
E05005987,15,,,,,,,,Desborough Loatland
E05005988,15,,,,,,,,Desborough St Giles
E05005989,10,,,,,,,,Ise Lodge
E05008549,15,,,,,,,,Northfield
E05005991,30,,,,,,,,Pipers Hill
E05005992,0,,,,,,,,Queen Eleanor and Buccleuch
E05005993,20,,,,,,,,Rothwell
E05005994,10,,,,,,,,Slade
E05005995,40,,,,,,,,St Michael's and Wicksteed
E05005996,10,,,,,,,,St Peter's
E05008550,0,,,,,,,,Welland
E05005998,45,,,,,,,,William Knibb
E05006001,40,,,,,,,,Abington
E05005999,20,,,,,,,,Billing
E05006000,5,,,,,,,,Boothville
E05006002,30,,,,,,,,Brookside
E05006003,90,,,,,,,,Castle
E05008824,40,,,,,,,,Delapre and Briar Hill
E05008825,10,,,,,,,,East Hunsbury
E05008826,30,,,,,,,,Eastfield
E05008827,20,,,,,,,,Headlands
E05008828,30,,,,,,,,Kings Heath
E05008829,15,,,,,,,,Kingsley
E05008830,0,,,,,,,,Kingsthorpe
E05008831,20,,,,,,,,Nene Valley
E05008832,15,,,,,,,,New Duston
E05008833,5,,,,,,,,Obelisk
E05008834,10,,,,,,,,Old Duston
E05008835,5,,,,,,,,Park
E05008836,10,,,,,,,,Parklands
E05008837,10,,,,,,,,Phippsville
E05008838,30,,,,,,,,Rectory Farm
E05008839,20,,,,,,,,Riverside
E05008840,10,,,,,,,,Rushmills
E05008841,30,,,,,,,,Semilong
E05008842,15,,,,,,,,Spencer
E05008843,5,,,,,,,,Spring Park
E05008844,30,,,,,,,,St David's
E05008845,35,,,,,,,,St James
E05008848,15,,,,,,,,Sunnyside
E05008849,55,,,,,,,,Talavera
E05008850,15,,,,,,,,Trinity
E05008846,15,,,,,,,,Upton
E05008847,5,,,,,,,,West Hunsbury
E05008851,5,,,,,,,,Westone
E05008852,5,,,,,,,,Astwell
E05008853,0,,,,,,,,Blakesley and Cote
E05008854,5,,,,,,,,Blisworth and Roade
E05008855,0,,,,,,,,Brackley East
E05008856,5,,,,,,,,Brackley South
E05006027,5,,,,,,,,Brackley West
E05006028,5,,,,,,,,Brafield and Yardley
E05006029,5,,,,,,,,Cosgrove and Grafton
E05006030,0,,,,,,,,Danvers and Wardoun
E05006031,0,,,,,,,,Deanshanger
E05006032,5,,,,,,,,Grange Park
E05006033,5,,,,,,,,Hackleton
E05006034,0,,,,,,,,Harpole and Grange
E05006035,5,,,,,,,,Heyfords and Bugbrooke
E05006036,5,,,,,,,,Kings Sutton
E05006037,5,,,,,,,,Kingthorn
E05006038,0,,,,,,,,Little Brook
E05006039,5,,,,,,,,Middleton Cheney
E05006040,0,,,,,,,,Old Stratford
E05006041,0,,,,,,,,Salcey
E05006042,0,,,,,,,,Silverstone
E05006043,0,,,,,,,,Steane
E05006044,0,,,,,,,,Tove
E05006045,10,,,,,,,,Towcester Brook
E05006046,5,,,,,,,,Towcester Mill
E05006047,0,,,,,,,,Washington
E05006048,0,,,,,,,,Whittlewood
E05006049,20,,,,,,,,Brickhill
E05006050,30,,,,,,,,Castle
E05006051,25,,,,,,,,Croyland
E05006052,10,,,,,,,,Earls Barton
E05006053,15,,,,,,,,Finedon
E05008595,0,,,,,,,,Great Doddington and Wilby
E05006055,35,,,,,,,,Hemmingwell
E05006056,10,,,,,,,,Irchester
E05006057,5,,,,,,,,North
E05006058,35,,,,,,,,Queensway
E05008596,5,,,,,,,,Redwell East
E05006060,5,,,,,,,,Redwell West
E05006061,0,,,,,,,,South
E05006062,30,,,,,,,,Swanspool
E05008597,0,,,,,,,,West
E05006064,0,,,,,,,,Wollaston
E05006065,0,,,,,,,,Aire Valley with Lothersdale
E05006066,0,,,,,,,,Barden Fell
E05008598,5,,,,,,,,Bentham
E05006068,0,,,,,,,,Cowling
E05006069,0,,,,,,,,Embsay-with-Eastby
E05006189,0,,,,,,,,Gargrave and Malhamdale
E05006190,5,,,,,,,,Glusburn
E05006191,0,,,,,,,,Grassington
E05006192,0,,,,,,,,Hellifield and Long Preston
E05006193,0,,,,,,,,Ingleton and Clapham
E05006194,0,,,,,,,,Penyghent
E05006195,5,,,,,,,,Settle and Ribblebanks
E05006196,10,,,,,,,,Skipton East
E05006197,0,,,,,,,,Skipton North
E05006198,15,,,,,,,,Skipton South
E05006199,10,,,,,,,,Skipton West
E05006200,10,,,,,,,,Sutton-in-Craven
E05006201,0,,,,,,,,Upper Wharfedale
E05006202,0,,,,,,,,West Craven
E05006203,10,,,,,,,,Bedale
E05006204,5,,,,,,,,Brompton
E05006205,0,,,,,,,,Broughton and Greenhow
E05006206,0,,,,,,,,Cowtons
E05006207,0,,,,,,,,Crakehall
E05006208,0,,,,,,,,Easingwold
E05006209,15,,,,,,,,Great Ayton
E05006210,0,,,,,,,,Helperby
E05006211,5,,,,,,,,Huby and Sutton
E05006212,0,,,,,,,,Leeming
E05006213,0,,,,,,,,Leeming Bar
E05006214,0,,,,,,,,Morton-on-Swale
E05006215,5,,,,,,,,Northallerton Broomfield
E05006216,20,,,,,,,,Northallerton Central
E05006217,5,,,,,,,,Northallerton North
E05006218,0,,,,,,,,Osmotherley
E05006219,5,,,,,,,,Romanby
E05006220,0,,,,,,,,Rudby
E05006221,0,,,,,,,,Shipton
E05006222,5,,,,,,,,Sowerby
E05006223,0,,,,,,,,Stillington
E05006224,15,,,,,,,,Stokesley
E05006225,0,,,,,,,,Swainby
E05006226,0,,,,,,,,Tanfield
E05006227,15,,,,,,,,Thirsk
E05006228,0,,,,,,,,Thorntons
E05006229,0,,,,,,,,Tollerton
E05006230,5,,,,,,,,Topcliffe
E05006231,0,,,,,,,,White Horse
E05006232,0,,,,,,,,Whitestonecliffe
E05006233,5,,,,,,,,Bilton
E05006234,5,,,,,,,,Bishop Monkton
E05006235,0,,,,,,,,Boroughbridge
E05006236,0,,,,,,,,Claro
E05006237,20,,,,,,,,Granby
E05006238,5,,,,,,,,Harlow Moor
E05006239,15,,,,,,,,High Harrogate
E05006240,5,,,,,,,,Hookstone
E05006241,0,,,,,,,,Killinghall
E05006242,0,,,,,,,,Kirkby Malzeard
E05006243,5,,,,,,,,Knaresborough East
E05006244,5,,,,,,,,Knaresborough King James
E05006245,10,,,,,,,,Knaresborough Scriven Park
E05006246,15,,,,,,,,Low Harrogate
E05006247,0,,,,,,,,Lower Nidderdale
E05006248,5,,,,,,,,Marston Moor
E05006249,0,,,,,,,,Mashamshire
E05006250,15,,,,,,,,New Park
E05006251,5,,,,,,,,Newby
E05006252,5,,,,,,,,Nidd Valley
E05006253,5,,,,,,,,Ouseburn
E05006254,5,,,,,,,,Pannal
E05006256,5,,,,,,,,Pateley Bridge
E05006255,0,,,,,,,,Ribston
E05006257,15,,,,,,,,Ripon Minster
E05006258,5,,,,,,,,Ripon Moorside
E05006259,5,,,,,,,,Ripon Spa
E05006260,5,,,,,,,,Rossett
E05006261,10,,,,,,,,Saltergate
E05006262,0,,,,,,,,Spofforth with Lower Wharfedale
E05006263,20,,,,,,,,Starbeck
E05006264,5,,,,,,,,Stray
E05006265,0,,,,,,,,Washburn
E05006266,0,,,,,,,,Wathvale
E05006267,10,,,,,,,,Woodfield
E05006268,0,,,,,,,,Addlebrough
E05006269,0,,,,,,,,Barton
E05006270,0,,,,,,,,Bolton Castle
E05006271,5,,,,,,,,Brompton-on-Swale and Scorton
E05006272,5,,,,,,,,Catterick
E05006273,35,,,,,,,,Colburn
E05006274,0,,,,,,,,Croft
E05006275,5,,,,,,,,Gilling West
E05006276,0,,,,,,,,Hawes and High Abbotside
E05006277,10,,,,,,,,Hipswell
E05006278,0,,,,,,,,Hornby Castle
E05006279,0,,,,,,,,Leyburn
E05006280,0,,,,,,,,Lower Wensleydale
E05006281,0,,,,,,,,Melsonby
E05006282,0,,,,,,,,Middleham
E05006283,0,,,,,,,,Middleton Tyas
E05006284,0,,,,,,,,Newsham with Eppleby
E05006285,0,,,,,,,,Penhill
E05006286,0,,,,,,,,Reeth and Arkengarthdale
E05006287,10,,,,,,,,Richmond Central
E05006288,5,,,,,,,,Richmond East
E05006289,15,,,,,,,,Richmond West
E05006290,5,,,,,,,,Scotton
E05006291,0,,,,,,,,Swaledale
E05006292,0,,,,,,,,Amotherby
E05006293,0,,,,,,,,Ampleforth
E05006294,0,,,,,,,,Cropton
E05006295,0,,,,,,,,Dales
E05006296,5,,,,,,,,Derwent
E05006297,0,,,,,,,,Helmsley
E05006298,0,,,,,,,,Hovingham
E05006299,0,,,,,,,,Kirkbymoorside
E05006300,15,,,,,,,,Malton
E05006301,15,,,,,,,,Norton East
E05006302,10,,,,,,,,Norton West
E05006303,5,,,,,,,,Pickering East
E05006304,5,,,,,,,,Pickering West
E05006305,5,,,,,,,,Rillington
E05006306,0,,,,,,,,Ryedale South West
E05006307,5,,,,,,,,Sherburn
E05006308,0,,,,,,,,Sheriff Hutton
E05006309,5,,,,,,,,Sinnington
E05006310,5,,,,,,,,Thornton Dale
E05006311,0,,,,,,,,Wolds
E05006312,45,,,,,,,,Castle
E05006313,5,,,,,,,,Cayton
E05006314,20,,,,,,,,Central
E05006315,5,,,,,,,,Danby
E05006316,5,,,,,,,,Derwent Valley
E05006317,30,,,,,,,,Eastfield
E05006318,5,,,,,,,,Esk Valley
E05006319,20,,,,,,,,Falsgrave Park
E05006320,10,,,,,,,,Filey
E05006321,0,,,,,,,,Fylingdales
E05006322,5,,,,,,,,Hertford
E05006323,5,,,,,,,,Lindhead
E05006324,10,,,,,,,,Mayfield
E05006325,5,,,,,,,,Mulgrave
E05006326,10,,,,,,,,Newby
E05006327,15,,,,,,,,North Bay
E05006328,10,,,,,,,,Northstead
E05006329,15,,,,,,,,Ramshill
E05006330,5,,,,,,,,"Scalby, Hackness and Staintondale"
E05006331,5,,,,,,,,Seamer
E05006332,10,,,,,,,,Stepney
E05006333,10,,,,,,,,Streonshalh
E05006334,5,,,,,,,,Weaponness
E05006335,10,,,,,,,,Whitby West Cliff
E05006336,15,,,,,,,,Woodlands
E05006337,0,,,,,,,,Appleton Roebuck
E05006338,10,,,,,,,,Barlby
E05006339,10,,,,,,,,Brayton
E05006340,10,,,,,,,,Camblesforth
E05006341,5,,,,,,,,Cawood with Wistow
E05006342,5,,,,,,,,Eggborough
E05006343,10,,,,,,,,Fairburn with Brotherton
E05006344,5,,,,,,,,Hambleton
E05006345,10,,,,,,,,Hemingbrough
E05006346,0,,,,,,,,Monk Fryston and South Milford
E05006347,0,,,,,,,,North Duffield
E05006348,0,,,,,,,,Riccall with Escrick
E05006349,0,,,,,,,,Saxton and Ulleskelf
E05006350,35,,,,,,,,Selby North
E05006351,35,,,,,,,,Selby South
E05006352,10,,,,,,,,Selby West
E05006353,10,,,,,,,,Sherburn in Elmet
E05006354,5,,,,,,,,Tadcaster East
E05006355,5,,,,,,,,Tadcaster West
E05006356,5,,,,,,,,Whitley
E05006357,30,,,,,,,,Hucknall Central
E05006358,40,,,,,,,,Hucknall East
E05006359,20,,,,,,,,Hucknall North
E05006360,40,,,,,,,,Hucknall West
E05006361,15,,,,,,,,Jacksdale
E05006362,20,,,,,,,,Kirkby in Ashfield Central
E05006363,35,,,,,,,,Kirkby in Ashfield East
E05006364,30,,,,,,,,Kirkby in Ashfield West
E05006365,30,,,,,,,,Selston
E05006366,50,,,,,,,,Sutton in Ashfield Central
E05006367,85,,,,,,,,Sutton in Ashfield East
E05006368,35,,,,,,,,Sutton in Ashfield North
E05006369,35,,,,,,,,Sutton in Ashfield West
E05006370,5,,,,,,,,Underwood
E05006371,15,,,,,,,,Woodhouse
E05006372,5,,,,,,,,Beckingham
E05006373,0,,,,,,,,Blyth
E05006374,15,,,,,,,,Carlton
E05006375,0,,,,,,,,Clayworth
E05006376,5,,,,,,,,East Markham
E05006377,35,,,,,,,,East Retford East
E05006378,20,,,,,,,,East Retford North
E05006379,20,,,,,,,,East Retford South
E05006380,30,,,,,,,,East Retford West
E05006381,5,,,,,,,,Everton
E05006382,45,,,,,,,,Harworth
E05006383,15,,,,,,,,Langold
E05006384,5,,,,,,,,Misterton
E05006385,5,,,,,,,,Rampton
E05006386,5,,,,,,,,Ranskill
E05006387,5,,,,,,,,Sturton
E05006388,0,,,,,,,,Sutton
E05006389,10,,,,,,,,Tuxford and Trent
E05006390,5,,,,,,,,Welbeck
E05006391,25,,,,,,,,Worksop East
E05006392,25,,,,,,,,Worksop North
E05006393,20,,,,,,,,Worksop North East
E05006394,45,,,,,,,,Worksop North West
E05006395,30,,,,,,,,Worksop South
E05006396,60,,,,,,,,Worksop South East
E05006397,0,,,,,,,,Attenborough
E05006398,5,,,,,,,,Awsworth
E05006399,25,,,,,,,,Beeston Central
E05006400,25,,,,,,,,Beeston North
E05006401,15,,,,,,,,Beeston Rylands
E05006402,5,,,,,,,,Beeston West
E05006403,5,,,,,,,,Bramcote
E05006404,5,,,,,,,,Brinsley
E05006405,5,,,,,,,,Chilwell East
E05006406,25,,,,,,,,Chilwell West
E05006407,20,,,,,,,,Cossall and Kimberley
E05006408,5,,,,,,,,Eastwood North and Greasley (Beauvale)
E05006409,45,,,,,,,,Eastwood South
E05006410,10,,,,,,,,Greasley (Giltbrook and Newthorpe)
E05006411,15,,,,,,,,Nuthall East and Strelley
E05006412,10,,,,,,,,Nuthall West and Greasley (Watnall)
E05006413,20,,,,,,,,Stapleford North
E05006414,15,,,,,,,,Stapleford South East
E05006415,30,,,,,,,,Stapleford South West
E05006416,5,,,,,,,,Toton and Chilwell Meadows
E05006417,5,,,,,,,,Trowell
E05006418,5,,,,,,,,Bestwood Village
E05006419,25,,,,,,,,Bonington
E05006420,0,,,,,,,,Burton Joyce and Stoke Bardolph
E05006421,15,,,,,,,,Calverton
E05006422,30,,,,,,,,Carlton
E05006423,20,,,,,,,,Carlton Hill
E05006424,25,,,,,,,,Daybrook
E05006425,15,,,,,,,,Gedling
E05006426,30,,,,,,,,Killisick
E05006427,15,,,,,,,,Kingswell
E05006428,5,,,,,,,,Lambley
E05006429,15,,,,,,,,Mapperley Plains
E05006430,30,,,,,,,,Netherfield and Colwick
E05006431,10,,,,,,,,Newstead
E05006432,15,,,,,,,,Phoenix
E05006433,15,,,,,,,,Porchester
E05006434,5,,,,,,,,Ravenshead
E05006435,10,,,,,,,,St James
E05006436,25,,,,,,,,St Marys
E05006437,20,,,,,,,,Valley
E05006438,0,,,,,,,,Woodborough
E05006439,15,,,,,,,,Woodthorpe
E05006440,0,,,,,,,,Abbott
E05006441,0,,,,,,,,Berry Hill
E05006442,10,,,,,,,,Brick Kiln
E05006443,25,,,,,,,,Broomhill
E05006444,15,,,,,,,,Bull Farm and Pleasley Hill
E05008857,25,,,,,,,,Carr Bank
E05008858,10,,,,,,,,Eakring
E05008859,0,,,,,,,,Grange Farm
E05008860,5,,,,,,,,Holly
E05008861,5,,,,,,,,Hornby
E05008862,5,,,,,,,,Kings Walk
E05008863,5,,,,,,,,Kingsway
E05008864,20,,,,,,,,Ladybrook
E05008865,5,,,,,,,,Lindhurst
E05008866,5,,,,,,,,Ling Forest
E05008867,5,,,,,,,,Manor
E05008868,5,,,,,,,,Market Warsop
E05008869,10,,,,,,,,Maun Valley
E05008870,10,,,,,,,,Meden
E05008871,10,,,,,,,,Netherfield
E05008872,15,,,,,,,,Newgate
E05008873,10,,,,,,,,Newlands
E05008874,30,,,,,,,,Oak Tree
E05008875,5,,,,,,,,Oakham
E05008876,5,,,,,,,,Park Hall
E05008877,15,,,,,,,,Peafields
E05008878,10,,,,,,,,Penniment
E05008879,40,,,,,,,,Portland
E05008880,10,,,,,,,,Racecourse
E05008881,25,,,,,,,,Ransom Wood
E05008882,10,,,,,,,,Sandhurst
E05008883,10,,,,,,,,Sherwood
E05008884,10,,,,,,,,Warsop Carrs
E05008885,20,,,,,,,,Woodhouse
E05008886,10,,,,,,,,Woodlands
E05008887,10,,,,,,,,Yeoman Hill
E05008888,10,,,,,,,,Balderton North
E05008889,20,,,,,,,,Balderton West
E05008890,20,,,,,,,,Beacon
E05008891,10,,,,,,,,Blidworth
E05008892,30,,,,,,,,Boughton
E05006464,35,,,,,,,,Bridge
E05006465,40,,,,,,,,Castle
E05006466,5,,,,,,,,Caunton
E05006467,10,,,,,,,,Clipstone
E05006468,10,,,,,,,,Collingham and Meering
E05006469,30,,,,,,,,Devon
E05006470,10,,,,,,,,Edwinstowe
E05006471,15,,,,,,,,Farndon
E05006472,10,,,,,,,,Farnsfield and Bilsthorpe
E05006473,0,,,,,,,,Lowdham
E05006474,25,,,,,,,,Magnus
E05006475,0,,,,,,,,Muskham
E05006476,25,,,,,,,,Ollerton
E05006477,20,,,,,,,,Rainworth
E05006478,5,,,,,,,,Southwell East
E05006479,5,,,,,,,,Southwell North
E05006480,5,,,,,,,,Southwell West
E05006481,5,,,,,,,,Sutton-on-Trent
E05006482,0,,,,,,,,Trent
E05006483,5,,,,,,,,Winthorpe
E05006484,5,,,,,,,,Abbey
E05006485,5,,,,,,,,Bingham East
E05006486,10,,,,,,,,Bingham West
E05006487,10,,,,,,,,Compton Acres
E05006488,25,,,,,,,,Cotgrave
E05006489,0,,,,,,,,Cranmer
E05006490,10,,,,,,,,Edwalton Village
E05006491,5,,,,,,,,Gamston
E05006492,0,,,,,,,,Gotham
E05006493,0,,,,,,,,Keyworth North
E05006494,10,,,,,,,,Keyworth South
E05006495,15,,,,,,,,Lady Bay
E05006496,15,,,,,,,,Leake
E05006497,5,,,,,,,,Lutterell
E05006498,5,,,,,,,,Manvers
E05006499,5,,,,,,,,Melton
E05006500,5,,,,,,,,Musters
E05006501,0,,,,,,,,Nevile
E05006502,0,,,,,,,,Oak
E05006503,15,,,,,,,,Ruddington
E05006504,5,,,,,,,,Soar Valley
E05006505,0,,,,,,,,Stanford
E05006506,0,,,,,,,,Thoroton
E05006507,0,,,,,,,,Tollerton
E05006508,10,,,,,,,,Trent
E05006509,10,,,,,,,,Trent Bridge
E05006510,5,,,,,,,,Wiverton
E05006511,0,,,,,,,,Wolds
E05006512,0,,,,,,,,Adderbury
E05006513,5,,,,,,,,Ambrosden and Chesterton
E05006514,5,,,,,,,,Banbury Calthorpe
E05006515,20,,,,,,,,Banbury Easington
E05006516,50,,,,,,,,Banbury Grimsbury and Castle
E05006517,15,,,,,,,,Banbury Hardwick
E05006518,15,,,,,,,,Banbury Neithrop
E05006519,30,,,,,,,,Banbury Ruscote
E05006520,5,,,,,,,,Bicester East
E05006521,5,,,,,,,,Bicester North
E05006522,5,,,,,,,,Bicester South
E05006523,10,,,,,,,,Bicester Town
E05006524,10,,,,,,,,Bicester West
E05006525,10,,,,,,,,Bloxham and Bodicote
E05006526,0,,,,,,,,Caversfield
E05006527,0,,,,,,,,Cropredy
E05006528,5,,,,,,,,Deddington
E05006529,0,,,,,,,,Fringford
E05006530,0,,,,,,,,Hook Norton
E05006531,5,,,,,,,,Kidlington North
E05006532,10,,,,,,,,Kidlington South
E05006533,0,,,,,,,,Kirtlington
E05006534,0,,,,,,,,Launton
E05006535,0,,,,,,,,Otmoor
E05006536,5,,,,,,,,Sibford
E05006537,5,,,,,,,,The Astons and Heyfords
E05006538,0,,,,,,,,Wroxton
E05006539,5,,,,,,,,"Yarnton, Gosford and Water Eaton"
E05006540,20,,,,,,,,Barton and Sandhills
E05006541,25,,,,,,,,Blackbird Leys
E05006542,5,,,,,,,,Carfax
E05006543,25,,,,,,,,Churchill
E05006544,15,,,,,,,,Cowley
E05006545,20,,,,,,,,Cowley Marsh
E05006546,15,,,,,,,,Headington
E05006547,15,,,,,,,,Headington Hill and Northway
E05006548,15,,,,,,,,Hinksey Park
E05006549,15,,,,,,,,"Holywell,St Mary's"
E05006550,10,,,,,,,,Iffley Fields
E05006551,10,,,,,,,,Jericho and Osney
E05006552,15,,,,,,,,Littlemore
E05006553,20,,,,,,,,Lye Valley
E05006554,5,,,,,,,,Marston
E05006566,5,,,,,,,,North
E05006555,30,,,,,,,,Northfield Brook
E05006556,10,,,,,,,,Quarry and Risinghurst
E05006557,25,,,,,,,,Rose Hill and Iffley
E05006558,0,,,,,,,,St Clement's
E05006559,0,,,,,,,,St Margaret's
E05006560,5,,,,,,,,Summertown
E05006561,0,,,,,,,,Wolvercote
E05006562,0,,,,,,,,Aston Rowant
E05006563,5,,,,,,,,Benson
E05006564,10,,,,,,,,Berinsfield
E05006565,0,,,,,,,,Brightwell
E05006567,5,,,,,,,,Chalgrove
E05006568,0,,,,,,,,Chiltern Woods
E05006569,5,,,,,,,,Chinnor
E05006570,5,,,,,,,,Cholsey and Wallingford South
E05006571,0,,,,,,,,Crowmarsh
E05006572,20,,,,,,,,Didcot All Saints
E05006573,10,,,,,,,,Didcot Ladygrove
E05006574,10,,,,,,,,Didcot Northbourne
E05006575,10,,,,,,,,Didcot Park
E05006576,0,,,,,,,,Forest Hill and Holton
E05006577,0,,,,,,,,Garsington
E05006578,0,,,,,,,,Goring
E05006579,5,,,,,,,,Great Milton
E05006580,5,,,,,,,,Hagbourne
E05006581,0,,,,,,,,Henley North
E05006582,5,,,,,,,,Henley South
E05006583,0,,,,,,,,Sandford
E05006584,0,,,,,,,,Shiplake
E05006585,5,,,,,,,,Sonning Common
E05006586,5,,,,,,,,Thame North
E05006587,10,,,,,,,,Thame South
E05006588,5,,,,,,,,Wallingford North
E05006589,0,,,,,,,,Watlington
E05006590,0,,,,,,,,Wheatley
E05006591,0,,,,,,,,Woodcote
E05006592,15,,,,,,,,Abingdon Abbey and Barton
E05006593,15,,,,,,,,Abingdon Caldecott
E05006594,5,,,,,,,,Abingdon Dunmore
E05006595,5,,,,,,,,Abingdon Fitzharris
E05006596,10,,,,,,,,Abingdon Northcourt
E05006597,10,,,,,,,,Abingdon Ock Meadow
E05006598,0,,,,,,,,Abingdon Peachcroft
E05006599,10,,,,,,,,Appleton and Cumnor
E05006600,5,,,,,,,,Blewbury and Upton
E05006601,0,,,,,,,,Craven
E05006602,0,,,,,,,,Drayton
E05006603,15,,,,,,,,Faringdon and The Coxwells
E05006604,5,,,,,,,,Greendown
E05006605,10,,,,,,,,Grove
E05006606,5,,,,,,,,Hanneys
E05006607,10,,,,,,,,Harwell
E05006608,5,,,,,,,,Hendreds
E05006609,5,,,,,,,,Kennington and South Hinksey
E05006610,5,,,,,,,,Kingston Bagpuize with Southmoor
E05006611,0,,,,,,,,Longworth
E05006612,5,,,,,,,,Marcham and Shippon
E05006613,5,,,,,,,,North Hinksey and Wytham
E05006614,0,,,,,,,,Radley
E05006615,10,,,,,,,,Shrivenham
E05006616,5,,,,,,,,Stanford
E05006617,10,,,,,,,,Sunningwell and Wootton
E05006618,5,,,,,,,,Sutton Courtenay and Appleford
E05006619,15,,,,,,,,Wantage Charlton
E05006620,5,,,,,,,,Wantage Segsbury
E05006621,0,,,,,,,,Alvescot and Filkins
E05006622,5,,,,,,,,Ascott and Shipton
E05006623,0,,,,,,,,Bampton and Clanfield
E05006624,5,,,,,,,,Brize Norton and Shilton
E05006625,0,,,,,,,,Burford
E05006626,15,,,,,,,,Carterton North East
E05006627,5,,,,,,,,Carterton North West
E05006628,5,,,,,,,,Carterton South
E05006629,0,,,,,,,,Chadlington and Churchill
E05006630,5,,,,,,,,Charlbury and Finstock
E05006631,15,,,,,,,,Chipping Norton
E05006632,0,,,,,,,,Ducklington
E05006633,10,,,,,,,,Eynsham and Cassington
E05006634,5,,,,,,,,Freeland and Hanborough
E05006635,5,,,,,,,,"Hailey, Minster Lovell and Leafield"
E05006636,0,,,,,,,,"Kingham, Rollright and Enstone"
E05006637,0,,,,,,,,Milton-under-Wychwood
E05006638,0,,,,,,,,North Leigh
E05006639,5,,,,,,,,"Standlake, Aston and Stanton Harcourt"
E05006640,5,,,,,,,,Stonesfield and Tackley
E05006641,5,,,,,,,,The Bartons
E05006642,15,,,,,,,,Witney Central
E05006643,10,,,,,,,,Witney East
E05006644,5,,,,,,,,Witney North
E05006645,15,,,,,,,,Witney South
E05006646,5,,,,,,,,Witney West
E05006647,0,,,,,,,,Woodstock and Bladon
E05006648,10,,,,,,,,Ammerdown
E05006649,5,,,,,,,,"Ashwick, Chilcompton and Stratton"
E05006650,5,,,,,,,,Beckington and Selwood
E05006651,0,,,,,,,,Butleigh and Baltonsborough
E05006652,5,,,,,,,,Chewton Mendip and Ston Easton
E05006653,10,,,,,,,,Coleford and Holcombe
E05006760,5,,,,,,,,"Cranmore, Doulting and Nunney"
E05006761,5,,,,,,,,Creech
E05006762,0,,,,,,,,Croscombe and Pilton
E05006763,5,,,,,,,,Frome Berkley Down
E05006764,10,,,,,,,,Frome College
E05006765,20,,,,,,,,Frome Keyford
E05006766,25,,,,,,,,Frome Market
E05006767,10,,,,,,,,Frome Oakfield
E05006768,20,,,,,,,,Frome Park
E05006769,5,,,,,,,,Glastonbury St Benedict's
E05006770,10,,,,,,,,Glastonbury St Edmund's
E05006771,5,,,,,,,,Glastonbury St John's
E05006772,0,,,,,,,,Glastonbury St Mary's
E05006773,5,,,,,,,,Moor
E05006774,5,,,,,,,,Postlebury
E05006775,0,,,,,,,,Rode and Norton St Philip
E05006776,0,,,,,,,,Rodney and Westbury
E05006777,25,,,,,,,,Shepton East
E05006778,10,,,,,,,,Shepton West
E05006779,5,,,,,,,,St Cuthbert Out North
E05006780,15,,,,,,,,Street North
E05006781,10,,,,,,,,Street South
E05006782,0,,,,,,,,Street West
E05006784,0,,,,,,,,The Pennards and Ditcheat
E05006785,5,,,,,,,,Wells Central
E05006783,20,,,,,,,,Wells St Cuthbert's
E05006786,5,,,,,,,,Wells St Thomas'
E05006787,5,,,,,,,,Wookey and St Cuthbert Out West
E05006788,0,,,,,,,,Axevale
E05006789,5,,,,,,,,Berrow
E05006790,25,,,,,,,,Bridgwater Dunwear
E05006791,15,,,,,,,,Bridgwater Eastover
E05006792,50,,,,,,,,Bridgwater Fairfax
E05006793,45,,,,,,,,Bridgwater Hamp
E05008893,25,,,,,,,,Bridgwater Victoria
E05008894,55,,,,,,,,Bridgwater Westover
E05008895,5,,,,,,,,Bridgwater Wyndham
E05008896,10,,,,,,,,Burnham Central
E05008897,5,,,,,,,,Burnham North
E05008898,10,,,,,,,,Cannington and Wembdon
E05008899,10,,,,,,,,Cheddar and Shipham
E05008900,0,,,,,,,,East Polden
E05008901,30,,,,,,,,Highbridge and Burnham Marine
