GEOGRAPHY_CODE,OBS_VALUE,,,,,,,,GEOGRAPHY_NAME
E05005303,0,,,,,,,,Ribchester
E05005304,0,,,,,,,,Sabden
E05005305,5,,,,,,,,Salthill
E05005306,5,,,,,,,,St Mary's
E05005307,0,,,,,,,,Waddington and West Bradford
E05005308,0,,,,,,,,Whalley
E05005309,5,,,,,,,,Wilpshire
E05005311,0,,,,,,,,Wiswell and Pendleton
E05005310,10,,,,,,,,Cribden
E05005312,5,,,,,,,,Eden
E05005313,15,,,,,,,,Facit and Shawforth
E05005314,5,,,,,,,,Goodshaw
E05005315,20,,,,,,,,Greenfield
E05005316,30,,,,,,,,Greensclough
E05005317,25,,,,,,,,Hareholme
E05005318,20,,,,,,,,Healey and Whitworth
E05005319,10,,,,,,,,Helmshore
E05005320,45,,,,,,,,Irwell
E05005321,30,,,,,,,,Longholme
E05005322,20,,,,,,,,Stacksteads
E05005323,15,,,,,,,,Whitewell
E05005324,50,,,,,,,,Worsley
E05005325,10,,,,,,,,Bamber Bridge East
E05005326,10,,,,,,,,Bamber Bridge North
E05005327,15,,,,,,,,Bamber Bridge West
E05005328,10,,,,,,,,Broad Oak
E05005329,5,,,,,,,,Charnock
E05005330,5,,,,,,,,Coupe Green and Gregson Lane
E05005331,10,,,,,,,,Earnshaw Bridge
E05005332,5,,,,,,,,Farington East
E05005333,10,,,,,,,,Farington West
E05005334,20,,,,,,,,Golden Hill
E05005335,5,,,,,,,,Howick and Priory
E05005336,20,,,,,,,,Kingsfold
E05005337,15,,,,,,,,Leyland Central
E05005338,15,,,,,,,,Leyland St. Ambrose
E05005339,5,,,,,,,,Leyland St. Mary's
E05005340,5,,,,,,,,Little Hoole and Much Hoole
E05005341,5,,,,,,,,Longton and Hutton West
E05005342,10,,,,,,,,Lostock Hall
E05005343,30,,,,,,,,Lowerhouse
E05005344,5,,,,,,,,Middleforth
E05005345,10,,,,,,,,Moss Side
E05005346,5,,,,,,,,New Longton and Hutton East
E05005347,5,,,,,,,,Samlesbury and Walton
E05005348,15,,,,,,,,Seven Stars
E05005349,5,,,,,,,,Tardy Gate
E05005350,5,,,,,,,,Walton-le-Dale
E05005351,5,,,,,,,,Whitefield
E05005352,20,,,,,,,,Ashurst
E05005353,0,,,,,,,,Aughton and Downholland
E05005354,5,,,,,,,,Aughton Park
E05005355,0,,,,,,,,Bickerstaffe
E05005356,30,,,,,,,,Birch Green
E05005357,5,,,,,,,,Burscough East
E05005358,10,,,,,,,,Burscough West
E05005359,15,,,,,,,,Derby
E05005380,50,,,,,,,,Digmoor
E05005360,5,,,,,,,,Halsall
E05005361,5,,,,,,,,Hesketh-with-Becconsall
E05005362,5,,,,,,,,Knowsley
E05005363,30,,,,,,,,Moorside
E05005364,0,,,,,,,,Newburgh
E05005365,10,,,,,,,,North Meols
E05005366,5,,,,,,,,Parbold
E05005367,5,,,,,,,,Rufford
E05005368,10,,,,,,,,Scarisbrick
E05005381,15,,,,,,,,Scott
E05005369,25,,,,,,,,Skelmersdale North
E05005370,20,,,,,,,,Skelmersdale South
E05005371,35,,,,,,,,Tanhouse
E05005372,10,,,,,,,,Tarleton
E05005373,20,,,,,,,,Up Holland
E05005374,5,,,,,,,,Wrightington
E05005375,20,,,,,,,,Bourne
E05005376,0,,,,,,,,Breck
E05005377,0,,,,,,,,Brock
E05005378,5,,,,,,,,Cabus
E05005379,0,,,,,,,,Calder
E05005382,5,,,,,,,,Carleton
E05005383,0,,,,,,,,Catterall
E05005384,10,,,,,,,,Cleveleys Park
E05005385,0,,,,,,,,Garstang
E05005386,5,,,,,,,,Great Eccleston
E05005387,5,,,,,,,,Hambleton and Stalmine-with-Staynall
E05005388,5,,,,,,,,Hardhorn
E05005389,10,,,,,,,,High Cross
E05005390,10,,,,,,,,Jubilee
E05005391,20,,,,,,,,Mount
E05005392,10,,,,,,,,Norcross
E05005393,20,,,,,,,,Park
E05005394,60,,,,,,,,Pharos
E05005395,0,,,,,,,,Pilling
E05005396,15,,,,,,,,Preesall
E05005397,30,,,,,,,,Rossall
E05005398,5,,,,,,,,Staina
E05005399,10,,,,,,,,Tithebarn
E05005400,5,,,,,,,,Victoria
E05005401,20,,,,,,,,Warren
E05005402,0,,,,,,,,Wyresdale
E05005403,10,,,,,,,,Blaby South
E05005404,5,,,,,,,,Cosby with South Whetstone
E05005405,10,,,,,,,,Countesthorpe
E05005406,5,,,,,,,,Croft Hill
E05005407,10,,,,,,,,Ellis
E05005408,10,,,,,,,,Enderby and St John's
E05005409,10,,,,,,,,Fairestone
E05005410,10,,,,,,,,Forest
E05005411,5,,,,,,,,Millfield
E05005412,5,,,,,,,,Muxloe
E05005413,10,,,,,,,,Narborough and Littlethorpe
E05005414,5,,,,,,,,Normanton
E05005415,10,,,,,,,,North Whetstone
E05005416,5,,,,,,,,Pastures
E05005417,20,,,,,,,,Ravenhurst and Fosse
E05005418,15,,,,,,,,Saxondale
E05005419,20,,,,,,,,Stanton and Flamville
E05005420,15,,,,,,,,Winstanley
E05005421,10,,,,,,,,Anstey
E05005422,10,,,,,,,,Barrow and Sileby West
E05005423,10,,,,,,,,Birstall Wanlip
E05005424,15,,,,,,,,Birstall Watermead
E05005425,0,,,,,,,,East Goscote
E05005426,5,,,,,,,,Forest Bradgate
E05005427,10,,,,,,,,Loughborough Ashby
E05005428,20,,,,,,,,Loughborough Dishley and Hathern
E05005429,10,,,,,,,,Loughborough Garendon
E05005430,50,,,,,,,,Loughborough Hastings
E05005431,30,,,,,,,,Loughborough Lemyngton
E05005432,0,,,,,,,,Loughborough Nanpantan
E05005433,10,,,,,,,,Loughborough Outwoods
E05005434,40,,,,,,,,Loughborough Shelthorpe
E05005435,20,,,,,,,,Loughborough Southfields
E05005436,25,,,,,,,,Loughborough Storer
E05005437,15,,,,,,,,Mountsorrel
E05005438,5,,,,,,,,Queniborough
E05005439,10,,,,,,,,Quorn and Mountsorrel Castle
E05005440,5,,,,,,,,Rothley and Thurcaston
E05005441,10,,,,,,,,Shepshed East
E05005442,15,,,,,,,,Shepshed West
E05005443,15,,,,,,,,Sileby
E05005444,20,,,,,,,,Syston East
E05005445,15,,,,,,,,Syston West
E05005446,0,,,,,,,,The Wolds
E05005447,20,,,,,,,,Thurmaston
E05005448,0,,,,,,,,Wreake Villages
E05005449,0,,,,,,,,Billesdon
E05005450,5,,,,,,,,Bosworth
E05005451,5,,,,,,,,Broughton Astley-Astley
E05005452,5,,,,,,,,Broughton Astley-Broughton
E05005453,5,,,,,,,,Broughton Astley-Primethorpe
E05005454,0,,,,,,,,Broughton Astley-Sutton
E05005455,0,,,,,,,,Dunton
E05005456,10,,,,,,,,Fleckney
E05005457,5,,,,,,,,Glen
E05005458,5,,,,,,,,Kibworth
E05005459,5,,,,,,,,Lubenham
E05005460,0,,,,,,,,Lutterworth Brookfield
E05005461,5,,,,,,,,Lutterworth Orchard
E05005462,5,,,,,,,,Lutterworth Springs
E05005463,5,,,,,,,,Lutterworth Swift
E05005464,15,,,,,,,,Market Harborough-Great Bowden and Arden
E05005465,5,,,,,,,,Market Harborough-Little Bowden
E05005466,5,,,,,,,,Market Harborough-Logan
E05005467,20,,,,,,,,Market Harborough-Welland
E05005468,0,,,,,,,,Misterton
E05005469,0,,,,,,,,Nevill
E05005470,0,,,,,,,,Peatling
E05005471,10,,,,,,,,Thurnby and Houghton
E05005472,5,,,,,,,,Tilton
E05005473,5,,,,,,,,Ullesthorpe
E05005474,5,,,,,,,,Ambien
E05005475,5,,,,,,,,"Barlestone, Nailstone and Osbaston"
E05005476,35,,,,,,,,Barwell
E05005477,15,,,,,,,,Burbage Sketchley and Stretton
E05005478,20,,,,,,,,Burbage St Catherines and Lash Hill
E05005479,5,,,,,,,,"Cadeby, Carlton and Market Bosworth with Shackerstone"
E05005480,55,,,,,,,,Earl Shilton
E05005481,10,,,,,,,,Groby
E05005483,25,,,,,,,,Hinckley Castle
E05005482,30,,,,,,,,Hinckley Clarendon
E05005484,20,,,,,,,,Hinckley De Montfort
E05005485,20,,,,,,,,Hinckley Trinity
E05005486,5,,,,,,,,"Markfield, Stanton and Fieldhead"
E05005487,15,,,,,,,,Newbold Verdon with Desford and Peckleton
E05005488,5,,,,,,,,"Ratby, Bagworth and Thornton"
E05005489,0,,,,,,,,Twycross and Witherley with Sheepy
E05005490,10,,,,,,,,Asfordby
E05005491,5,,,,,,,,Bottesford
E05005492,5,,,,,,,,Croxton Kerrial
E05005493,0,,,,,,,,Frisby-on-the-Wreake
E05005494,0,,,,,,,,Gaddesby
E05005495,5,,,,,,,,Long Clawson and Stathern
E05005496,15,,,,,,,,Melton Craven
E05005497,5,,,,,,,,Melton Dorian
E05005498,30,,,,,,,,Melton Egerton
E05005499,15,,,,,,,,Melton Newport
E05005500,15,,,,,,,,Melton Sysonby
E05005501,5,,,,,,,,Melton Warwick
E05005502,0,,,,,,,,Old Dalby
E05005503,5,,,,,,,,Somerby
E05005504,0,,,,,,,,Waltham-on-the-Wolds
E05005505,0,,,,,,,,Wymondham
E05005506,0,,,,,,,,Appleby
E05005507,0,,,,,,,,Ashby Castle
E05005508,10,,,,,,,,Ashby Holywell
E05005509,10,,,,,,,,Ashby Ivanhoe
E05005510,5,,,,,,,,Bardon
E05005511,5,,,,,,,,Breedon
E05005512,15,,,,,,,,Castle Donington
E05005513,35,,,,,,,,Coalville
E05005514,35,,,,,,,,Greenhill
E05005515,5,,,,,,,,Hugglescote
E05005516,10,,,,,,,,Ibstock and Heather
E05005517,5,,,,,,,,Kegworth and Whatton
E05005518,15,,,,,,,,Measham
E05005519,15,,,,,,,,Moira
E05005520,5,,,,,,,,Oakthorpe and Donisthorpe
E05005521,0,,,,,,,,Ravenstone and Packington
E05005522,15,,,,,,,,Snibston
E05005523,10,,,,,,,,Thringstone
E05005524,5,,,,,,,,Valley
E05005525,10,,,,,,,,Whitwick
E05005526,5,,,,,,,,Oadby Brocks Hill
E05005527,10,,,,,,,,Oadby Grange
E05005528,5,,,,,,,,Oadby St Peter's
E05005529,5,,,,,,,,Oadby Uplands
E05005530,5,,,,,,,,Oadby Woodlands
E05005531,20,,,,,,,,South Wigston
E05005532,15,,,,,,,,Wigston All Saints
E05005533,15,,,,,,,,Wigston Fields
E05005534,5,,,,,,,,Wigston Meadowcourt
E05005535,5,,,,,,,,Wigston St Wolstan's
E05005536,15,,,,,,,,Central
E05005537,10,,,,,,,,Coastal
E05005538,25,,,,,,,,Fenside
E05005539,15,,,,,,,,Fishtoft
E05005540,10,,,,,,,,Five Village
E05005541,5,,,,,,,,Frampton and Holme
E05005542,25,,,,,,,,Kirton
E05005543,5,,,,,,,,North
E05005544,10,,,,,,,,Old Leake and Wrangle
E05005545,10,,,,,,,,Pilgrim
E05005546,30,,,,,,,,Skirbeck
E05005547,10,,,,,,,,South
E05005548,5,,,,,,,,Staniland North
E05005549,20,,,,,,,,Staniland South
E05005550,20,,,,,,,,Swineshead and Holland Fen
E05005551,5,,,,,,,,West
E05005552,30,,,,,,,,Witham
E05005554,15,,,,,,,,Wyberton
E05005553,25,,,,,,,,Alford
E05005555,5,,,,,,,,Binbrook
E05005556,5,,,,,,,,Burgh le Marsh
E05005557,10,,,,,,,,Chapel St Leonards
E05005558,10,,,,,,,,Coningsby and Tattershall
E05005559,5,,,,,,,,Croft
E05005560,10,,,,,,,,Frithville
E05005561,5,,,,,,,,Grimoldby
E05005562,5,,,,,,,,Halton Holegate
E05005563,5,,,,,,,,Holton le Clay
E05005564,30,,,,,,,,Horncastle
E05005565,5,,,,,,,,Hundleby
E05005566,10,,,,,,,,Ingoldmells
E05005567,5,,,,,,,,Legbourne
E05005568,10,,,,,,,,Ludford
E05005569,10,,,,,,,,Mablethorpe Central
E05005570,10,,,,,,,,Mablethorpe East
E05005571,15,,,,,,,,Mablethorpe North
E05005572,0,,,,,,,,Mareham le Fen
E05005573,10,,,,,,,,Marshchapel
E05005574,10,,,,,,,,North Holme
E05005575,5,,,,,,,,North Somercotes
E05005576,0,,,,,,,,North Thoresby
E05005577,10,,,,,,,,Priory
E05005578,5,,,,,,,,Roughton
E05005579,50,,,,,,,,Scarbrough
E05005580,15,,,,,,,,Seacroft
E05005581,5,,,,,,,,Sibsey
E05005582,5,,,,,,,,Skidbrooke with Saltfleet Haven
E05005583,10,,,,,,,,Spilsby
E05005589,25,,,,,,,,St Clement's
E05005590,10,,,,,,,,St James'
E05005591,5,,,,,,,,St Margaret's
E05005592,0,,,,,,,,St Mary's
E05005593,5,,,,,,,,St Michael's
E05005584,5,,,,,,,,Stickney
E05005585,5,,,,,,,,Sutton on Sea North
E05005586,5,,,,,,,,Sutton on Sea South
E05005587,5,,,,,,,,Tetford
E05005588,0,,,,,,,,Tetney
E05005594,20,,,,,,,,Trinity
E05005595,10,,,,,,,,Trusthorpe and Mablethorpe South
E05005596,15,,,,,,,,Wainfleet and Friskney
E05005597,5,,,,,,,,Willoughby with Sloothby
E05005598,25,,,,,,,,Winthorpe
E05005599,5,,,,,,,,Withern with Stain
E05005600,0,,,,,,,,Woodhall Spa
E05005601,10,,,,,,,,Wragby
E05005602,85,,,,,,,,Abbey
E05005603,70,,,,,,,,Birchwood
E05005604,30,,,,,,,,Boultham
E05005605,20,,,,,,,,Bracebridge
E05005606,55,,,,,,,,Carholme
E05005607,35,,,,,,,,Castle
E05005608,40,,,,,,,,Glebe
E05005609,15,,,,,,,,Hartsholme
E05005610,40,,,,,,,,Minster
E05005611,50,,,,,,,,Moorland
E05005612,90,,,,,,,,Park
E05005613,5,,,,,,,,Ashby de la Launde and Cranwell
E05005614,5,,,,,,,,Bassingham and Brant Broughton
E05005615,20,,,,,,,,"Billinghay, Martin and North Kyme"
E05005616,15,,,,,,,,Bracebridge Heath and Waddington East
E05005617,5,,,,,,,,Branston
E05005618,5,,,,,,,,Cliff Villages
E05005619,10,,,,,,,,"Eagle, Swinderby and Witham St Hughs"
E05005620,15,,,,,,,,Heckington Rural
E05005621,15,,,,,,,,Heighington and Washingborough
E05005622,5,,,,,,,,Kirkby la Thorpe and South Kyme
E05005623,5,,,,,,,,Leasingham and Rauceby
E05005624,15,,,,,,,,Metheringham
E05005625,5,,,,,,,,North Hykeham Forum
E05005626,5,,,,,,,,North Hykeham Memorial
E05005627,15,,,,,,,,North Hykeham Mill
E05005628,10,,,,,,,,North Hykeham Moor
E05005629,10,,,,,,,,North Hykeham Witham
E05005630,5,,,,,,,,Osbournby
E05005631,20,,,,,,,,Ruskington
E05005632,5,,,,,,,,Skellingthorpe
E05005633,10,,,,,,,,Sleaford Castle
E05005634,15,,,,,,,,Sleaford Holdingham
E05005635,15,,,,,,,,Sleaford Navigation
E05005636,20,,,,,,,,Sleaford Quarrington and Mareham
E05005637,20,,,,,,,,Sleaford Westholme
E05005638,0,,,,,,,,Waddington West
E05005639,20,,,,,,,,Crowland and Deeping St Nicholas
E05005640,25,,,,,,,,"Donington, Quadring and Gosberton"
E05005641,5,,,,,,,,Fleet
E05005642,5,,,,,,,,Gedney
E05005643,5,,,,,,,,Holbeach Hurn
E05005644,30,,,,,,,,Holbeach Town
E05005645,15,,,,,,,,Long Sutton
E05005646,10,,,,,,,,"Moulton, Weston and Cowbit"
E05005647,20,,,,,,,,Pinchbeck and Surfleet
E05005648,10,,,,,,,,Spalding Castle
E05005649,5,,,,,,,,Spalding Monks House
E05005650,20,,,,,,,,Spalding St John's
E05005651,10,,,,,,,,Spalding St Mary's
E05005652,20,,,,,,,,Spalding St Paul's
E05005653,15,,,,,,,,Spalding Wygate
E05005654,15,,,,,,,,Sutton Bridge
E05005655,5,,,,,,,,The Saints
E05005656,5,,,,,,,,Whaplode and Holbeach St John's
E05005657,25,,,,,,,,All Saints
E05005658,5,,,,,,,,Aveland
E05005659,5,,,,,,,,Barrowby
E05005660,15,,,,,,,,Belmont
E05005661,20,,,,,,,,Bourne East
E05005662,20,,,,,,,,Bourne West
E05005663,20,,,,,,,,Deeping St James
E05005664,70,,,,,,,,Earlesfield
E05005665,0,,,,,,,,Ermine
E05005666,5,,,,,,,,Forest
E05005667,5,,,,,,,,Glen Eden
E05005668,40,,,,,,,,Grantham St John's
E05005669,10,,,,,,,,Green Hill
E05005670,20,,,,,,,,Greyfriars
E05005671,40,,,,,,,,Harrowby
E05005672,5,,,,,,,,Heath
E05005673,5,,,,,,,,Hillsides
E05005674,5,,,,,,,,Isaac Newton
E05005675,5,,,,,,,,Lincrest
E05005676,5,,,,,,,,Loveden
E05005677,15,,,,,,,,Market and West Deeping
E05005678,5,,,,,,,,Morkery
E05005679,5,,,,,,,,Peascliffe
E05005680,5,,,,,,,,Ringstone
E05005681,5,,,,,,,,Saxonwell
E05005682,30,,,,,,,,St Anne's
E05005683,10,,,,,,,,St George's
E05005684,10,,,,,,,,St Mary's
E05005685,5,,,,,,,,St Wulfram's
E05005690,5,,,,,,,,Stamford St John's
E05005686,5,,,,,,,,Thurlby
E05005687,0,,,,,,,,Toller
E05005688,5,,,,,,,,Truesdale
E05005689,0,,,,,,,,Witham Valley
E05005691,5,,,,,,,,Bardney
E05005692,10,,,,,,,,Caistor
E05005693,10,,,,,,,,Cherry Willingham
E05005694,5,,,,,,,,Dunholme
E05005695,5,,,,,,,,Fiskerton
E05005696,75,,,,,,,,Gainsborough East
E05005697,65,,,,,,,,Gainsborough North
E05005698,75,,,,,,,,Gainsborough South-West
E05005699,5,,,,,,,,Hemswell
E05005700,5,,,,,,,,Kelsey
E05005701,5,,,,,,,,Lea
E05005702,15,,,,,,,,Market Rasen
E05005703,5,,,,,,,,Middle Rasen
E05005704,10,,,,,,,,Nettleham
E05005705,5,,,,,,,,Saxilby
E05005706,10,,,,,,,,Scampton
E05005707,5,,,,,,,,Scotter
E05005708,10,,,,,,,,Stow
E05005709,0,,,,,,,,Sudbrooke
E05005710,5,,,,,,,,Thonock
E05005711,10,,,,,,,,Torksey
E05005712,5,,,,,,,,Waddingham and Spital
E05005713,10,,,,,,,,Welton
E05005714,5,,,,,,,,Wold View
E05005715,5,,,,,,,,Yarborough
E05005716,5,,,,,,,,All Saints
E05005717,0,,,,,,,,Buckenham
E05005718,10,,,,,,,,Burgh and Haverscroft
E05005719,5,,,,,,,,Conifer
E05005720,25,,,,,,,,Dereham-Central
E05005721,5,,,,,,,,Dereham-Humbletoft
E05005722,15,,,,,,,,Dereham-Neatherd
E05005723,15,,,,,,,,Dereham-Toftwood
E05005724,0,,,,,,,,East Guiltcross
E05005725,5,,,,,,,,Eynsford
E05005726,5,,,,,,,,Haggard de Toni
E05005727,0,,,,,,,,Harling and Heathlands
E05005728,0,,,,,,,,Hermitage
E05005729,5,,,,,,,,Launditch
E05005730,5,,,,,,,,Mid Forest
E05005731,10,,,,,,,,Nar Valley
E05005732,5,,,,,,,,Necton
E05005733,10,,,,,,,,Queen's
E05005734,5,,,,,,,,Shipdham
E05005735,10,,,,,,,,Springvale and Scarning
E05005736,25,,,,,,,,Swaffham
E05005737,5,,,,,,,,Swanton Morley
E05005738,0,,,,,,,,Taverner
E05005739,15,,,,,,,,Templar
E05005740,30,,,,,,,,Thetford-Abbey
E05005741,5,,,,,,,,Thetford-Castle
E05005742,10,,,,,,,,Thetford-Guildhall
E05005743,20,,,,,,,,Thetford-Saxon
E05005744,5,,,,,,,,Two Rivers
E05005745,0,,,,,,,,Upper Wensum
E05005746,0,,,,,,,,Upper Yare
E05005747,15,,,,,,,,Watton
E05005748,5,,,,,,,,Wayland
E05005749,5,,,,,,,,Weeting
E05005750,0,,,,,,,,West Guiltcross
E05005751,5,,,,,,,,Wissey
E05005752,5,,,,,,,,Acle
E05005753,20,,,,,,,,Aylsham
E05005754,5,,,,,,,,Blofield with South Walsham
E05005755,10,,,,,,,,Brundall
E05005756,5,,,,,,,,Burlingham
E05005757,5,,,,,,,,Buxton
E05005758,5,,,,,,,,Coltishall
E05005759,5,,,,,,,,Drayton North
E05005760,0,,,,,,,,Drayton South
E05005761,10,,,,,,,,Eynesford
E05005762,0,,,,,,,,Great Witchingham
E05005763,10,,,,,,,,Hellesdon North West
E05005764,10,,,,,,,,Hellesdon South East
E05005765,5,,,,,,,,Hevingham
E05005766,10,,,,,,,,Horsford and Felthorpe
E05005767,5,,,,,,,,Marshes
E05005768,15,,,,,,,,Old Catton and Sprowston West
E05005769,5,,,,,,,,Plumstead
E05005770,5,,,,,,,,Reepham
E05005771,10,,,,,,,,Spixworth with St Faiths
E05005772,10,,,,,,,,Sprowston Central
E05005773,10,,,,,,,,Sprowston East
E05005774,10,,,,,,,,Taverham North
E05005775,5,,,,,,,,Taverham South
E05005776,10,,,,,,,,Thorpe St Andrew North West
E05005777,15,,,,,,,,Thorpe St Andrew South East
E05005778,10,,,,,,,,Wroxham
E05005779,10,,,,,,,,Bradwell North
E05005780,10,,,,,,,,Bradwell South and Hopton
E05005781,5,,,,,,,,Caister North
E05005782,10,,,,,,,,Caister South
E05005783,95,,,,,,,,Central and Northgate
E05005784,45,,,,,,,,Claydon
E05005785,10,,,,,,,,East Flegg
E05005786,5,,,,,,,,Fleggburgh
E05005787,15,,,,,,,,Gorleston
E05005788,15,,,,,,,,Lothingland
E05005789,40,,,,,,,,Magdalen
E05005790,100,,,,,,,,Nelson
E05005791,10,,,,,,,,Ormesby
E05005792,40,,,,,,,,Southtown and Cobholm
E05005793,30,,,,,,,,St Andrews
E05005794,10,,,,,,,,West Flegg
E05005795,20,,,,,,,,Yarmouth North
E05005796,5,,,,,,,,Airfield
E05005798,0,,,,,,,,Brancaster
E05005797,0,,,,,,,,Burnham
E05005799,0,,,,,,,,Clenchwarton
E05005800,10,,,,,,,,Denton
E05005801,5,,,,,,,,Dersingham
E05005802,5,,,,,,,,Docking
E05005803,5,,,,,,,,Downham Old Town
E05005804,5,,,,,,,,East Downham
E05005805,20,,,,,,,,Emneth with Outwell
E05005806,40,,,,,,,,Fairstead
E05005807,0,,,,,,,,Gayton
E05005808,20,,,,,,,,Gaywood Chase
E05005809,10,,,,,,,,Gaywood North Bank
E05005810,0,,,,,,,,Grimston
E05005811,0,,,,,,,,Heacham
E05005812,5,,,,,,,,Hilgay with Denver
E05005813,10,,,,,,,,Hunstanton
E05005814,15,,,,,,,,Mershe Lande
E05005815,10,,,,,,,,North Downham
E05005816,40,,,,,,,,North Lynn
E05005817,0,,,,,,,,North Wootton
E05005818,10,,,,,,,,Old Gaywood
E05005819,5,,,,,,,,Priory
E05005820,0,,,,,,,,Rudham
E05005821,5,,,,,,,,Snettisham
E05005822,25,,,,,,,,South and West Lynn
E05005823,0,,,,,,,,South Downham
E05005824,5,,,,,,,,South Wootton
E05005825,10,,,,,,,,Spellowfields
E05005828,0,,,,,,,,Springwood
E05005829,10,,,,,,,,St Lawrence
E05005830,35,,,,,,,,St Margarets with St Nicholas
E05005831,10,,,,,,,,Upwell and Delph
E05005832,5,,,,,,,,Valley Hill
E05005833,5,,,,,,,,Walpole
E05005826,10,,,,,,,,Walton
E05005827,10,,,,,,,,Watlington
E05005834,10,,,,,,,,West Winch
E05005835,0,,,,,,,,Wiggenhall
E05005836,0,,,,,,,,Wimbotsham with Fincham
E05005837,5,,,,,,,,Wissey
E05005838,5,,,,,,,,Astley
E05005839,0,,,,,,,,Briston
E05005840,0,,,,,,,,Chaucer
E05005841,0,,,,,,,,Corpusty
E05005842,5,,,,,,,,Cromer Town
E05005843,5,,,,,,,,Erpingham
E05005844,0,,,,,,,,Gaunt
E05008556,0,,,,,,,,Glaven Valley
E05005846,0,,,,,,,,Happisburgh
E05005847,0,,,,,,,,High Heath
E05005848,5,,,,,,,,Holt
E05005849,5,,,,,,,,Hoveton
E05005850,5,,,,,,,,Lancaster North
E05005851,10,,,,,,,,Lancaster South
E05005852,10,,,,,,,,Mundesley
E05005853,10,,,,,,,,North Walsham East
E05005854,20,,,,,,,,North Walsham North
E05005855,10,,,,,,,,North Walsham West
E05005856,0,,,,,,,,Poppyland
E05005857,0,,,,,,,,Priory
E05005858,5,,,,,,,,Roughton
E05005859,0,,,,,,,,Scottow
E05005860,5,,,,,,,,Sheringham North
E05005861,5,,,,,,,,Sheringham South
E05005862,0,,,,,,,,St Benet
E05005863,10,,,,,,,,Stalham and Sutton
E05005864,10,,,,,,,,Suffield Park
E05005866,10,,,,,,,,The Raynhams
E05005867,5,,,,,,,,The Runtons
E05005865,0,,,,,,,,Walsingham
E05005868,10,,,,,,,,Waterside
E05005869,5,,,,,,,,Waxham
E05005870,0,,,,,,,,Wensum
E05008557,0,,,,,,,,Worstead
E05005872,60,,,,,,,,Bowthorpe
E05005873,55,,,,,,,,Catton Grove
E05005874,50,,,,,,,,Crome
E05005875,15,,,,,,,,Eaton
E05005876,45,,,,,,,,Lakenham
E05005877,125,,,,,,,,Mancroft
E05005878,75,,,,,,,,Mile Cross
E05005879,15,,,,,,,,Nelson
E05005880,35,,,,,,,,Sewell
E05005881,35,,,,,,,,Thorpe Hamlet
E05005882,35,,,,,,,,Town Close
E05005883,25,,,,,,,,University
E05005884,75,,,,,,,,Wensum
E05005885,10,,,,,,,,Abbey
E05005886,5,,,,,,,,Beck Vale
E05005887,0,,,,,,,,Bressingham and Burston
E05005888,0,,,,,,,,Brooke
E05005889,0,,,,,,,,Bunwell
E05005890,10,,,,,,,,Chedgrave and Thurton
E05005913,5,,,,,,,,Cringleford
E05005914,5,,,,,,,,Cromwells
E05005891,5,,,,,,,,Dickleburgh
E05005892,15,,,,,,,,Diss
E05005915,5,,,,,,,,Ditchingham and Broome
E05005916,5,,,,,,,,Earsham
E05005917,5,,,,,,,,Easton
E05005893,0,,,,,,,,Forncett
E05005918,5,,,,,,,,Gillingham
E05005894,10,,,,,,,,Harleston
E05005919,0,,,,,,,,Hempnall
E05005895,15,,,,,,,,Hethersett
E05005896,5,,,,,,,,Hingham and Deopham
E05005920,5,,,,,,,,Loddon
E05005921,10,,,,,,,,Mulbarton
E05005897,5,,,,,,,,New Costessey
E05005922,5,,,,,,,,Newton Flotman
E05005898,5,,,,,,,,Northfields
E05005923,25,,,,,,,,Old Costessey
E05005924,10,,,,,,,,Poringland with the Framinghams
E05005899,5,,,,,,,,Rockland
E05005900,5,,,,,,,,Roydon
E05005901,15,,,,,,,,Rustens
E05005902,5,,,,,,,,Scole
E05005903,0,,,,,,,,Stoke Holy Cross
E05005904,15,,,,,,,,Stratton
E05005925,0,,,,,,,,Tasburgh
E05005905,5,,,,,,,,Thurlton
E05005906,5,,,,,,,,Town
E05005907,0,,,,,,,,Wicklewood
E05005908,10,,,,,,,,Beanfield
E05005909,10,,,,,,,,Central
E05005910,30,,,,,,,,Danesholme
E05005911,35,,,,,,,,East
E05005912,15,,,,,,,,Exeter
E05005926,0,,,,,,,,Great Oakley
E05005927,70,,,,,,,,Kingswood
E05005928,10,,,,,,,,Lodge Park
E05005929,20,,,,,,,,Oakley Vale
E05005930,15,,,,,,,,Rowlett
E05005931,0,,,,,,,,Rural West
E05005932,15,,,,,,,,Shire Lodge
E05005933,10,,,,,,,,Stanion and Corby Village
E05005934,15,,,,,,,,Tower Hill
E05005935,10,,,,,,,,Weldon and Gretton
E05005936,50,,,,,,,,Abbey North
E05005937,15,,,,,,,,Abbey South
E05005938,5,,,,,,,,Badby
E05005939,5,,,,,,,,Barby and Kilsby
E05005940,0,,,,,,,,Boughton and Pitsford
E05005941,5,,,,,,,,Brampton
E05005942,5,,,,,,,,Braunston
E05005943,5,,,,,,,,Brixworth
E05005944,0,,,,,,,,Byfield
E05005945,5,,,,,,,,Clipston
E05005946,5,,,,,,,,Crick
E05005947,15,,,,,,,,Drayton
E05005948,5,,,,,,,,Flore
E05005949,45,,,,,,,,Hill
E05005950,15,,,,,,,,Long Buckby
E05005951,5,,,,,,,,Moulton
E05005952,0,,,,,,,,Ravensthorpe
E05005953,0,,,,,,,,Spratton
